name,artists,danceability,energy,loudness,speechiness,valence,tempo,streams
Thinking out Loud,Ed Sheeran,0.7809999999999999,0.445,-6.061,0.0295,0.591,78.998,13281470
Drinkin' Too Much,Sam Hunt,0.447,0.38,-9.36,0.0495,0.155,139.144,1223901
Feel Me,Tyga,0.442,0.636,-4.218999999999999,0.262,0.251,87.69200000000001,1189810
It's Gotta Be You,Isaiah,0.433,0.745,-4.632,0.0377,0.588,95.47200000000001,14385124
History,Olivia Holt,0.76,0.63,-6.752000000000001,0.0582,0.502,100.977,29342654
The A Team,Ed Sheeran,0.642,0.289,-9.918,0.0367,0.40700000000000003,84.99600000000001,1070804
There He Go,Kodak Black,0.794,0.608,-6.822,0.0437,0.316,138.042,14635791
Skateboard P,MadeinTYO,0.8420000000000001,0.498,-6.837999999999999,0.505,0.32,150.933,6843947
beibs in the trap,Travis Scott,0.743,0.5710000000000001,-6.053999999999999,0.145,0.495,119.054,76616232
Cash Machine,DRAM,0.745,0.669,-3.613,0.129,0.6990000000000001,143.164,4259480
Rap God,Eminem,0.7120000000000001,0.838,-2.679,0.313,0.607,148.138,5337282
everybody dies,J. Cole,0.617,0.6859999999999999,-9.857999999999999,0.245,0.544,79.252,1001081
Death Of A Bachelor,Panic! At The Disco,0.462,0.5379999999999999,-5.527,0.059000000000000004,0.405,139.256,15242188
T-Shirt,Migos,0.865,0.687,-3.7439999999999998,0.217,0.486,139.023,150097506
Oceans Away,A R I Z O N A,0.617,0.642,-8.624,0.0334,0.221,105.885,16184057
Call Casting,Migos,0.852,0.727,-4.851,0.267,0.496,130.014,12302026
The Other,Lauv,0.38,0.5529999999999999,-6.621,0.0653,0.384,179.62900000000002,22887476
Romantic - NOTD Remix,Stanaj,0.746,0.631,-7.968,0.231,0.342,104.04700000000001,15138315
Not Afraid Anymore,Halsey,0.5479999999999999,0.731,-6.997000000000001,0.0704,0.47700000000000004,131.97299999999998,1275391
On Hold,The xx,0.723,0.669,-6.784,0.0348,0.35,125.051,1153955
Say Something Loving,The xx,0.627,0.721,-7.782,0.0304,0.38299999999999995,130.08,1066106
Losin Control,Russ,0.759,0.245,-6.545,0.138,0.209,96.992,88058074
Running Back (feat. Lil Wayne),Wale,0.5870000000000001,0.6709999999999999,-4.48,0.14400000000000002,0.1,127.133,23113366
Halfway Off The Balcony,Big Sean,0.529,0.809,-6.553999999999999,0.26899999999999996,0.136,125.285,9625603
Moving On and Getting Over,John Mayer,0.85,0.461,-9.017999999999999,0.0539,0.628,94.038,1521603
High For Hours,J. Cole,0.878,0.44299999999999995,-10.054,0.41,0.672,95.554,2656562
Love on the Weekend,John Mayer,0.718,0.583,-7.8839999999999995,0.0288,0.42200000000000004,119.97,1401018
Changing,John Mayer,0.444,0.336,-7.778,0.0282,0.392,183.345,1363242
Misunderstood,PnB Rock,0.7240000000000001,0.452,-8.998,0.0884,0.139,141.903,1048107
You're Gonna Live Forever in Me,John Mayer,0.5379999999999999,0.131,-14.104000000000001,0.0316,0.32,136.149,1024988
DEVASTATED,Joey Bada$$,0.812,0.628,-6.164,0.0682,0.485,123.00399999999999,16766455
Kelly Price (feat. Travis Scott),Migos,0.745,0.685,-5.7,0.0313,0.43700000000000006,121.977,25109057
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,0.8029999999999999,0.743,-3.602,0.0681,0.674,108.005,36988229
Slippery (feat. Gucci Mane),Migos,0.92,0.674,-5.662000000000001,0.264,0.741,141.967,151295247
Get Right Witcha,Migos,0.95,0.743,-5.861000000000001,0.23800000000000002,0.62,136.98,49675062
Culture (feat. DJ Khaled),Migos,0.825,0.7,-5.098,0.243,0.317,132.996,3498444
Brown Paper Bag,Migos,0.907,0.489,-5.79,0.158,0.253,136.982,5071109
What The Price,Migos,0.7859999999999999,0.625,-4.194,0.0542,0.21600000000000003,123.98299999999999,3110273
Out Yo Way,Migos,0.562,0.758,-4.592,0.188,0.573,133.951,1829369
Deadz (feat. 2 Chainz),Migos,0.862,0.785,-3.571,0.23199999999999998,0.37200000000000005,123.012,1720413
All Ass,Migos,0.836,0.758,-5.2170000000000005,0.191,0.551,140.02100000000002,1713177
Big On Big,Migos,0.723,0.768,-5.468999999999999,0.0587,0.526,142.02200000000002,1664311
Look at Me!,XXXTENTACION,0.728,0.735,-3.9610000000000003,0.307,0.225,139.128,11143615
CRZY,Kehlani,0.8270000000000001,0.7020000000000001,-7.263999999999999,0.267,0.6940000000000001,130.02,1333823
Down,Marian Hill,0.593,0.36200000000000004,-14.700999999999999,0.273,0.0522,169.998,53711084
Distraction,Kehlani,0.66,0.698,-6.266,0.0467,0.396,120.959,1239370
Thumbs,Sabrina Carpenter,0.721,0.722,-3.56,0.0577,0.11199999999999999,135.118,14867507
Magic,Thomas Gold,0.62,0.87,-5.1739999999999995,0.0494,0.428,105.05,6224877
Escape,Kehlani,0.562,0.688,-5.353,0.0794,0.7070000000000001,79.979,1064426
No Favors,Big Sean,0.58,0.768,-5.482,0.386,0.35100000000000003,124.719,27737232
Sacrifices,Big Sean,0.77,0.565,-7.641,0.272,0.39399999999999996,141.999,36513202
Jump Out The Window,Big Sean,0.745,0.7140000000000001,-6.729,0.0768,0.5539999999999999,136.972,22926953
Owe Me,Big Sean,0.611,0.611,-8.751,0.14300000000000002,0.38,142.187,5715268
Voices In My Head/Stick To The Plan,Big Sean,0.473,0.534,-8.622,0.249,0.11800000000000001,145.166,4095601
Bigger Than Me,Big Sean,0.379,0.644,-7.933,0.11199999999999999,0.14400000000000002,89.34899999999999,3620802
Same Time Pt. 1,Big Sean,0.524,0.489,-7.142,0.309,0.6829999999999999,117.296,2097362
Million Reasons,Lady Gaga,0.6679999999999999,0.449,-7.897,0.0451,0.154,129.889,9267338
Sunday Morning Jetpack,Big Sean,0.462,0.741,-8.008,0.162,0.589,166.02900000000002,1976237
Inspire Me,Big Sean,0.7140000000000001,0.674,-7.135,0.268,0.38799999999999996,136.114,1792708
Sooner Or Later,Aaron Carter,0.737,0.7290000000000001,-6.817,0.0354,0.436,111.93700000000001,15699807
Intro,Big Sean,0.391,0.8079999999999999,-9.302,0.134,0.304,95.375,1472791
I Miss You,Grey,0.65,0.764,-5.218999999999999,0.0939,0.7040000000000001,102.01,5548153
First Day Out,Tee Grizzley,0.5870000000000001,0.711,-6.33,0.42,0.381,98.008,72869866
PRBLMS,6LACK,0.672,0.574,-4.663,0.0993,0.106,103.01899999999999,68550459
Rolex,Ayo & Teo,0.804,0.8859999999999999,-2.512,0.04,0.789,144.946,80933403
Dirt On My Boots,Jon Pardi,0.685,0.7829999999999999,-4.152,0.0276,0.525,90.008,16249249
Same Drugs,Chance the Rapper,0.461,0.293,-9.52,0.0555,0.531,180.297,11493063
Outlet,Desiigner,0.643,0.813,-2.147,0.0828,0.36,124.178,7751204
All We Got (feat. Kanye West & Chicago Children's Choir),Chance the Rapper,0.531,0.544,-8.615,0.462,0.39799999999999996,131.921,6779227
All Night (feat. Knox Fortune),Chance the Rapper,0.7040000000000001,0.777,-5.729,0.195,0.392,111.921,29820012
Angels (feat. Saba),Chance the Rapper,0.7709999999999999,0.647,-5.127000000000001,0.376,0.6779999999999999,155.914,3808677
"Bom Bidi Bom - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Nick Jonas,0.46799999999999997,0.515,-6.577999999999999,0.0665,0.187,86.21,2638663
Halo,Beyoncé,0.42200000000000004,0.7120000000000001,-5.907,0.1,0.47100000000000003,78.454,1266871
Stay With Me,Sam Smith,0.479,0.419,-6.517,0.0389,0.18600000000000003,85.014,1250558
Take Me To Church,Hozier,0.5660000000000001,0.664,-5.303,0.0464,0.43700000000000006,128.945,1205155
Dab of Ranch - Recorded at Spotify Studios NYC,Migos,0.9390000000000001,0.5479999999999999,-7.16,0.141,0.0631,134.004,1186694
Smoke Break (feat. Future),Chance the Rapper,0.705,0.45299999999999996,-8.174,0.196,0.28300000000000003,124.94200000000001,3638633
Lights Down Low,MAX,0.623,0.493,-7.727,0.0338,0.594,81.01899999999999,20146558
Instinct (feat. MadeinTYO),Roy Woods,0.711,0.462,-7.132000000000001,0.055,0.294,84.04,1122012
Die A Happy Man,Thomas Rhett,0.66,0.38299999999999995,-9.377,0.0304,0.381,83.096,4532223
Rent Money,Future,0.6940000000000001,0.493,-8.581,0.373,0.313,166.457,18473939
Tunnel Vision,Kodak Black,0.49700000000000005,0.489,-7.724,0.294,0.231,171.85299999999998,155997671
Draco,Future,0.804,0.456,-7.44,0.0468,0.165,130.014,15068621
Super Trapper,Future,0.816,0.414,-7.952999999999999,0.11900000000000001,0.19699999999999998,150.00799999999998,3896375
Love,Lana Del Rey,0.322,0.35200000000000004,-10.985999999999999,0.0309,0.266,70.429,7519078
I'm so Groovy,Future,0.938,0.478,-9.738999999999999,0.265,0.386,138.059,11212178
Zoom,Future,0.852,0.43799999999999994,-7.672999999999999,0.426,0.627,150.945,3446306
High Demand,Future,0.907,0.465,-7.122999999999999,0.28800000000000003,0.188,141.957,3322345
How Would You Feel (Paean),Ed Sheeran,0.617,0.439,-5.63,0.0269,0.242,139.97899999999998,12865829
Good Dope,Future,0.863,0.409,-8.55,0.321,0.2,130.011,2081626
POA,Future,0.818,0.746,-6.187,0.177,0.609,147.977,2036238
Some Way,NAV,0.748,0.723,-6.212999999999999,0.34700000000000003,0.35,154.966,34198682
Might as Well,Future,0.914,0.545,-7.3229999999999995,0.45899999999999996,0.802,134.05700000000002,1939204
Outta Time,Future,0.75,0.546,-6.9510000000000005,0.384,0.43799999999999994,75.443,1593798
Scrape,Future,0.9279999999999999,0.496,-8.385,0.154,0.0782,126.01700000000001,1569440
Heavy (feat. Kiiara),Linkin Park,0.59,0.6709999999999999,-6.098,0.0706,0.43799999999999994,149.982,8360582
Poppin' Tags,Future,0.857,0.601,-5.837000000000001,0.0782,0.27899999999999997,147.076,1473232
Feds Did a Sweep,Future,0.799,0.46799999999999997,-10.077,0.267,0.344,117.994,1394544
When I Was Broke,Future,0.883,0.583,-7.55,0.23399999999999999,0.5329999999999999,125.898,1288737
Shining (feat. Beyoncé & Jay-Z),DJ Khaled,0.773,0.81,-5.171,0.11599999999999999,0.5670000000000001,112.00200000000001,7803958
Massage In My Room,Future,0.799,0.426,-8.089,0.0727,0.171,75.538,1239435
Flip,Future,0.755,0.317,-11.071,0.48700000000000004,0.588,145.97799999999998,1201113
F*ck Up Some Commas,Future,0.8740000000000001,0.568,-5.896,0.22399999999999998,0.46,139.995,2307201
Comin Out Strong (feat. The Weeknd),Future,0.628,0.48100000000000004,-7.775,0.475,0.33,108.76100000000001,29948384
Selfish (feat. Rihanna),Future,0.415,0.369,-10.044,0.0741,0.0913,95.74600000000001,65132403
My Collection,Future,0.6970000000000001,0.45899999999999996,-8.498,0.44799999999999995,0.409,80.085,2033595
Incredible,Future,0.79,0.43799999999999994,-6.462000000000001,0.133,0.247,90.022,3325301
Use Me,Future,0.573,0.5379999999999999,-5.462000000000001,0.138,0.14800000000000002,152.096,3200579
Lookin Exotic,Future,0.589,0.63,-5.289,0.0985,0.0486,76.494,1884340
Damage,Future,0.7040000000000001,0.682,-5.862,0.307,0.594,149.988,1533370
Solo,Future,0.784,0.486,-6.497000000000001,0.0475,0.0894,110.964,1425725
Fresh Air,Future,0.8170000000000001,0.526,-7.426,0.127,0.419,125.014,1389235
Testify,Future,0.6809999999999999,0.524,-7.47,0.327,0.15,96.18299999999999,1356037
Hallucinating,Future,0.787,0.49200000000000005,-6.574,0.256,0.24100000000000002,130.016,1291888
Look At Me!,XXXTENTACION,0.763,0.726,-6.405,0.282,0.349,139.059,108559912
Better Man,Little Big Town,0.514,0.836,-3.6630000000000003,0.0381,0.501,143.888,1204569
Make Love,Gucci Mane,0.971,0.5479999999999999,-6.82,0.154,0.183,129.994,1193145
Dive,Ed Sheeran,0.7609999999999999,0.386,-6.1579999999999995,0.0399,0.526,134.94299999999998,20788104
Happier,Ed Sheeran,0.522,0.385,-7.355,0.0288,0.23600000000000002,89.792,24917455
Green Light,Lorde,0.616,0.7140000000000001,-7.792000000000001,0.0982,0.24,128.924,35963211
New Man,Ed Sheeran,0.78,0.745,-3.97,0.145,0.862,94.02600000000001,14301434
What Do I Know?,Ed Sheeran,0.838,0.49200000000000005,-5.69,0.038,0.895,115.09200000000001,13504764
Hearts Don't Break Around Here,Ed Sheeran,0.604,0.366,-7.881,0.0267,0.18100000000000002,105.177,9805675
Eraser,Ed Sheeran,0.64,0.812,-5.647,0.0834,0.914,86.01299999999999,8031342
Barcelona,Ed Sheeran,0.747,0.76,-4.294,0.187,0.682,99.975,11487859
Supermarket Flowers,Ed Sheeran,0.589,0.242,-10.517000000000001,0.0442,0.257,89.749,11384117
Nancy Mulligan,Ed Sheeran,0.68,0.852,-4.35,0.0349,0.858,101.993,9605231
Bibia Be Ye Ye,Ed Sheeran,0.738,0.677,-5.121,0.0824,0.882,127.06700000000001,7228513
Save Myself,Ed Sheeran,0.552,0.29,-5.617000000000001,0.0448,0.48100000000000004,78.842,7027550
"Gucci On My (feat. 21 Savage, YG & Migos)",Mike WiLL Made-It,0.934,0.359,-5.132999999999999,0.23,0.0886,140.004,9108830
"Go Off (with Lil Uzi Vert, Quavo & Travis Scott)",Lil Uzi Vert,0.733,0.777,-2.83,0.0791,0.7240000000000001,88.494,2814604
September Song,JP Cooper,0.623,0.654,-5.675,0.0372,0.401,95.921,21810719
Saved,Khalid,0.7390000000000001,0.44799999999999995,-10.28,0.138,0.5529999999999999,81.044,52372281
Everyday,Ariana Grande,0.635,0.738,-4.4239999999999995,0.0519,0.428,130.971,17651366
8TEEN,Khalid,0.83,0.585,-5.8020000000000005,0.0366,0.642,105.03,25748716
Up,NAV,0.705,0.49200000000000005,-6.7620000000000005,0.0905,0.36,77.11399999999999,31547161
Feel Good (feat. Daya),Gryffin,0.625,0.7070000000000001,-4.761,0.0337,0.479,138.064,1267522
American Teen,Khalid,0.6579999999999999,0.623,-6.934,0.0398,0.207,100.436,2438277
Shot Down,Khalid,0.767,0.512,-6.777,0.0591,0.489,123.921,1192720
No Frauds,Nicki Minaj,0.873,0.561,-7.013,0.272,0.41700000000000004,139.064,21983520
Chanel,Frank Ocean,0.7759999999999999,0.503,-5.732,0.237,0.473,110.134,12946416
Liability,Lorde,0.534,0.218,-11.16,0.111,0.345,76.715,5465888
It's A Vibe,2 Chainz,0.8220000000000001,0.505,-7.3839999999999995,0.147,0.523,73.003,85108758
Trap Trap Trap,Rick Ross,0.7290000000000001,0.838,-4.476,0.313,0.349,136.869,4555519
Changed It,Nicki Minaj,0.802,0.628,-8.352,0.431,0.644,143.946,1197566
Be The One,Dua Lipa,0.6609999999999999,0.6509999999999999,-3.7710000000000004,0.0499,0.368,87.46,1160653
Hurricane,Luke Combs,0.46399999999999997,0.813,-6.185,0.0416,0.516,75.975,52169687
"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",A$AP Ferg,0.841,0.733,-5.077,0.142,0.284,130.009,1150144
Want Her,Mustard,0.831,0.62,-6.236000000000001,0.0452,0.396,101.029,5022902
Portland,Drake,0.924,0.444,-8.227,0.243,0.314,136.088,128623654
Free Smoke,Drake,0.617,0.49200000000000005,-7.587999999999999,0.44799999999999995,0.20800000000000002,141.953,39725206
Gyalchester,Drake,0.872,0.389,-8.343,0.0634,0.156,131.012,86983330
Blem,Drake,0.7240000000000001,0.5479999999999999,-8.062000000000001,0.0497,0.392,98.01700000000001,37380231
No Long Talk,Drake,0.919,0.627,-6.763999999999999,0.23399999999999999,0.52,97.07600000000001,20264620
Get It Together,Drake,0.78,0.7290000000000001,-9.138,0.0493,0.8440000000000001,123.009,24756105
Teenage Fever,Drake,0.768,0.282,-10.347999999999999,0.0863,0.175,97.04299999999999,39242108
Jorja Interlude,Drake,0.7190000000000001,0.354,-10.460999999999999,0.10400000000000001,0.205,123.152,18389652
KMT,Drake,0.872,0.623,-6.984,0.0446,0.0883,119.98299999999999,20497397
4422,Drake,0.621,0.247,-12.290999999999999,0.0393,0.221,111.97399999999999,18609571
Madiba Riddim,Drake,0.8340000000000001,0.527,-10.4,0.193,0.319,105.86,18528279
Glow,Drake,0.669,0.385,-8.901,0.37799999999999995,0.391,162.039,12579882
Nothings Into Somethings,Drake,0.76,0.22699999999999998,-8.327,0.15,0.27899999999999997,96.912,12687863
Can't Have Everything,Drake,0.636,0.568,-8.441,0.419,0.43799999999999994,82.495,14364769
Do Not Disturb,Drake,0.787,0.69,-6.206,0.40399999999999997,0.465,171.02900000000002,32891051
Lose You,Drake,0.519,0.5760000000000001,-9.162,0.414,0.373,87.98299999999999,11849418
Ice Melts,Drake,0.813,0.5579999999999999,-7.559,0.337,0.631,124.949,20635721
Skepta Interlude,Drake,0.8009999999999999,0.813,-6.404,0.23,0.40299999999999997,129.96200000000002,11258381
Since Way Back,Drake,0.429,0.275,-11.155999999999999,0.161,0.258,76.683,10826390
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,0.8390000000000001,0.81,-5.274,0.0568,0.8140000000000001,129.014,135100212
From The D To The A (feat. Lil Yachty),Tee Grizzley,0.851,0.625,-5.417000000000001,0.303,0.6679999999999999,99.061,49143689
At My Best (feat. Hailee Steinfeld),Machine Gun Kelly,0.524,0.772,-6.696000000000001,0.152,0.237,169.855,18531558
美女と野獣,Ariana Grande,0.512,0.532,-6.821000000000001,0.0266,0.28300000000000003,81.35300000000001,1295818
All Me,Drake,0.67,0.515,-6.977,0.397,0.42200000000000004,122.006,1262995
Dead Presidents,Rick Ross,0.662,0.8079999999999999,-3.06,0.122,0.47200000000000003,76.493,1213207
The Heart Part 4,Kendrick Lamar,0.672,0.434,-15.218,0.765,0.54,129.209,16098168
Still Got Time,ZAYN,0.748,0.627,-6.029,0.0644,0.524,120.963,21867847
Saturnz Barz (feat. Popcaan),Gorillaz,0.38299999999999995,0.621,-5.877999999999999,0.113,0.213,80.051,3623797
Andromeda (feat. DRAM),Gorillaz,0.7879999999999999,0.47200000000000003,-9.021,0.0475,0.257,130.084,3207879
Ascension (feat. Vince Staples),Gorillaz,0.6759999999999999,0.905,-2.569,0.147,0.519,152.186,3333703
"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",Mike WiLL Made-It,0.741,0.562,-5.474,0.165,0.292,180.06799999999998,17943423
do re mi,blackbear,0.742,0.599,-6.256,0.0465,0.154,110.977,85538923
In Case You Didn't Know,Brett Young,0.607,0.536,-7.306,0.0305,0.434,147.986,49150775
Skateboard P (feat. Big Sean),MadeinTYO,0.831,0.47,-7.48,0.425,0.33899999999999997,75.47399999999999,22100835
May We All,Florida Georgia Line,0.488,0.915,-4.255,0.0389,0.6459999999999999,75.01899999999999,8609638
Nobody Else But You,Trey Songz,0.708,0.612,-6.379,0.122,0.263,139.91299999999998,7967417
Light My Body Up (feat. Nicki Minaj & Lil Wayne),David Guetta,0.6990000000000001,0.66,-7.013,0.0861,0.6890000000000001,145.937,1190718
The One,The Chainsmokers,0.76,0.303,-11.362,0.0284,0.15,99.991,28207731
Everybody,Logic,0.885,0.94,-5.9079999999999995,0.0909,0.77,110.005,57070498
"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",Calvin Harris,0.784,0.728,-4.5489999999999995,0.0539,0.713,110.165,10638780
Conscience (feat. Future),Kodak Black,0.6659999999999999,0.693,-3.638,0.19899999999999998,0.132,159.972,3742328
Touch,Little Mix,0.607,0.718,-4.095,0.0978,0.551,101.821,15272815
Good Life (with G-Eazy & Kehlani),G-Eazy,0.565,0.7709999999999999,-5.22,0.213,0.573,168.385,25121653
Craving You,Thomas Rhett,0.612,0.841,-3.795,0.0353,0.499,104.986,38205619
Patty Cake,Kodak Black,0.8059999999999999,0.77,-6.4639999999999995,0.19,0.406,152.094,35804073
m.A.A.d city,Kendrick Lamar,0.48700000000000004,0.7290000000000001,-6.815,0.271,0.217,91.04799999999999,7178109
Day for Day,Kodak Black,0.737,0.562,-8.156,0.373,0.457,81.015,1311091
Obsession (feat. Jon Bellion),Vice,0.741,0.5589999999999999,-7.775,0.03,0.466,101.999,14921794
Everyday We Lit (feat. PnB Rock),YFN Lucci,0.758,0.6459999999999999,-4.7010000000000005,0.11199999999999999,0.589,155.955,47168667
Come Closer,WizKid,0.835,0.457,-7.455,0.204,0.544,99.99,1242932
Coolin and Booted,Kodak Black,0.8079999999999999,0.526,-7.348,0.0712,0.494,140.019,1219493
TG4M,Zara Larsson,0.667,0.648,-6.398,0.0626,0.589,95.031,9263020
Break Up Every Night,The Chainsmokers,0.624,0.8059999999999999,-5.957000000000001,0.0437,0.528,149.999,16534373
Don't Say,The Chainsmokers,0.5670000000000001,0.46399999999999997,-9.66,0.0302,0.309,99.806,3787105
Bloodstream,The Chainsmokers,0.62,0.627,-5.888999999999999,0.0259,0.16399999999999998,90.955,3636262
My Type,The Chainsmokers,0.604,0.603,-6.324,0.0389,0.15,94.98899999999999,3614759
Honest,The Chainsmokers,0.6729999999999999,0.514,-10.772,0.0465,0.312,100.035,2255350
Last Day Alive,The Chainsmokers,0.435,0.706,-8.197000000000001,0.0425,0.24,144.91299999999998,2213751
Young,The Chainsmokers,0.615,0.564,-6.3839999999999995,0.0291,0.45399999999999996,103.006,2041862
It Won't Kill Ya,The Chainsmokers,0.5720000000000001,0.53,-8.521,0.0654,0.12,170.138,2036144
Wake Up Alone,The Chainsmokers,0.643,0.52,-5.968,0.0334,0.23,75.168,1948745
TEMPTATION,Joey Bada$$,0.775,0.7070000000000001,-5.3389999999999995,0.152,0.78,104.979,3011093
Bad Bitch (feat. Ty Dolla $ign),Bebe Rexha,0.6559999999999999,0.615,-6.252000000000001,0.0539,0.366,139.91,15990158
The Night We Met,Lord Huron,0.44299999999999995,0.369,-9.514,0.0441,0.0989,174.107,42194308
ROCKABYE BABY (feat. ScHoolboy Q),Joey Bada$$,0.5529999999999999,0.877,-4.694,0.371,0.557,166.24200000000002,1339501
Hometown Girl,Josh Turner,0.505,0.79,-5.442,0.035,0.445,155.934,8418884
Star Of The Show,Thomas Rhett,0.691,0.624,-5.874,0.027000000000000003,0.662,101.988,2459416
ELEMENT.,Kendrick Lamar,0.748,0.705,-4.547,0.485,0.483,189.891,82923316
LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,0.6579999999999999,0.535,-8.982999999999999,0.0573,0.419,110.684,119937275
LOVE. FEAT. ZACARI.,Kendrick Lamar,0.8,0.585,-7.343,0.0924,0.779,126.05799999999999,147645055
YAH.,Kendrick Lamar,0.67,0.7,-7.893,0.196,0.648,69.986,34516743
XXX. FEAT. U2.,Kendrick Lamar,0.568,0.619,-6.899,0.414,0.293,170.115,40944466
FEEL.,Kendrick Lamar,0.746,0.7979999999999999,-8.382,0.349,0.5529999999999999,109.96799999999999,28526208
PRIDE.,Kendrick Lamar,0.665,0.535,-7.056,0.0572,0.37,138.842,29963319
LUST.,Kendrick Lamar,0.6779999999999999,0.562,-9.197000000000001,0.508,0.5660000000000001,94.241,29004091
BLOOD.,Kendrick Lamar,0.35700000000000004,0.23800000000000002,-16.78,0.265,0.494,156.907,18982785
FEAR.,Kendrick Lamar,0.588,0.479,-7.039,0.281,0.434,150.414,21792610
GOD.,Kendrick Lamar,0.706,0.557,-5.8,0.0813,0.205,132.98,23063985
DUCKWORTH.,Kendrick Lamar,0.552,0.731,-6.872999999999999,0.615,0.632,174.516,18965117
Black SpiderMan,Logic,0.622,0.867,-5.297999999999999,0.0893,0.33899999999999997,140.011,15206896
Peek A Boo,Lil Yachty,0.9570000000000001,0.588,-6.984,0.295,0.298,127.055,18631250
The Cure,Lady Gaga,0.696,0.503,-4.842,0.0356,0.5589999999999999,99.977,33705030
wokeuplikethis*,Playboi Carti,0.785,0.62,-6.667999999999999,0.254,0.478,78.476,75929899
Biking,Frank Ocean,0.6729999999999999,0.46299999999999997,-7.247000000000001,0.191,0.268,147.981,2541803
"Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)",Young Thug,0.631,0.732,-4.706,0.203,0.5489999999999999,151.779,1227128
Any Ol' Barstool,Jason Aldean,0.536,0.722,-4.163,0.0284,0.499,143.78,1209308
Lust for Life (with The Weeknd),Lana Del Rey,0.499,0.6759999999999999,-8.618,0.0582,0.295,99.979,4634527
Hard Times,Paramore,0.695,0.818,-5.379,0.0334,0.9159999999999999,119.965,5303040
make daddy proud,blackbear,0.825,0.496,-7.225,0.0529,0.767,102.04899999999999,1410225
Magnolia,Playboi Carti,0.7909999999999999,0.581,-7.3229999999999995,0.28600000000000003,0.43799999999999994,162.99,118198640
"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",PnB Rock,0.703,0.6609999999999999,-3.885,0.0539,0.495,149.906,39443771
"God, Your Mama, And Me",Florida Georgia Line,0.439,0.802,-3.6439999999999997,0.054000000000000006,0.725,168.032,9326746
First Time,Kygo,0.633,0.5920000000000001,-7.245,0.11199999999999999,0.679,90.066,29639560
Bon appétit,Katy Perry,0.797,0.792,-5.757999999999999,0.0607,0.54,106.038,8370980
Whippin (feat. Felix Snow),Kiiara,0.87,0.502,-7.497000000000001,0.0549,0.6729999999999999,82.53,11826538
Love Galore (feat. Travis Scott),SZA,0.795,0.594,-6.2,0.0747,0.409,135.002,88790783
Myself,NAV,0.654,0.39299999999999996,-7.621,0.284,0.105,159.741,46579119
Both (feat. Drake & Lil Wayne) - Remix,Gucci Mane,0.8340000000000001,0.493,-6.567,0.128,0.28,140.007,11209075
Colombia Heights (Te Llamo) [feat. J Balvin],Wale,0.94,0.615,-6.284,0.155,0.7020000000000001,135.97,2804902
Young And Menace,Fall Out Boy,0.645,0.83,-5.124,0.0549,0.34,108.05799999999999,1521262
Submission (feat. Danny Brown & Kelela),Gorillaz,0.677,0.83,-3.96,0.0489,0.612,137.997,1455381
Momentz (feat. De La Soul),Gorillaz,0.7809999999999999,0.98,-5.077,0.285,0.48700000000000004,140.235,1331535
Quit (feat. Ariana Grande),Cashmere Cat,0.365,0.413,-7.369,0.0507,0.125,84.74600000000001,17308693
"My Love (feat. Major Lazer, WizKid, Dua Lipa)",Wale,0.728,0.8109999999999999,-4.2780000000000005,0.0564,0.705,114.995,1286178
Most Girls,Hailee Steinfeld,0.755,0.57,-7.132000000000001,0.0888,0.406,102.991,53832566
Strobelite (feat. Peven Everett),Gorillaz,0.64,0.8640000000000001,-4.909,0.0869,0.49700000000000005,105.10700000000001,1266588
Killing Spree,Logic,0.856,0.758,-5.7829999999999995,0.22699999999999998,0.18,124.073,4488044
Take It Back,Logic,0.8370000000000001,0.84,-4.293,0.239,0.6920000000000001,135.004,4279553
Confess,Logic,0.74,0.971,-2.81,0.0883,0.525,122.95100000000001,2875149
America,Logic,0.8390000000000001,0.888,-4.181,0.11599999999999999,0.6,115.005,2786911
Hallelujah,Logic,0.667,0.596,-8.347999999999999,0.19,0.462,136.033,10962309
Ink Blot,Logic,0.7490000000000001,0.691,-6.522,0.0817,0.35700000000000004,144.07399999999998,2603681
Anziety,Logic,0.589,0.8,-6.54,0.0687,0.573,122.898,2416555
AfricAryaN,Logic,0.529,0.799,-7.025,0.166,0.354,104.054,2121352
Mos Definitely,Logic,0.604,0.872,-4.01,0.28800000000000003,0.732,64.331,2047054
Sweet Creature,Harry Styles,0.42700000000000005,0.262,-8.541,0.0276,0.228,104.085,9764718
Me You,Russ,0.7020000000000001,0.762,-2.733,0.0328,0.233,95.01899999999999,7114201
Eyes Closed,Halsey,0.581,0.684,-4.962,0.0429,0.0397,129.966,3067544
Either Way,Chris Stapleton,0.6409999999999999,0.0628,-14.155,0.0417,0.275,129.004,1398695
Waiting Room,Logic,0.6970000000000001,0.22899999999999998,-17.691,0.866,0.657,134.208,1396261
