stars,text
5.0,authentic chinese cuisine im only person who not asian usually always eat giant clam which prepared cilantro some kind sauce always freshly prepared well get snails black bean sauce little spicy tastes smells great tho crab meat fish maw soup what usually start out ive hot pot bunch times really big variety veggies meats broths choose poached chicken ginger sauce along roster duck some things eat regularly 
4.0,came before when first opened did not end up trying anything time came got pineapple bun butter popular major item hk food menu lol say papa johns makes yummy treat well bun fresh slice butter spot reasonable size combo got cold hong kong style milk tea which extra cents definitely worth terms bakery itself wide variety buns cakes typical hong kong style drinks pastries sitting area great am mainly grab kind girl wish item would more extensive breakfast choicepretty much just noodlemacaroni soups now would perfect any other chinese bakery cash only will back especially since close convenient work 
4.0,closest thing nyc style chinese spot close home 
4.0,very homey place chef came out personally recommended some dishes told us could cook anything not menu brought ingredients ordered advanced ordered meat pies highly reviewed potstickers beef stew noodles meat pies salty oily side potstickers savory filling outside not pan fried long enough no crunch beef stew noodles featured very rich broth hints star anise personally would skip meat piespotstickers order dumplings beef noodles next time id recommend place youre looking authentic northern asian food tempe 
5.0,im vegas least twice year buisness try visit diffrent restaurants when time met friend new york new york decided got chinese restaurant server informed us portions large recommended eat family style plesent surprised portions indeed large odd since most places strip over charge food mongolian beef which perfectly glazed green onions nestled atop bed crispy white noodles also ordered sweet sour shrimp which actually came too much shrimp asked server some pepper oil which arrived warm gravy boat large red peppers food quality top notch fulok flavor plenty around beginning end experience incredible will surely visit future 
5.0,wanted chinese food next door comic book store thought would give shot glad stopped husband ordered general tso which he best he has ever something rice noodles turned out way too spicy waitress immediately wanted fix order get something different ended up lo mein tasted amazing will sure back great customer service great taste food must try area try thai tea too 
3.0,dim sum pretty pricey flies everywhere spider curtains food alright pricey regular chinese food only thing stood out custard egg yolk bun amazing expensive dont think id ever come back just dirty not worth 
4.0,tried place today first time hot sour soup fragrant chicken broccoli chicken lunch specials well side egg fried rice overall very tasty vegetables fresh fragrant chicken considered spicy thought pretty mildmedium egg fried rice wasnt too salty good amount eggs soy sauce prices arent too bad will definitely come back again 
5.0,ordered two wontondumpling mein soups broth light not too salty simply best shrimp wonton shrimp dumplings ive ever fresh huge extremely yummytastic beef egg rice plate fish fillet corn plate ok shrimp good forgot take pictures service efficient fast 
4.0,another awesome meal spicy squid nice tender crispy coating extra spicy black bean long beans flavour night unfortunate boon recent health issues made easy get table discussion staff problems been cleared up kitchen dining room cleaned freshly painted admittedly am long time customer who has never issues establishment will continue patronize 
5.0,every time wife come beautiful little restaurant kind fast recommend everyone chance stop by give try 
5.0,am by no means vegetarian vegan when veggie house am love first time ever food peppered steak ate before husband told vegan hooked favorites include kennys spinach salad crispy beef lotus root cakes broccoli beef sweet sour pork staff always super friendly will always help menu always good time when too kenny will always come out talk not too busy he will sit down table his story really amazing he super guy been few times feel menu tell kenny what he will make food based what tell him him do twice chow main noodles yet disappointed chef kenny ever gets food network travel channel watch out he will explode his food yummy could do what he does kitchen no question family would enjoying vegan lifestyle 
3.0,went coworkers past weekend after long day working chinese new years festival didnt get until restaurant closes know owner want try out see how food taste wasnt very busy already late night close hour sat middle restaurant paul one manager helped us out ordering food items menu looked delicious ordered noodle bean curd chicken dish personally wont back again prices high food portion isnt enough price paid four us went paid before tips 
5.0,place great amazing flavor combinations great service cold weather hot cant deny warm atmosphere love will always come back 
1.0,first off driver overcharged order ensure he tip thinking mistake by restaurant felt sorry him gave him tip checking receipt he just left realized what happened also asked vegetarian dishes one came beef rest order just disappointing will never order restaurant again 
1.0,do not recommend place anyone wife got sick food been days now still sick please focus delivering excellent service follow proper food preparation safety 
5.0,went restaurant when still silverstar location food really good youre definitely going pay price think more novelty trying one rather than place time 
5.0,must try when visit las vegas ordered pork cabbage dumplings seafood noodle soup chicken mushrooms noodle yangzhou fried rice everything excellent white glove service too ordered specific noodle dish wasnt satisfaction server replaced another entree no charge guarantee youll dining experience affordable price 
5.0,place great came sunday afternoon note opening time yes kenny opened door greeted us welcoming us his funky place pan fried noodles vegetables great also hot sour soup which really nice too friend lotus cakes which really liked fyi great asian market underneath want pickup anything make own asian creations home wide selection fresh produce 
2.0,used advocate place standards plummeted less than year frequent often recommended best mississauga many friends family recent visits however has been less than mediocre sometimes theres bad nights held off updating review until now suggestions en sushi want keep patrons dont start turning down lights just after when close theres tables eating sashimi should not arrive lukewarm what how tea also shouldnt arrive lukewarm lets realistic cold please dont start cleaning dumping out buckets dirty pungent water when people still eating dessert ice cream should not take minutes when theres tables theres no food orders left serve welp disappointing 
3.0,know why place food ok not bad portion tiny expect paying bowl noodle get fulled not case ended up doing thinking noodle not expensive 
5.0,love guys amazing fried rice wonderful place well maintained friendly service most chinese places az sub par food less than sanitary conditions china pearl exceeds those expectations 
5.0,love lobster crab give try wait long take consideration never thought could ever get enough lobster one sitting definitely did get piled high lobster box 
2.0,quite disappointed dinner asked chicken soup just chicken veg no noodles got bowl full noodles few bits chicken vegetables ordered schezuan flounder served us tilapia without asking ok substitute did think wouldnt notice def wont back 
5.0,came today based off recommendation worked kerry today couldnt happier service first off coming happily welcomed by kristina who paperwork ready fill out while waited other clients came out who seemed very happy greeted great energy kerry very straight forward options what needed done she did great job explaining everything answering millions questions happy helpful smile scraping massage done next week will include dry needling will back regular basis maintenance look forward meeting rest team considering next level pt place great service people who care 
5.0,been consistent patrons chubby cattle come eat least once month especially during happy hour sunday thursday onwards what became favorite hell soup mushroom pot satisfyingly tasty not too overwhelming truly finish whole lot broth quiet selection meat seafood vegetable always come table fresh watermelon juice also worth try will keep coming back 
5.0,just ate first time absolutely loved allowed sample few items before purchased something wish more restaurants would do ended up getting jerk fried rice red chicken chicken pulled pork rice very flavorful little kick chicken great too see why best seller also refried black beans first time too only thing dont about place too far drive become regular 
5.0,amazing service artistic presentations magnificent location nothing complain about entire meal lasted about two hours make sure ample time when dine only about parties entire restaurant when dined wait staff extremely friendly attentive proportions small since multicourse dinner family felt very full end dish presentations piece artwork themselves food not too heavy flower arrangements surrounding artwork make unforgettable experience even send women parting gift note family friend despite paying entire meal people not allowed he wearing shorts adhere strictly dress code 
5.0,food delicious service excellent must try place everyone boyfriend definitely going back also delivery ¡ 
2.0,hate give place two stars take out order groupon used tonight do not get chinese chicken salad which nothing any area restaurants rather soaked hot spicy soy sauce only has iceberg lettuce chicken disgusting throw away won ton soup good no salty lots wontons pork ordered large size brown rice has no taste boring charge extra brown rice do not fried brown rice also say cook new york chinese style which actual not true new york chinese food has chop suey chow mein place does not either disappointment get chicken veggies do not brown sauce one few entrees white sauce entree enough two people do not give much pretty much la cart gave us barely enough chips only fortune cookies even though more people gosh could spare other place hayden much better food take out then place disappointed quality quantity taste take out food nothing write home about 
3.0,location located legacy village happy hour pm monfri domestic bottles certain half price appetizers off went during lunch hours around afternoon soon walked greeted asked wanted sit bar booth decided sit bar bartender very friendly told us happy hour specials drinks ordered beer food ordered half off appetizers which crazy shrimp thai chili wings shrimp itself good very very sweet wings itself good well very very sweet woudnt come back appetizers least not these two will come back happy hour specials maybe try something diffferent overall just aok place 
3.0,luck pf changs has been erratic times when some entrees excellent other times when barely pass muster last trip about two weeks before written miss meals mediocre uninspired occasion would been better off buffet just never know meal going exceptional boring service excellent decor pleasing meal bit disappointing 
4.0,good selection sushi rolls chickenbeef entrees chinese food boba etc ordered teriyaki beef plate which came rice soup salad pcs california rolls super tasty beef slightly sweet tender california rolls good too who doesnt those p service friendly food came out fairly quick will come back only complaint dont really care location lot trafficbusy streets being near n out walmart 
3.0,came brunch ayce today husband came low expectation being super hungry yet craving dim sum large quantities paying reasonable price around area compelled us try regular ayce brunch provides nice list little over dozen dim sum items choose well some thai chinese dishes choose such wonton soup stir fried noodles pad thai tom yum soup etc section over items also get list sushi rolls choose overallthe concept good craving wide range asian cuisine foodwise hit miss sushi rolls stars being generous since ayce joint never seen such large rice fish ratio fish sliced thin translucent rice least inches thick rice fish ratio much tried salmon white tuna ebi sushi low quality fish very apparent dim sum dim sum actually pretty decent definitely not good crown princess rol san rol san darn far home crown princess cost more wait weekend har gao shrimp clean crunchy should skin too sticky overall still edible siu mai pretty tasty pretty run mill nothing special though sticky rice meat low meat high rice bit mushy tasted alright steamed shrimp rolls shrimp clean roll exterior too thick sticky flavor alright little garlic chips top shrimp roll fried surprisingly good crispy nice wrapping shrimp ratio not greasy steamed chinese vegetable greasy edible red curry crab back didnt tasted mushed up meat flour husband did thai noodles sections singapore noodles shrimp greasy lacks flavor gives lots shrimp thai eggplant shrimp pretty tasty eggplant broccoli not overcooked fresh shrimps nice bit salty guess steamed rice would been better since would dilute saltiness bit service good server nice checked us sporadically even though tell he bit swamped he not intrusive responsive which type service place overall will probably rather rol san dim sum when weather warms up want sushi will probably wow sushi around corner want binge large quantity dim sum relatively low price no wait stay neighborhood will come back 
4.0,late nite junkie ktown cravings bring us way west side town hole wall cafe ga hyang entering fave kaunties dilapidated hut dining room find comfort food soothes asian soul best spot az sure upon sip mugicha always swept back memories summer days back tokes thoroughly enjoyed banchan dishes faves being daizu moyashi sprouts marinated potatoes top flavorful kimchees hubby drooling gochujang flavored anything really throughout man steele date night he beyond satisfied his kalbi dolsot bibimbap always order jap chae sul lung tang cuz typically im halfway full bancha still enough leftovers ill happy heat up leftovers work tomorrow 
5.0,favorite new chinese delivery food very quick affordable food very fresh employees nice kind sit down restaurant well 
3.0,good place grab cheap meal nothing special about food cant complain too much good service 
3.0,what say place average prices really high such little quality sticky rice stale gross really dont place 
1.0,well honestly say ive worse food toronto after living china years would surprised anyone ever eats oyster sauce expired vegetables tasted came out garbage hong kong style milk tea tasted hot sugar water xaio long bao dry no flavor juice inside overall horrible food quality could service just bad food never again 
2.0,do good boba yes overpriced yes rude yes yes two stars fact good boba pain get pay lot 
2.0,additional thoughts place after giving sushi craving last night what ordered sad excuse sushi roll didnt order special one either actually after rereading last review just now think same thoughts thus would reiterate what last review no matter where sushi always get spicy salmon shouldnt hard make finally got picture looks just about same mall sushi again fish not fresh time barely spicy basically salmon pate addition sushi purchase boyfriend ordered chicken yakisoba honestly just oil noodles some chicken barely any vegetables im not even sure noodles real soba just makes sad really want place dont think need step up chef game called get take out would done minutes expect solid restaurant spend more than amount time preparing food statement lot coming impatient individual would give place one star fair food edible note self remember past reviews first impressions 
1.0,place sux sure feeding mini mouse small portions rats rip off 
3.0,since am slowly making way through squirrel hill chinese restaurants next stop how lee first complaint about restaurant way designed restaurant itself surrounded by ground ceiling glass windows doesnt make dining experience comfortable another thing bothered waitresses idly stood by counter stared friends whole time friends deciding what getting three different waitresses went table ask ready order which didnt make sense since standing right front us menu itself very well organized offers authentic chinese food since how lee specializes sichuan style food whole separate section nice thing about sichuan section tell preference spiciness since no tolerance ordered pork belly leeks without any spice pork belly cooked perfectly although disappointed wasnt actually slices pork belly pork fat running through portions huge definitely get moneys worth ended dog bagging leftovers equivalent another meal overall how lee serves authentic chinese food might come back try other dishes didnt replace goto chinese places rose tea everyday noodles 
4.0,very decent food reasonable prices im too used southern chinese food decided northern change im glad tried place most chinese restaurants very extensive menu dont know english names some seafood noodles fish tray spicy sauce dumplings sea cucumber chilli spicy chicken bowl wonton everything good im not sure spotted us southerners compared other northern chinese places less oily salty not busy server made very good effort help us menu selection asked less spicy food very distinct northern chinese flavor would come again sure fish tray thing sea cucumber which made bill bit expensive just get normal stuff dining incredibly affordable apparently place cater many needs extensive menu 
1.0,really excited come try place normally eat goong koran bbq next door time decided try out walked seated cute little booth place pretty empty service started out nice busser brought us waters little apps last time helped by anyone soon after rowdy party came followed by party party got service placed orders before anyone even came back us contemplated leaving figured wed give another minute minute goes by still nothing get up leave head goong next door way out pass server who doesnt say word us least know well get good meal sure goong tonight 
3.0,noodles good everything very bland unseasoned use ton soy saucesirachaect give flavor portions dishes huge which nice especially price overall unimpressed flavor dishes 
5.0,dont know what eat meatless monday heres place ive been coming quite often since has opened spacious excellent service fantastic food great tea isnt noisy most chinese restaurants favebaked turnip puff baked mushrooms tart pan fried lotus cake layered cake nuts rice roll dinner good well everything good ask extra pot chrysanthemum tea mix favorite tea chrysanthemum goes well both green red tea s m l dim sum priced s before weekdays take reservations 
1.0,been many times every time im town never encountered such horrible service since today yes chinese restaurant what will expect right no am not stereotyping chinese restaurants particular one sure worst beats stereotypical chinese joints not just language barrier gees stinky attitude napkins requested since sat down over hour ago response am getting now how hell do expect people keep coming back write positive review last years ive been dining will not coming back again probably dont even green card just saying careful caught adding items never ordered receipts chinese writing cashier will also yell stupidity 
1.0,absolute worse place didnt location would out business hour half get cold food served mgr didnt even balls come over gave off what rookie ihop wanna 
1.0,ive been several times really enjoy food sometimes most time things great then other times food will cooked served completely differently than before things will left out order ive salt pepper shrimp several occasions come cooked pan fried few times which great then deep fried tempura type batter completely different taste other times which absolutely awful ive ordered chicken katsu curry bowl several times has always been served curry side separate bowl until today which leads purpose review today received bowl just little bit curry already top chicken nowhere near amount comes bowl served side usually get chicken top dry potatoes dry carrots dry rice after few awesome bites clear rest bowl going need more curry asked one girls front could get just little bit more rest dish she pulled up information register told would additional shocked considering only asking little bit more felt been shorted begin dug around bag see any change didnt told her completely willing pay except minimum cards her response very sweet smile oh sorry no other options went back table took few more bites throw rest away quality taste food would give stars when get right course really do food place always busy just no guarantee ill get same thing inconsistencies would give star refusing give tablespoons curry could not meet minimum purchase requirement give hardcore stars firm statement lost business forever will find some place else disappointing ill really miss soups 
5.0,culinary art meets cubism ultimate restaurant experience greetings door ambiance staff course multicourse dinner menu food experimental trendy side am sure no one ever left wishing different experience starts aperitif drinks followed by soup youve never ever tasted then superb salad topped off by main course then finished outstanding desert which not found anywhere very expensive place dinner three why came first place 
4.0,food solid chinese food decent price well sized portions dont skimp toppings either service fast 
5.0,best chicken wontons ever stopped whim last weekend raining hungry werent sure first just seat counter order just stand by door wait just seat yourself started off chicken wontons which fanfreakingtastic wish more filling though both ordered garlic chicken extra spicywow spicy indeed often times well ask something hot thai hot medium best werent messing around would suggest ordering medium going dont want over top hot served rice cucumberstomatoes side loved side raw veggies best asian food ive quite sometime well definitely back 
4.0,really good food really really fast good choice standard chinese south charlotte area full bar open lunch 
5.0,family went searching amazing food spot ane place low cost still able high quality food has exceeded wildest dreams resturaunt welcoming staff even more mama papa lee owners kind made atmosphere wonderful highly suggest location looking asian fusion food 
2.0,love going pf changswe special occasions days offi always order changs spicy chicken lettuce wrapsmy daughters took mothers dayit not best experience time went one by green valley ranchour waiter started out take order very perky nice smile very friendlythen went downhilli never got hot tea when brought food nobody table anything eat withi also didnt fact brought food first before daughters soup her entreei also asked extra sauce lettuce wraps put rice also never camei even asked worker walking by fork eat he never came backfinally got manager he helped usour waiter apologized us when he finally came outhe he doing something officeyou know could went lot other places chose herealso later evening not busythings started die downmy spicy chicken good usual lettuce wraps not good usualthey gave us hot tea free scoop ice cream mebig dealthey could comped meal next time will one paradise 
4.0,one favorite chinese restaurant vegas recently came husband absolutely loved everything food also comes soup free charge ordered sweet sour chicken veggies stir fried noodles grew up working parents chinese restaurant say kj kitchen one top chinese places vegas yet find star place 
2.0,am sorry give such low rating used favorite place not now stopped late lunch very disappointed although restaurant empty service awful sat bar cant even put into words lack service dirty plates remained unmoved bartender completely inattentive entire experience awful will probably put never again list 
4.0,went following las vegas half marathon wasnt sure what expect place listed dim sum place pm sunday night operate only chinese restaurant noodles fried rice no carts shanghai noodles delicious just finished half marathon everything tasted even better also plate chinese sausage fried rice good good id again try dim sum late night fried rice snack place 
4.0,mom decided grab dinner after shopping ikea nearby decor very modern clean restaurant decent size food fairly authentic served more hip setting mom both really enjoyed food menu fairly extensive service average prices fair think nice option want kind cuisine southwest without having venture chinatownspring mountain rd 
1.0,seriously what happened place use care about business dirty dining room homeless drunks out front arguing panhandling not sure whos running place need better management 
5.0,dr wells patient kind doctor lots knowledge nurse sarah very kind knowledgeable well am happy ten year old son being seen by dr wells will taking myself other children well 
4.0,love gimmie roast duck bbq pork rice plate im good been several times always busy good reason food damn good well priced did say good easy access location has great menu many many options almost too many times thumbs up 
5.0,damn chinese friends took didnt even look menu everything ordered ahmazing seriously killed everything table love pea shoots just stirfried garlic soy sauce one time favorite dishes love dan dan noodles think handsdown best place las vegas serves dan dan noodles ive tried dish new york waaaay better dont each much carbs f cant resist dish also ordered sour spicy white fish soup hit spot mapo tofu also point omg also pork dish dream about thinly sliced pork belly drenched salty sweet spicey sauce over lightly blanched bean sprouts sauce seriously saved some fridge right now prepared spicey food good come back after week didnt try hot pot just ordered menu not sure about experience note dont expect amazing service theyre foreign speak limited english who cares just point wave youll good want something speak up use words even though might not understand lol 
5.0,hunan chicken amazing fried chicken mixed chinese cuisine couldnt eat everything unfortunately large portions food excellent not something wouldve gone werent recommendations glad am always up try new things excellent 
5.0,love first bite dumplings best hadsucculent juicy packed delicious flavor not scallion pancakes before tonightthey savory make long more 
5.0,amazing chicken wonton nachos tom kha firecracker chicken top notch service great food fast must try copper ale house microbrew 
5.0,while selection isnt huge what perfect selection very very good shocked quality lo mein terrific actually texture instead being greasy mess most buffets restaurants staff extremely nice recommend dining interested chinese buffet has great quality food chicken dishes great veggies excellent too did not try fish though looked good well price buffet ridiculously low too dont let price buffet size fool youll more than happy what 
1.0,ordered fruit waffle ice cream which mediocre best nothing special about taste presentation just fresh fruit ice cream placed beside waffles service nonexistent even though restaurant almost empty waited half hour order come glasses never refilled asked bill times still ended up going up pay 
5.0,im dumpling fanatic love dumpling craze happening montreals chinatown each restaurant has different style decided dumpling hopping try tried curry beef onion fried dumplings shirmp pork coriander soup dumplings two things note youre american coriander cilantro not dried coriander seeds actual chinese parsley green leafy veggie soup dumpling just means boiled dumplings most time except qing hau curry beef good has such good kick really didnt need dip any sauce shirmp pork coriander soup dumplings fan fave makes think why dont put more coriandercilantro cooking 
5.0,whoever panda express better haha fact panda express shows dont know chinese food america place super friendly food amazing one best ive ever always fresh would highly recommend 
5.0,amazing indian food excellent service owner run managed great little spot indian food toronto highly recommend 
1.0,appalled service just received only written other review redownloaded yelp app just tell people about horrible way just treated am currently no carb diet initially appreciated options opted veggie lunch special since included soupsalad veggies website open took lunch break time after arriving turns out actually dont open till fine ill wait min ordered food after receiving food got car realized didnt give requested spicy mustard soupsalad comes lunch specials back lunch break about over now get items told soupsalad dine only not take out ok not mentioned online wouldve gotten lettuce wraps something else instead just eating worth veggies response oh well how ok well give least some soup false advertising course not manager isnt would refund returned food ok no time get anything else eat now please get money back since only eat actual food got no theyd give lol dollar manager wasnt speak withit comes down keep customer do what takes fault not having accurate info website twice wont make right talking about youre looking spend cup vegetables place 
1.0,staff rude minutes first drink far off game trying make customers feel welcome might last trip did not get better 
5.0,awesome hot sour soup ive got back soon sweet sour chicken good too soup killer put some face 
2.0,poor service food wasnt very fulfilling sushi rice used okay best very slow service considering table friends waited nearly hour food even then orders werent finished four small orders insulting japanese cuisine sushi culinary art whole 
1.0,house gourmet about twice month last years food decent love tofu sizzling hot plate cheung fun many other dishes review customer service ordered dishes yesterday one kinds bbq chose duck soya chicken when plate arrived one chicken leg just leg not thigh attached breast bone duck skin no meat called waitress over told her unacceptable she would talk manger already eaten one piece duck managerowner argued minutes us while food getting cold she told us some people just bones skin really when order meat think want meat she also she couldnt sell again ate one piece ewwwwee would actually sell again didnt give up told her customer service about making clientele happy spend her restaurant do food come often spend least visit her count bbq dish not acceptable record im not cheap would pay dish count good looked left overs she finally relented gave us soya chicken breast duck breast next time dont order dish lol wont next time she kept touching shoulder over over again each stupid point she made creepy she actually balls say she did us she would do everyone else complained dumbfounded response waitress also told us wrong very disappointing since do going alas no more us 
1.0,do not call by phone wont answer two occasions ive spent minutes waiting one person answering phones bagging placing orders ill bringing business elsewhere used weekly either need staff front more people figure out another solution no reason why one person should do work themselves 
4.0,just average panda express location convenient has plenty open tables since shares area subway some other stores food much cheaper just want some quick food fast service however really hungry better across street spend just about same amount money monte carlo buffett more food variety 
4.0,compared noodle shops austin texas china authentic fresh tried knife cut noodles brisket soup chow mein both excellent condiments soup added flavor will return 
4.0,excellent dim sum courteous service will definitely return next time town 
5.0,husband love boat tonightnot only beautiful huge variety different rolls different kind sashimi love coming waitress incredible very attentive us 
1.0,hours not specified flight landed got panda express by no later than already packed up closed yelp hours stated should open till pm tuesday night 
1.0,just moved vegas friend boyfriend decided dimsum found place yelp seats empty maybe people less ordered pork shumai also ordered beef ball shumai actually good very tasty when tried beef ball tastes nasty been out more than hour taste really couldnt explain details taste wood mold mix taste ate whole thing just keep dipping soy sauce unfortunately didnt work leave two pieces mini steamer bowl asked lady she has dora hair cut she take back she sorry u order cant do anything super disappointed really really gross told boyfriend will first last didnt left any tip coz disgusted she very rude us very beginning 
5.0,family been going years owner always smiling welcoming food never fails highly recommend chicken salad special 
5.0,found place when trying any chinese place near by sweet sour pork best people should try sweet sour pork 
3.0,looking forward trying newly renamed tspot tasty bowl hot pot sadly didnt meet expectations blueberry boba tea great service alright pretty decor experience nice perhaps better suited smaller party two after figuring out menu concept chose couple types meat veggies noodles two types broth meat lacking flavor barely difference between two different broths not nearly spicy enough once cooked portions small bill received nearly too much littlethe meal left wallet stomach empty 
4.0,everytime come keungs delight always order tiger shrimp fried rice far best fried rice ever ate comes big bamboo steaming tray wrapped giant leaf dishes offered reasonnable price tips hurry dont evening gets bit busy might lineups also only accept cash debit no credit card 
4.0,osha great thai restaurant food excellent will make want come back time after time atmosphere ok definetely know how make great thai food plus employees very nice prices good too highly recommend osha 
5.0,went fremont street starving walked first available eatery happend one greatest food experiences lives chinese cuisine server hilarious very friendly outgoing food itself more than enough keep coming back very large portions every morsel tantalizing delight loved highly recommend hopefully tacos pizza will good chinese food next time come vegas ps no veggies vegas 
1.0,know place not doing well when offer deals too good true free eggroll yelp checkin buy one get one free drink paid less than ended up drinks box eggroll service disgusted by rude servers seemed nice first soon saw checkin yelp kept demanding write review no sat down one sticky nasty table then yelled out write review need see when went counter pick up order snatched phone hands started scrolling through yelp profile where review didnt write omg no why first no right touch belonging second invasion privacy looking through phone am done trashy unprofessional employees fooddrinks dont know what vegetable eggroll made out inedible straight trash boba milk tea did mistake sugar milk tea perhaps added whole bag sugar milk tea didnt write review either way could not drink went home dumped half milk tea added water finally able drink took sip then went straight trash boba disgusting mush absolutely no flavor chew conclusion never again avoid cost 
1.0,worse food ever ordered minced pork over rice 滷肉飯）they gave big chunky pork stew one bowl rice other bowl ordered minced pork minced pork should rice not separate bowl want authentic chinese food should somewhere else dont know how got good reviews probably relatives friends am la tricked by those fake reviews advice walk into chinese restaurant should leave immediately isnt first chinese restaurant bad food other one porridge side dishes restaurant 清粥小菜）located china town plaza 
4.0,honnêtement javais envie de donner étoiles mais faut dire que cest bruyant comme endroit dirait presque une cafétéria mais pour ce qui est du service et de la soupe wontong pcq cest ce que je mange cest franchement parfait jy reviendrai 
5.0,boba fat dumpling amazing perfect texture drinks perfect consistency look forward next visit try food 
4.0,trickiest part chinesemexican fusion idea much chinese dishes sound interesting hold back temptation just get tacos open up mind tastebuds eat real chinese person aka not say eww everything came three times twice im going ignore when anything edible good part after hearing good things about place friend decently priced meal ended up getting beijing glass which cellophane noodle salad looks bibimbap side order viva china taco raw oyster taco noodle basically disappointment bland took too much work chew pick up taco however packed various tastes textures soft taco shell thin crispy beef tendon piece kumamoto oyster sweeter end not meaty good bite surf turf came back another time only got tacos split siu mai sampler back viva china discovered new favorite silencio duck tongue lychee sweet savory pancita al pastor pork belly pineapple pork belly one tender not too memorable those who hesitating try silencio eat lengua just more chewy texture sauce similar one eat peking duck lychee just refreshing component throw taste buds out box fusion does work when comes asiany tacos yes tacos pricey how often do find some fascinating combination ingredients siu mai sampler disappointment dumplings fairly small traditional one wasnt even good local dim sum restaurants best one scallop thrill enjoyment good dumplings wasnt just luck called menu 
3.0,place has surprisingly lot cheap eats peanut sauce noodles only also deep fried wontons crazy deep fried buns good deal too tried pork chives steamed dumplings which left out order reorder not good dumpling skin thick pork filling dry also got chicken pot filled bones sauce slightly sour yet salty looked suppose spicy isnt also stir fry clams did not taste stir fried tasted boiled then added red sauce top which looked very red spicy actually sour weird tasting well favourite dish deep fried salt pepper tofu crispy lightly flavored 
3.0,love place cause really enjoy beef don get enough beef time when went rice under cooked some rice little hard centre when went assigned table some leftover food previous customers cleaning better even though cleaned table right away cleanness should something very important restaurant 
1.0,am huge fan peiwei last night first last visit metrocenter location phoenix sad say will never back mongolian beef chewy very small portion meat buying regular size birthday dinner didnt even arrive until around after long day just going choke down then decided no birthday dinner need speak up when went tell server about issue she she would need tell her manager walked up manager no name tag didnt get his name looked visibly agitated told theres nothing he do about now bc kitchen closed after baffled expression he asked want refund sure would great he physically pounding his finger cash register computer screen tried times get refund he angrily he would need call his manager would few minutes walked back table he did come up offer peiwei gift card bc he still couldnt figure out refund nice quite honestly put damper bday dinner decided take high road respond his rudeness kindness would say location certainly needs some training customer service satisfaction arrowhead location always courteous accommodating think will take business instead 
5.0,come dim sum arrived fairly busy full asian families taking time enjoying themselves ambience clean well lit noisy most dim sum places open kitchen which somewhat unusual good thing price ordered item b items plus tsin dao beers total lunch service funny start when tried make take menu im only part asian guess wanted make order ala carte food after good hostess seated right away food carts rotate quickly consistently hardly finished each plate whisked away busboy offered second beverage before ask anyone another food excellent selection sorted by food types baked fried goods steamed goods large sides fried rice dessert fresh beverage pork shui mai good flavor slightly chewy typical chicken texture bbq pork bun baked char sui bao perfect bun texture flavor tasty glaze coating hands will get sticky stuffing bbq pork tasty pork dumpling gau style not pot sticker must great crispy dough contrasts lightly chewy stuffing lightly sweet flavor delicate delicious char sui bao steamed great flavor dough wasnt favorite stick baked ones shrimp dumpling har gau good sized value sticky wrapper delicately spiced shrimp filling each one must least two shrimps didnt try fried rice dessert cart fresh juice cart soup beverage also paraded around asparagus plate looked smelled wonderful too full pleasantly surprised by quality value place would recommend im picky about dim sum place does decent job everything tried better than average baked bbq pork bun ha gau 
5.0,very inexpensive place food tremendous sushi lover dont spend lot money definitely recommend ta ta sushi chefs also very nice made conversation extremely friendly also made sure satisfied asked needed anything additional very great place allaround such low price 
5.0,havent any good chinese food while thank baby jesus found place definitely going back close work lunch specials awesome entree rice vegetable roll staff nice food came out super fast also vegas rolls which delicious 
5.0,best kosher restaurant las vegas wonderful food excellent service would not dine anywhere else 
2.0,went back second time unfortunately very disappointed general tso chicken fatty overcooked noodles very tasty almost half consisted onions spring roll okay seemed entirely shredded cabbage no other veggies ended up throwing half meal out 
2.0,absolutely nothing write home about service very friendly oh painfully slow claimed delay food appetizer then appetizer came out room temperature when really needed hot ramenwell lets just say looks just what get grocery store 
2.0,got takeout other night after several years away heard good things online things looked promising menu restaurant much improved what remembered really disappointed food got some various tofu dishes which almost wholly celery onions pepper weak no flavor hot sour soup no kick just mediocre stuff prices reasonable least 
3.0,came try tong sui which consisted sweet ginger soup base sweet yam sweet yam mochisdumplings soup base pretty good love ginger type desserts pretty spicy dessert what didnt amount sweet yam too much just started get really heavy continued having based dessert alone wasnt very impressed baked goods before those decent place also nice cozy ill coming back eventually just not dessert 
4.0,periodicly everybody else says good portions tasty college aged kids know where find large portioned foods oakland dah love having statue jesus pic dining room blessing food same cashier always think he lives behind counter 
1.0,could rate place stars would food overly greasy microwaved bland rice noodles add drop soup chicken excessively breaded daughter professional chef over years credit diss place not only food terrible customer service no wonder empty maybe cashier just racist vegetables uncooked when asked cook she should tell before ask why should ask when should already been cooked anything she should asked us weve never been before how would know then took plate threw wok didnt really cook tossed back container making mess then tried even more greasy still not cooked tried return ask something else she got attitude yelling us saying ask cooked food then insulting us cantonese her coworkers forget food give us money back then she yelled us some more oh want money back why dont just get other food money huh she unnecessarily rude point small argument im disappointed restaurant must hired people give stars theyre not worth revolting food service dont waste money time panda express better than shit 
