,Event,Location,Date Reported,Incident/Case#,Date Occurred,Time Occurred,Summary:,Disposition:
921,Petty Theft,Stephen Birch Aquarium,12/16/2015,2015‐1732,11/13/2015‐11/21/2015,7:36 PM‐8:00 AM,"Unknown suspect(s) stole laptop computers and cell phones, loss $7,267.00",Report Taken
922,Illegal Camping,Leichtag Biomedical Building,12/16/2015,1512160023,12/16/2015,8:47 AM,,Checks OK
923,Information,Argo Hall,12/16/2015,1512160038,12/16/2015,4:42 PM,Mural being painted,Information Only
924,Noise Disturbance,North Mesa Apartments,12/16/2015,1512160039,12/16/2015,4:43 PM,Group of juveniles making noise,Gone On Arrival
925,Suicide Attempt,La Jolla Shores Dr/North Torrey Pines Rd,12/16/2015,1512160043,12/16/2015,7:05 PM,,Field Interview
926,Security Alarm,Price Center,12/16/2015,1512160049,12/16/2015,9:35 PM,,False Alarm
927,Security Alarm,UCTR 201,12/16/2015,1512160050,12/16/2015,10:05 PM,,False Alarm
928,Citizen Contact,Geisel Library,12/28/2015,152280002,12/28/2015,12:52 AM,Three subjects near Dr. Seuss statue,Checks OK
929,Suspicious Vehicle,Gilman Dr/La Jolla Village Dr,12/28/2015,1512280015,12/28/2015,10:24 AM,,Unable To Locate
930,Information,Rebecca & John Moores Cancer Center,12/28/2015,1512280018,12/28/2015,12:08 PM,Female patient in respiratory distress,Transferred To Other Agency ‐ San Diego Fire Department
931,Citizen Contact,Canyonview Pool,12/28/2015,1512280019,12/28/2015,12:20 PM,Group of people,Checks OK
932,Citizen Flagdown,Rupertus Wy/Russell Ln,12/28/2015,1512280020,12/28/2015,12:24 PM,,Checks OK
933,Fire Alarm,Geisel Library,12/28/2015,1512280021,12/28/2015,12:42 PM,Caused by construction,Checks OK
934,Suspicious Vehicle,Center Hall,12/28/2015,1512280024,12/28/2015,2:09 PM,,Checks OK
935,Suspicious Vehicle,Lot 002,12/28/2015,1512280030,12/28/2015,10:53 PM,,Field Interview
936,Citizen Contact,Regents Rd,12/28/2015,1512280031,12/28/2015,11:04 PM,"Disabled vehicle being hooked up by tow truck, facing wrong way",Checks OK
937,Suspicious Person,Preuss School,12/10/2015,1512100001,12/10/2015,12:45 AM,,Field Interview
938,Noise Disturbance,Argo Hall,12/10/2015,1512100002,12/10/2015,1:13 AM,Loud music,Quiet On Arrival
939,Quiet Hours Contact,Tenaya Hall,12/10/2015,1512100004,12/10/2015,4:46 AM,,Will Cooperate
940,Fire Alarm,South Mesa Apartments,12/10/2015,1512100012,12/10/2015,7:39 AM,Burnt food,Checks OK
941,Non Injury Collision,Campus Services Complex Building F,12/10/2015,2015‐1701,12/10/2015,9:32 AM,UC vehicle vs. vendor vehicle,Report Taken
942,Welfare Check,Lot 413,12/10/2015,1512100024,12/10/2015,11:30 AM,Unattended toddler inside vehicle,Gone On Arrival
943,Medical Aid,Torrey Pines Center South,12/10/2015,1512100026,12/10/2015,11:47 AM,Adult male holding chest and can't speak,Transported To Hospital
944,Hit & Run ‐ No Injuries,VA Hospital,12/10/2015,1512100035,12/10/2015,1:50 PM,Involved parties exchanged information,Service Provided
945,Welfare Check,Goody's,12/10/2015,1512100040,12/10/2015,2:09 PM,"Report of young female who looked like she was going to faint, could not speak for herself, adult male picked her up and said everything was fine and he was taking female to hospital",Unable To Locate
946,Injury,Laurel,12/10/2015,2015‐1703,12/10/2015,2:18 PM,"Adult female fell down steep walkway and injured hand, no medics wanted",Report Taken
947,Citizen Contact,Student Services Center,12/10/2015,2015‐1704,Unknown,Unknown,Reporting party wants to report two suspicious person incidents that occurred a week ago,Report Taken
948,Missing Person,Galbraith Hall,12/10/2015,2015‐1705,12/10/2015,4:05 PM,"Reporting party received threat of suicide from friend, RP has been unable to make contact with friend since that time",Report Taken/Referred To Other Agency ‐ San Diego Police Department
949,Non Injury Collision,Scholars Dr South/Gilman Dr,12/10/2015,2015‐1706,12/10/2015,4:22 PM,UC cart vs. personal vehicle,Report Taken
950,Petty Theft,"Calle Caballeros, San Diego, CA",12/10/2015,1512100048,12/10/2015,5:04 PM,,Information Only
951,Reckless Driving,Lot 705,12/10/2015,1512100054,12/10/2015,8:14 PM,Report of tow truck driving recklessly around cars inside parking lot,Field Interview
952,Illegal Parking,Scholars Dr North/North Point Dr,12/10/2015,1512100057,12/10/2015,9:32 PM,,Cited
953,DUI,"Regents Rd/Mahaila Ave, La Jolla, CA",12/10/2015,2015‐1707,12/10/2015,10:30 PM,,Closed By Adult Arrest
954,Suspicious Person,South Mesa Apartment,12/10/2015,1512100065,12/10/2015,11:12 PM,,Gone On Arrival
955,Petty Theft,I‐House‐Kathmandu Laundry Room,12/10/2015,2015‐1702,12/9/2015‐12/10/2015,12:00 AM‐1:00 AM,"Unknown suspect stole victim's laundry from dryer, loss $109.00",Online Report
956,Petty Theft ‐ Bicycle,Skaggs School of Pharmacy,12/10/2015,2015‐1708,12/7/2015,8:15 AM‐11:30 AM,Loss $250.00,Online Report
957,Welfare Check,Thornton Hospital,12/25/2015,1512250004,12/25/2015,1:48 AM,"Subject told not to drive due to being heavily medicated, but still drove off on Genesee towards I‐5 freeway",Unable To Locate
959,Welfare Check,Lot 604,12/25/2015,2015‐1747,12/25/2015,10:40 AM,Public Intoxication; report of male slumped over inside vehicle on passenger side with loud music playing,Transported To Detox
960,Suspicious Person,Villa La Jolla Dr/VA Hospital,12/25/2015,1512250010,12/25/2015,1:15 PM,,Field Interview
961,Information,Applied Physics & Math,12/25/2015,1512250014,12/25/2015,5:33 PM,"Doors have sign stating doors will be locked for the break, but they are unlocked",Referred To Other UCSD Department
962,Information,Applied Physics & Math,12/31/2015,1512310002,12/31/2015,4:11 AM,"Per CSO, attic door open",Referred To Other UCSD Department
963,Attempted Auto Theft/ Vehicle Burglary,La Jolla Del Sol Apartments,12/31/2015,2015‐1756,12/30/2015‐12/31/2015,9:00 PM‐6:50 AM,"Unknown suspects(s) attempted to steal victims vehicle by causing heavy damage to ignition, suspects also stole miscellaneous car parts/accessories, damage $1550.00, loss $750.00",Report Taken
964,Ticket Sign Off,Supercomputer Center,12/31/2015,1512310016,12/31/2015,11:56 AM,,Information Only
965,Security Alarm,Dean's Office,12/31/2015,1512310026,12/31/2015,3:09 PM,,False Alarm
966,Illegal Camping,Lot 352,12/31/2015,1512310033,12/31/2015,5:18 PM,,Checks OK
967,Ticket Sign Off,UCSD Police Department,12/31/2015,1512310034,12/31/2015,5:39 PM,,Service Provided
968,Citizen Flagdown,Muir Apartments,12/31/2015,1512310036,12/31/2015,6:23 PM,Parents looking for student,Service Provided
969,Suspicious Person,Price Center,12/7/2015,1512070001,12/7/2015,12:05 AM,,Checks OK
970,Citizen Contact,Lot 104,12/7/2015,1512070003,12/7/2015,12:35 AM,Smoking contact,Information Only
971,Information,Marshall Apartments East,12/7/2015,1512070008,12/7/2015,1:21 AM,"Coyote seen walking around in area, not being aggressive",Information Only
972,Citizen Contact,North Point Dr/Scholars Dr North,12/7/2015,1512070011,12/7/2015,1:54 AM,Smoking contact,Checks OK
973,Person Down,Gilman Dr/Myers Dr,12/7/2015,1512070026,12/7/2015,9:14 AM,,Field Interview
974,Lost Property,Blacks Beach Gate,12/7/2015,1512070029,12/7/2015,10:09 AM,Found key,Information Only
975,Medical Aid,Stephen Birch Aquarium,12/7/2015,1512070032,12/7/2015,12:02 PM,Juvenile male pale and vomiting,Transported To Hospital
976,Illegal Parking,Blacks Beach Gate,12/7/2015,1512070042,12/7/2015,4:23 PM,,Checks OK
977,Citizen Flagdown,Mobil Station,12/7/2015,1512070043,12/7/2015,5:50 PM,,Information Only
978,Skateboard Stop,Sverdrup Hall,12/7/2015,1512070047,12/7/2015,6:29 PM,,Field Interview
979,Medical Aid,Rebecca & John Moores Cancer Center,12/7/2015,1512070050,12/7/2015,7:23 PM,Male patient experiencing respiratory problems,Referred To Other Agency
980,Information,Villa La Jolla Dr/La Jolla Village Dr,12/7/2015,1512070051,12/7/2015,7:58 PM,"Per San Diego Police, report of ex‐boyfriend stealing victim's wallet and walking towards Nobel Dr",Unable To Locate
982,Domestic Violence,Price Center,12/7/2015,2015‐1685,12/7/2015,10:08 PM,Victim reported that his ex‐girlfriend struck him in the face during an argument and was following him as he attempted to leave,
983,Petty Theft ‐ Bicycle,64 Degrees,12/7/2015,2015‐1686,12/4/2015,5:40 PM,Loss $400.00,Online Report
984,Welfare Check,Voigt Dr/Scripps,12/22/2015,1512220001,12/22/2015,12:02 AM,"Adult male fell out of wheelchair, conscious and breathing",Service Provided
985,Gas/Water/Sewer Leak,Regents Rd,12/22/2015,1512220008,12/22/2015,7:21 AM,Odor of natural gas outside laundry room,Referred To Other UCSD Department
986,Fire Alarm,Geisel Library,12/22/2015,1512220009,12/22/2015,7:21 AM,Smoke detector set off by custodian,False Alarm
987,Suspicious Vehicle,UCSD Police Department,12/22/2015,1512220021,12/22/2015,9:45 AM,,Checks OK
988,Medical Aid,Voigt Dr/Lot 702 ‐ Bus Stop,12/22/2015,1512220025,12/22/2015,11:51 AM,Older adult male feels like he wants to vomit,Field Interview
989,Illegal Parking,Lot 704,12/22/2015,1512220027,12/22/2015,12:17 PM,,Cited
990,Fire Alarm,1 Miramar Building 4,12/22/2015,1512220029,12/22/2015,1:10 PM,,False Alarm
991,Welfare Check,Preuss School,12/22/2015,1512220030,12/22/2015,1:28 PM,Adult male yelling help me,Unable To Locate
992,Suspicious Person,UCTR 111A,12/22/2015,1512220034,12/22/2015,2:35 PM,,Unable To Locate
993,Suspicious Person,Biomedical Sciences Building,12/22/2015,1512220042,12/22/2015,9:31 PM,,Unable To Locate
994,Security Alarm,UCTR,12/22/2015,1512220043,12/22/2015,10:27 PM,,False Alarm
995,Security Alarm,Laurel,12/22/2015,1512220044,12/22/2015,11:24 PM,,Cancelled
996,Alcohol Contact,Mesa Verde Hall,12/22/2015,1512220046,12/22/2015,11:52 PM,,RSO Report Taken
997,Security Alarm,Geisel Library,12/17/2015,1512170002,12/17/2015,4:08 AM,,False Alarm
998,Security Alarm,Pangea Parking Structure,12/17/2015,1512170005,12/17/2015,5:09 AM,,False Alarm
999,Suspicious Person,Leichtag Biomedical Building,12/17/2015,1512170019,12/17/2015,8:37 AM,,Gone On Arrival
1000,Suspicious Person,Torrey Pines Center North,12/17/2015,1512170020,12/17/2015,9:14 AM,,Gone On Arrival
1001,Information,VA Hospital,12/17/2015,1512170027,12/17/2015,10:37 AM,Stalled motorist blocking #2 lane,Information Only
1002,Gas/Water/Sewer Leak,Goody's,12/17/2015,1512170040,12/17/2015,6:51 PM,Faint odor of natural gas,Referred To Other Department
1003,Suspicious Package,La Jolla Del Sol Apartments,12/17/2015,1512170041,12/17/2015,7:10 PM,,Checks OK
1004,Burglary To Vehicle,Pangea Parking Structure,12/17/2015,1512170047,12/17/2015,9:06 PM,"Victim currently out of state, will make report at later time",Information Only
1005,Fire Alarm,South Mesa Apartments,12/17/2015,1512170050,12/17/2015,9:50 PM,No fire or smoke,Referred To Other Department
1006,Burglary ‐ Hot Prowl,North Mesa Apartments,12/17/2015,1512170051,12/17/2015,9:55 PM,"Reporting party heard noise and saw adult male going through items on porch, subject ran off when he saw RP",Unable To Locate
1007,Battery,Goody's,12/17/2015,1512170053,11/19/2015,2:50 PM,Report of unknown man touching victim's face and kissing her without her permission,Report Taken
1008,Welfare Check,UCSD Campus Services Complex Building G,12/17/2015,1512170059,12/17/2015,11:39 PM,Male at location requesting medics,Field Interview
1009,Suspicious Person,Scholars Dr South,12/17/2015,1512170060,12/17/2015,11:44 PM,Male sleeping at bus stop,Cancelled
1010,Citizen Contact,Faculty Club,12/1/2015,1512010001,12/1/2015,12:03 AM,Large group,Checks OK
1011,Noise Disturbance,Marshall Apartments East,12/1/2015,1512010004,12/1/2015,1:26 AM,Loud music,Quiet On Arrival
1012,Marijuana Contact,Marshall Apartments West,12/1/2015,1512010006,12/1/2015,2:00 AM,"Odor of marijuana, residents also being loud",Quiet On Arrival
1013,Vandalism,Biomedical Sciences Building,12/1/2015,2015‐1658,12/1/2015,5:27 AM,"Unknown suspect(s) used unknown tool/object to brake door handle, damage $100.00",Report Taken
1014,Bicyclist Stop,Health Sciences Dr/Athena Circle,12/1/2015,1512010015,12/1/205,7:31 AM,,Verbal Warning Issued
1015,Illegal Parking,Coast Apartments,12/1/2015,1512010023,12/1/2015,9:06 AM,,Cited
1016,Petty Theft ‐ Bicycle,York Hall,12/1/2015,2015‐1660,12/1/2015,9:53 AM,Loss $500.00,Report Taken
1017,Information,Biomedical Sciences Building,12/1/2015,2015‐1661,12/1/2015,11:32 AM,Report of verbal confrontation between two male employees,Report Taken
1018,Suspicious Person,Canyon Vista,12/1/2015,1512010036,12/1/2015,12:08 PM,,Field Interview
1019,Bicyclist Stop,Lot 401,12/1/2015,1512010039,12/1/2015,12:30 PM,,Written Warning Issued
1020,Medical Aid,Applied Physics & Mathematics,12/1/2015,1512010040,12/1/2015,12:48 PM,Adult male feeling faint after a procedure at Student Health,Medical Transportation Refused
1021,Suspicious Person,VA Hospital,12/1/2015,1512010041,12/1/2015,2:00 PM,,Checks OK
1022,Disturbance ‐ Domestic Violence,Voigt Dr/Justice Ln,12/1/2015,1512010042,12/1/2015,2:11 PM,"Report of female who keeps trying to walk away, verbal argument only",Field Interview
1023,Disturbance ‐ Argument,North Torrey Pines Rd/North Point Dr,12/1/2015,1512010043,12/1/2015,2:30 PM,,Checks OK
1024,Security Alarm,Engineering Building Unit 3A,12/1/2015,1512010051,12/1/2015,6:16 PM,,False Alarm
1025,Citizen Contact,UCSD Police Department,12/1/2015,1512010054,12/1/2015,10:31 PM,Directions needed,Service Provided
1026,Residential Contact,Kathmandu House,11/22/2015,SC# 01763‐2015,11/21/2015,10:15 PM,"RA's contacted residence for loud music, upon contact RA's found alcohol and several students attempted to leave out back door to avoid contact",Referred To Student Conduct
1027,Non‐Academic Misconduct,The Pines,12/1/2015,SC# 01786‐2015,11/20/2015,9:05 AM,Student attempted to leave without paying for beverage,Referred To Student Conduct
1028,Suspicious Vehicle,Lot 206,12/29/2015,1512290007,12/29/2015,8:26 AM,,Checks OK
1029,Citizen Contact,North Mesa Apartments,12/29/2015,1512290008,12/29/2015,8:39 AM,Reporting party found smoke pipe during move out inspection,Service Provided
1030,Suspicious Vehicle,Lot 357,12/29/2015,1512290016,12/29/2015,9:29 AM,,Checks OK
1031,Citizen Flagdown,Rady School Of Management,12/29/2015,1512290017,12/29/2015,9:32 AM,,Service Provided
1032,Gas/Water/Sewer Leak,Medical Teaching Facility,12/29/2015,1512290031,12/29/2015,1:25 PM,Nitrogen tank leaking in loading dock,Referred To Other UCSD Department
1033,Security Alarm,Chancellor House,12/29/2015,1512290032,12/29/2015,1:29 PM,,False Alarm
1034,Fire Alarm,Argo Hall,12/29/2015,1512290034,12/29/2015,1:47 PM,Custodians heat steaming,Checks OK
1035,Bicyclist Stop,Lot 208,12/29/2015,1512290037,12/29/2015,2:52 PM,,Verbal Warning Issued
1036,Security Alarm,SIO Director's Office,12/29/2015,1512290039,12/29/2015,1:11 PM,,Cancelled
1037,Medical Aid,Voigt Dr/Gilman Dr,12/29/2015,1512290049,12/29/2015,7:21 PM,Adult female having trouble breathing,Transported To Hospital
1038,Marijuana Contact,Douglas Hall,12/29/2015,1512290052,12/29/2015,9:07 PM,Odor of marijuana,Unable To Locate
1039,Citizen Flagdown,Biomedical Library,12/29/2015,1512290053,12/29/2015,9:14 PM,,Service Provided
1040,Citizen Contact,The Village West Building 4,12/11/2015,1512110001,12/11/2015,,,Information Only
1041,Alcohol Contact,Tenaya Hall,12/11/2015,1512110003,12/11/2015,12:11 AM,,Service Provided
1042,Trespass,Natatorium,12/11/2015,1512110007,12/11/2015,1:33 AM,Two people in Jacuzzi,Checks OK
1043,Citizen Contact,Geisel Library,12/11/2015,1512110008,12/11/2015,2:00 AM,Smokers outside,Information Only
1044,Disturbance ‐ Domestic Violence,1 Miramar Building 3,12/11/2015,1512110010,12/11/2015,2:39 AM,Report of yelling and shouting and things banging around,Checks OK
1045,Security Alarm,Rebecca & John Moores Cancer Center,12/11/2015,1512110021,12/11/2015,5:26 AM,,Checks OK
1046,Security Alarm,Price Center,12/11/2015,1512110025,12/11/2015,5:56 AM,,False Alarm
1047,Information,North Point Dr/North Torrey Pines Rd,12/11/2015,1512110039,12/11/2015,9:27 AM,Male with three horses walking towards lot 359,Information Only
1048,Tamper With Vehicle,UCSD Police Department,12/11/2015,2015‐1710,Unknown‐12/11/2015,Unknown‐9:40 AM,Missing license plates from UC street sweeper,Report Taken
1049,Tampering With A Vehicle,Café Ventanas,12/11/2015,1512110042,12/11/2015,11:06 AM,"Damage to passenger side window on UC vehicle, determined to be pre‐existing damage",Checks OK
1050,Information,Thornton Hospital,12/11/2015,1512110043,12/11/2015,11:47 AM,Report of sewage spill from hemodialysis in basement,Information Only
1051,Security Alarm,Rebecca & John Moores Cancer Center,12/11/2015,1512110044,12/11/2015,12:10 PM,,False Alarm
1052,Tow Request,Lot 604,12/11/2015,2015‐1711,12/11/2015,1:23 PM,,Vehicle Impounded
1053,Clery Incident Report,Unknown,12/11/2015,1512110049,11/24/2015,Unknown,Report of sexual assault,Information Only
1054,Suspicious Person,Applied Physics & Math,12/11/2015,2015‐1712,12/11/2015,3:01 PM,Non affiliate ignored posted signs and entered computer laboratory and proceeded to eat a computer station table,"Closed By Citation, Adult"
1055,Stolen Vehicle,Lot 208,12/11/2015,2015‐1715,12/10/2051‐12/11/2015,7:00 PM‐3:00 PM,,Report Taken
1056,Vandalism,Hopkins Parking Structure,12/11/2015,2015‐1714,12/11/2015,7:00 AM‐3:00 PM,"Several pay stations vandalized with foam, damage $100.00",Report Taken
1057,Vin Verification,UCSD Police Department,12/11/2015,1512110054,12/11/2015,3:52 PM,,Checks OK
1058,Suspicious Vehicle,Lot 704,12/11/2015,1512110055,12/11/2015,4:17 PM,,Field Interview
1059,Ticket Sign Off,UCSD Police Department,12/11/2015,1512110056,12/11/2015,4:21 PM,,Cancelled
1060,Petty Theft,Argo Hall,12/11/2015,2015‐1713,12/11/2015,4:47 PM,"Miscellaneous items stolen from room, loss $245.00",Report Taken
1061,Hit & Run ‐ No Injuries,Gilman Parking Structure,12/11/2015,1512110059,12/11/2015,5:30 PM,No report wanted,Service Provided
1062,Security Alarm,VC Office of Resource Management,12/11/2015,1512110061,12/11/2015,6:48 PM,,Cancelled
1063,Assist Other Agency,Mobil Station,12/11/2015,1512110067,12/11/2015,8:15 PM,"Per San Diego Police, intoxicated male refusing to leave location",Field Interview
1064,Fire Alarm,Tioga Hall,12/11/2015,1512110069,12/11/2015,8:28 PM,,Referred To Other Department ‐ San Diego Fire Department
1065,Lost Property,La Jolla Del Sol Apartments,12/11/2015,1512110073,12/11/2015,8:55 PM,Found wallet turned into lost and found,Information Only
1066,DUI/Non Injury Collision,North Torrey Pines Rd/Genesee Ave,12/11/2015,2015‐1716,12/11/2015,10:50 PM,,Closed By Adult Arrest
1067,Illegal Parking,Rita Atkinson Residences,12/11/2015,1512110081,12/11/2015,11:29 PM,,Cited
1068,Petty Theft ‐ Bicycle,Coast Apartments,12/11/2015,2015‐1724,12/11/2015,8:20 AM‐5:30 PM,Loss $700.00,Online Report
1069,Grand Theft ‐ Bicycle,EBU II,12/11/2015,2015‐1728,11/9/2015,3:00 PM‐4:30 PM,"Loss $3, 380.00",Online Report
1070,Assist Other Agency,La Jolla Village Dr,12/30/2015,1512300001,12/30/2015,12:15 AM,"Per San Diego Police, reporting party says unknown male knocking on door",Service Provided
1071,Medical Aid,Sixth College Apartments,12/30/2015,1512300003,12/30/2015,2:45 AM,Elderly male complaining of back pain,Field Interview
1072,Non Injury Collision Report,South Mesa Apartments,12/30/2015,2015‐1752,12/30/2015,3:35 AM,"CSO vehicle bumped into another vehicle in parking lot, no dmage",Report Taken
1073,Security Alarm,Dean's Office,12/30/2015,1512300008,12/30/2015,6:44 AM,,False Alarm
1074,Ticket Sign Off,Whole Foods,12/30/2015,1512300015,12/30/2015,8:02 AM,,Service Provided
1075,Collision With Injury,VA Hospital Valet Lot,12/30/2015,2015‐1753,12/30/2015,9:45 AM,"Report of collision in Valet parking, responsible party refused to give information and walked",Report Taken
1076,Skateboard Stop,Sverdrup Hall,12/30/2015,1512300030,12/30/2015,2:03 PM,,Verbal Warning Issued
1077,Security Alarm,Student Services Center,12/30/2015,1512300031,12/30/2015,2:06 PM,,Cancelled
1078,Person Down,Villa La Jolla Dr/VA Hospital,12/30/2015,1512300033,12/30/2015,2:20 PM,,Field Interview
1079,Illegal Camping,Spanos Athletic Training Facility,12/30/2015,1512300037,12/30/2015,3:12 PM,,Information Only
1080,Disturbance ‐ Argument,La Jolla Del Sol Apartments,12/30/2015,2015‐1754,12/30/2015,3:28 PM,Verbal argument between residents during move out,Report Taken
1081,Suspicious Person,64 Degrees,12/30/2015,1512300041,12/30/2015,4:32 PM,,Field Interview
1082,Citizen Contact,Lot 705,12/30/2015,1512300042,12/30/2015,5:18 PM,Someone trying to push cart out into street,Service Provided
1083,Fire Alarm,Hubbs Hall,12/30/2015,1512300044,12/30/2015,7:31 PM,"No signs of smoke or fire per CSO, set off by contractors",Checks OK
1084,Assist Other Agency,Ralphs,12/30/2015,1512300048,12/30/2015,7:56 PM,"Report of petty theft, suspects left in vehicle heading north bound on Villa La Jolla Dr",Gone On Arrival
1085,Lost Property,Applied physics & Math,12/30/2015,1512300051,12/30/2015,9:52 PM,Usecured bicycle,Service Provided
1086,Citizen Contact,Rita Atkinson Residences,12/30/2015,1512300058,12/30/2015,11:27 PM,Smoking contact,Will Cooperate
1087,Suspicious Person,Social Sciences Building,12/24/2015,1512240001,12/24/2015,4:26 AM,,Field Interview
1088,Citizen Contact,La Jolla Del Sol Apartments,12/24/2015,1512240002,12/24/2015,5:29 AM,Smoking contact,Will Cooperate
1089,Suspicious Person,Fireside Lounge,12/24/2015,1512240009,12/24/2015,9:48 AM,,Unable To Locate
1090,Information,Blacks Beach Gate,12/24/2015,1512240016,12/24/2015,10:45 AM,Lock to gate jammed,Referred To Other UCSD Department
1091,Security Alarm,Dean's Office,12/24/2015,1512240020,12/24/2015,11:40 AM,,False Alarm
1092,Information,Rebecca & John Moores Cancer Center,12/24/2015,1512240021,12/24/2015,11:47 AM,Older adult female feeling tired,Referred To Other Agency ‐ San Diego Fire Department
1093,Suspicious Person,Lot 502,12/24/2015,1512240022,12/24/2015,12:22 PM,"Unknown male behaving oddly,, sitting on curb, looking into canyon and jumping up and down",Service Provided
1094,Security Alarm,University House,12/24/2015,1512240026,12/24/2015,2:10 PM,,False Alarm
1095,Fraud,Marshall Res Halls,12/24/2015,2015‐1746,12/4/2015‐12/9/2015,Unknown,Unknown suspect(s) used victim's personal information to obtain credit and purchase merchandise,Report Taken
1096,Illegal Parking,1 Miramar Building 4,12/24/2015,1512240039,12/24/2015,8:59 PM,,Verbal Warning Issued
1097,Suspicious Vehicle,SIO Pier,12/24/2015,1512240044,12/24/2015,11:59 PM,,Gone On Arrival
1098,Noise Disturbance,Asante Hall,2/20/2015,1502200001,2/20/2015,12:00 AM,,Will Cooperate
1099,Citizen Contact,Robinson Complex Building 3,2/20/2015,1502200002,2/20/2015,12:02 AM,Students still inside building after hours,Information Only
1100,Welfare Check,Blake Hall,2/20/2015,1502200003,2/20/2015,12:51 AM,Unknown person screaming obscenities out the window,Unable To Locate
1101,Citizen Contact,North Mesa Apartments,2/20/2015,1502200006,2/20/2015,1:42 AM,Vehicle lights left on,Information Only
1102,Medical Aid,Challenger Hall,2/20/2015,1502200007,2/20/2015,1:48 AM,Adult male accidentally ingested soap and is not feeling well,Subject Transported To Hospital
1103,Suspicious Vehicle,Regents Rd,2/20/2015,1502200008,2/20/2015,2:05 AM,,Field Interview
1104,Suspicious Vehicle,Mesa Childcare Center,2/20/2015,1502200012,2/20/2015,2:28 AM,,Unable To Locate
1105,Suspicious Person,Africa Hall,2/20/2015,2015‐0282,2/20/2015,2:37 AM,"Non affiliate adult male entered unlocked kitchen area and started cooking, and making student feel uncomfortable",Stay Away Order Issued
1106,Welfare Check,The Village West Building 2,2/20/2015,1502200014,2/20/2015,3:18 AM,Resident Advisor reporting roommate came home intoxicated and locked herself inside the restroom and fell asleep,Field Interview
1107,Information Only,La Jolla Scenic Dr North,2/20/2015,1502200029,2/20/2015,8:34 AM,"Suspicious person, inside parked vehicle masturbating",Information Only
1108,Lost Property,UCSD Police Department,2/20/2015,1502200038,2/20/2015,9:57 AM,Found wallet,Information Only
1109,Disturbance ‐ Argument,Mayer Addition,2/20/2015,2015‐0284,2/20/2015,12:38 PM,Non affiliate adult female causing a disturbance with staff members and was asked to leave,Stay Away Order Issued
1110,Collision ‐ No Injuries,Lot 017,2/20/2015,2015‐0285,2/20/2015,1:01 PM,,Report Taken
1111,Suicide Attempt,North Point Dr/Scholars Dr North,2/20/2015,1502200057,2/20/2015,2:28 PM,"Per parking, mother in concerned because daughter made suicidal threats",Checks OK
1112,Welfare Check,CAL It2,2/20/2015,1502200065,2/20/2015,5:48 PM,,Cancelled Before Dispatched
1113,Disturbance,Marine Ecosystem Sensing,2/20/2015,1502200066,2/20/2015,6:51 PM,Group of skaters doing down the hill and being uncooperative with CSO,Information Only
1114,Drunk Driving ‐ No Injuries,Glider Port,2/20/2015,2015‐0287,2/20/2015,7:35 PM,,"Closed By Citation, Adult"
1115,Security Alarm,Geisel Library,2/20/2015,1502200068,2/20/2015,7:44 PM,,False Alarm
1116,Hit & Run ‐ No Injuries,Gilman Parking Structure,2/20/2015,2015‐0288,2/20/2015,5:53 PM,,Report Taken
1117,Stay Away Order,RIMAC,2/20/2015,2015‐0289,2/20/2015,9:28 PM,"Non affiliate issued stay away order earlier in the day, see walking in the area",Closed By Adult Arrest
1118,Reckless Driving,Lot 702,2/20/2015,1502200078,2/20/2015,10:46 PM,Vehicle doing donuts in parking lot,Unable To Locate
1119,Suspicious Vehicle,Glider Port,2/20/2015,1502200080,2/20/2015,11:04 PM,,Checks OK
1120,Disturbance ‐ Party,Cuzco Hall,2/20/2015,1502200083,2/20/2015,11:13 PM,Party with possible alcohol and marijuana present,RSO Report Taken
1121,Petty Theft ‐  Bicycle,Marshall College,2/20/2015,2015‐0302,2/20/2015,11:00 AM‐11:20 AM,"Loss, $620.00",Online Report
1122,Suspicious Person,Price Center,2/3/2015,1502030001,2/3/2015,1:10 AM,,Field Interview
1123,Citizen Contact,Village Place & Market,2/3/2015,1502030002,2/3/2015,1:22 AM,Noise disturbance,Information Only
1124,Suspicious Person,Student Services Center,2/3/2015,1502030005,2/3/2015,5:04 AM,,Field Interview
1125,Fire Alarm,CAL IT2,2/3/2015,1502030008,2/3/2015,8:03 AM,,Cited
1126,Bicyclist Stop,Russell Ln/Lyman Ln,2/3/2015,1502030010,2/3/2015,8:11 AM,,Cited
1127,Bicyclist Stop,Lot 302,2/3/2015,1502030013,2/3/2015,8:28 AM,,Cited
1128,Skateboard Stop,Ridgewalk,2/3/2015,1502030016,2/3/2015,8:50 AM,,Written Warning Issued
1129,Information,Geisel Library,2/3/2015,1502030023,2/3/2015,9:13 AM,Bicycle impounded,Information Only
1130,Citizen Flagdown,UNEX K,2/3/2015,1502030024,2/3/2015,9:16 AM,Ticket sign off,Information Only
1131,Bicyclist Stop,Regents Rd/Executive Ln,2/3/2015,1502030029,2/3/2015,10:01 AM,,Cited
1132,Illegal Parking,VA Hospital,2/3/2015,1502030034,2/3/2015,11:00 AM,,Cancelled After Dispatched
1133,Preserve The Peace,1 Miramar Building 4,2/3/2015,1502030035,2/3/2015,11:52 AM,Subject moving out belongings from residence,Information Only
1134,Skateboard Stop,Scholars Dr North/Pangea Dr,2/3/2015,1502030036,2/3/2015,12:20 PM,,Written Warning Issued
