,Event,Location,Date Reported,Incident/Case#,Date Occurred,Time Occurred,Summary:,Disposition:
1009,Citizen Contact,UCTR 100,2/22/2013,130222038,2/22/2013,10:31 AM,,Information Only
1010,Burglary Alarm,Price Center,2/22/2013,130222039,2/22/2013,10:37 AM,,Checks OK
1011,Incomplete Wireless Call,Peterson Hall,2/22/2013,130222044,2/22/2013,1:55 PM,"Nothing heard, no answer on call back",Checks OK
1012,Citizen Contact,Tioga Hall,2/22/2013,130222045,2/22/2013,2:10 PM,Possible restraining order,Information Only
1013,Fire Alarm,The Village West Building 1,2/22/2013,130222050,2/22/2013,6:00 PM,,Checks OK
1014,Found Property,Engineering Building Unit 3A,2/22/2013,130222053,2/22/2013,6:41 PM,Hair dryer plugged in to a lamp post in the court yard,Information Only
1015,Incomplete Wireless Call,Village Place and Market,2/22/2013,130222054,2/22/2013,6:42 PM,Open line,Checks OK
1016,Suspicious Vehicle,Library Walk,2/22/2013,130222059,2/22/2013,9:03 PM,Vehicle driving down walkway,Unable to Locate
1017,"Disturbance, General",Price Center,2/22/2013,130222061,2/22/2013,9:11 PM,Subjects arguing,Checks OK
1018,Citizen Flagdown,Eucalyptus Grove Lane/Gilman Drive,2/22/2013,130222064,2/22/2013,10:04 PM,,Information Only
1019,Suspicious Person,Price Center,2/22/2013,130222066,2/22/2013,10:41 PM,Subjects sleeping on the east side of 2nd floor,Information Only
1020,Hit and Run No Injuries,Parking Lot 208,2/22/2013,130222067,2/22/2013,11:18 PM,Moving vehicle hit a parked vehicle,Field Interview
1021,Alcohol Contact,Marshall Apartments East,2/22/2013,130222068,2/22/2013,11:30 PM,,Information Only
1022,Welfare Check,Tamarack Apartments,2/1/2013,130201002,2/1/2013,12:04 AM,Young adult female with laceration to her leg,Transported To Hospital By Friend
1023,Information,Rita Atkinson Residences,2/1/2013,130201003,2/1/2013,12:14 AM,Loud party and odor of marijuana,Information Only
1024,Suspicious Person,Marshall Apartments East,2/1/2013,2013‐0185,2/1/2013,12:23 AM,Unknown subject used digital camera to video record victim while in shower,Report Taken
1025,Disturbance,The Village Bldg 1,2/1/2013,130201006,2/1/2013,1:18 AM,Loud party,Field Interview
1026,Welfare Check,Lot 309,2/1/2013,130201008,2/1/2013,1:47 AM,Suspicious person/vehicle,Unable To Locate
1027,Suspicious Person,Coast Apartments,2/1/2013,130201016,2/1/2013,3:56 AM,,Field Interview
1028,Medical Aid,The Village Bldg 1,2/1/2013,2013‐0186,2/1/2013,4:06 AM,Adult male fainted causing a laceration to his chin,Transported To Hospital
1029,Burglary Alarm,Robert Paine Center,2/1/2013,130201021,2/1/2013,5:25 AM,,False Alarm
1030,Burglary,Library Walk‐ Vendor Tent,2/1/2013,2013‐0188,1/31/2013‐2/01/2013,5:00 PM‐7:25 AM,"Loss: $1,000.00",Report Taken
1031,Suspicious Person,School Of Medicine,2/1/2013,130201036,2/1/2013,9:35 AM,,Unable To Locate
1032,Gas/Water/Sewer Leak,UCTR 301,2/1/2013,130201041,2/1/2013,11:30 AM,Strong smell of natural gas,Referred To Other Agency‐EH&S
1033,Bicyclist Stop,Voigt Dr/Lot 701,2/1/2013,130201046,2/1/2013,1:04 PM,,Verbal Warning Issued
1034,Traffic Control,Voigt Dr/Campus Point Dr,2/1/2013,130201053,2/1/2013,3:56 PM,,Checks OK
1035,Pedestrian Stop,New Student Center,2/1/2013,2013‐0191,2/1/2013,3:50 PM,,"Closed By Citation, Adult"
1036,Noise Disturbance,Student Center Bldg B,2/1/2013,130201059,2/1/2013,5:55 PM,,Information Only
1037,Noise Disturbance,1 Miramar Bldg 4,2/1/2013,130201062,2/1/2013,8:19 PM,,Quiet On Arrival
1038,Welfare Check,Student Services Center,2/1/2013,130201063,2/1/2013,8:29 PM,Young adult female with possible alcohol poisoning,Checks OK
1039,Alcohol Contact,Pacific Hall,2/1/2013,130201066,2/1/2013,9:34 PM,,Information Only
1040,Suspicious Vehicle,North Point Dr/Scholars Dr North,2/1/2013,130201067,2/1/2013,9:51 PM,,Verbal Warning Issued
1041,Suspicious Person,Price Center,2/1/2013,130201069,2/1/2013,10:59 PM,,Field Interview
1042,Theft Of Bicycle,North America Hall,2/1/2013,2013‐0198,2/1/2013,8:10 PM,Loss: $400.00,Online Report Taken
1043,Grand Theft Of Bicycle,Central Mesa Apartments,2/1/2013,2013‐0199,2/1/2013,3:05 AM,"Loss: $1,000.00",Online Report
1044,Theft Of Bicycle,Central Mesa Apartments,2/1/2013,2013‐0200,1/27/2013‐1/28/2013,8:00 PM‐5:00 PM,Loss: $340.00,Online Report
1045,"Disturbance, Psych Subject",Thornton Hospital,2/6/2013,130206005,2/6/2013,2:03 AM,Suicidal subject ran out of emergency room,Transported To UCSD Hillcrest
1046,Welfare Check,Applied Physics and Math,2/6/2013,130206006,2/6/2013,2:22 AM,Male lying on ground near vending machines,Information Only
1047,Quiet Hours Contact,Tenaya Hall,2/6/2013,130206009,2/6/2013,2:46 AM,,Will Cooperate
1048,Noise Disturbance,Kathmandu,2/6/2013,130206012,2/6/2013,3:41 AM,,Will Cooperate
1049,Minor Injury Accident,Genesee Ave/I‐5,2/6/2013,130206020,2/6/2013,8:22 AM,One motorist complaining of chest pains from seat belt,Referred To Other Agency‐California Highway Patrol & Paramedics
1050,Suspicious Person,Lot 003,2/6/2013,130206023,2/6/2013,8:45 AM,,Gone On Arrival
1051,Non Injury Accident,Shuttle Trailer,2/6/2013,2013‐0219,2/6/2013,8:30 AM,Shuttle bus bumper scraped guard rail while pulling over for emergency vehicle,Report Taken
1052,Gas/Water/Sewer Leak,Pacific Hall,2/6/2013,130206041,2/6/2013,12:51 PM,Flood alert,Referred To Other Agency‐ Facilities Management
1053,Welfare Check,Marshall Apartments West,2/6/2013,130206046,2/6/2013,2:51 PM,Student complaining of headaches and anxiety,Transported To Hospital
1054,Assist Other Agency,North Torrey Pines Rd/Pangea Dr,2/6/2013,130206047,2/6/2013,5:04 PM,San Diego Police Officer requesting officer assistance with female prisoner,Information Only
1055,Information,Lot 104,2/6/2013,130206050,2/6/2013,6:10 PM,No lights in entire lot,Information Only
1056,Citizen Contact,Geisel Library,2/6/2013,130206051,2/6/2013,6:26 PM,Reporting party believes they have found their stolen bicycle,Referred To Bike Office
1057,Burglary Alarm,Robert Paine Center,2/6/2013,130206053,2/6/2013,7:51 PM,,False Alarm
1058,Possession of Marijuana,Price Center‐Shogun Restaurant,2/6/2013,130206054,2/6/2013,8:01 PM,Subject smoking marijuana outside restaurant,Gone On Arrival
1059,Assist Other Agency,Villa La Jolla Dr/La Jolla Villa,2/6/2013,130206055,2/6/2013,8:13 PM,Fire Department responding to brush fire,Information Only
1060,Theft Of Bicycle,The Village West Bldg 6,2/4/2013,2013‐0220,1/26/2012‐1/27/2013,8:00 PM‐8:00 AM,Loss: $330.00,Online Report
1061,Grand Theft,Geisel Library,2/6/2013,2013‐0221,2/03/2013‐2/04/2013,2:05 PM,"Loss: $1,000.00",Online Report
1062,Citizen Contact,Village East 1,2/25/2013,130225001,2/25/2013,12:01 AM,Roommate dispute,Information Only
1063,Burglary To Vehicle,1 Miramar Parking Structure,2/25/2013,2013‐0306,2/24/2013‐2/25/2013,8:30 PM‐7:55 AM,"Loss: $1,100.00",Report Taken
1064,Suspicious Vehicle,Central Mesa Apartments,2/25/2013,130225029,2/25/2013,11:46 AM,,Information Only
1065,Ticket Sign Off,Villa La Jolla Dr/Holiday Ct,2/25/2013,130225031,2/25/2013,11:46 AM,,Information Only
1066,Medical Aid,UNEX D,2/25/2013,130225033,2/25/2013,1:30 PM,Adult male possibly having heart attack,Transported To Hospital
1067,Hit & Run,Lot 781,2/25/2013,130225035,2/22/2013,Unknown,,Field Interview
1068,Suspicious Vehicle,Scholars South,2/25/2013,130225046,2/25/2013,4:24 PM,,Information Only
1069,Burglary Alarm,Biomedical Sciences Bldg,2/25/2013,130225050,2/25/2013,6:53 PM,,False Alarm
1070,Suspicious Vehicle,1 Miramar Bldg 5,2/25/2013,130225053,2/25/2013,7:29 PM,,Checks OK
1071,Suspicious Vehicle,Lot 303,2/25/2013,130225057,2/25/2013,8:56 PM,,Information Only
1072,Marijuana Contact,Sixth College Bldg 705,2/25/2013,130225058,2/25/2013,9:13 PM,Smell of marijuana in the area,Unable To Locate
1073,Burglary Alarm,Price Center‐Bank Of America,2/25/2013,130225059,2/25/2013,9:38 PM,,False Alarm
1074,Citizen Contact,Revelle Apartments,2/10/2013,130210001,2/10/2013,12:08 AM,Resident Advisor requesting assistance with alcohol contact,Information Only
1075,Alcohol Contact,Marshall Res Halls,2/10/2013,130210002,2/10/2013,12:33 AM,,Information Only
1076,Disturbance,Marshall Res Halls,2/10/2013,130210004,2/10/2013,12:44 AM,"Laser pointer, possibly from level 3",Unfounded
1077,Suspicious Vehicle,Tenaya Hall,2/10/2013,130210006,2/10/2013,1:17 AM,,Information Only
1078,Alcohol Contact,Tioga Hall,2/10/2013,130210008,2/10/2013,1:28 AM,,Information Only
1079,Noise Disturbance,Oceania Hall,2/10/2013,130210009,2/10/2013,1:30 AM,Loud music,Will Cooperate
1080,Alcohol Contact,The Village Bldg 1,2/10/2013,130210010,2/10/2013,1:33 AM,,Information Only
1081,Noise Disturbance,Goldberg Hall,2/10/2013,130210013,2/10/2013,2:17 AM,Loud stomping and laughing,Information Only
1082,Drunk In Public,The Village 15th Floor,2/10/2013,2013‐0237,2/10/2013,1:00 PM,,Closed By Adult Arrest
1083,Burglary Alarm,Torrey Pines Center South,2/10/2013,130210025,2/10/2013,2:32 PM,,False Alarm
1084,Illegal Parking,Lot 357,2/10/2013,130210028,2/10/2013,4:39 PM,,Information Only
1085,Illegal Parking,Lot 357,2/10/2013,130210029,2/10/2013,4:40 PM,,Information Only
1086,Suspicious Vehicle,RIMAC,2/10/2013,130210033,2/10/2013,5:29 PM,,Information Only
1087,Illegal Parking,Lot 357,2/10/2013,130210034,2/10/2013,5:34 PM,,Cited
1088,Burglary Alarm,Leichtag Biomedical Bldg,2/10/2013,130210036,2/10/2013,7:13 PM,,False Alarm
1089,"Disturbance, Fight",RIMAC,2/10/2013,130210037,2/10/2013,7:36 PM,8 people fighting,Gone On Arrival
1090,Stay Away Order Violation,Matthews Apartments,2/10/2013,2013‐0238,2/10/2013,9:15 PM,,Closed By Adult Arrest
1091,Burglary Alarm,Marshall Res Life‐Res Dean's House,2/10/2013,130210049,2/10/2013,11:34 PM,,False Alarm
1092,Noise Disturbance,The Village Bldg 6,2/28/2013,130228002,2/28/2013,12:45 AM,Loud music,Quiet On Arrival
1093,Quiet Hours Contact,The Village Bldg 5,2/28/2013,130228004,2/28/2013,1:23 AM,,Will Cooperate
1094,Quiet Hours Contact,The Village Bldg 4,2/28/2013,130228006,2/28/2013,2:05 AM,,Quiet On Arrival
1095,Suspicious Person,Mandeville Center,2/28/2013,130228010,2/28/2013,4:50 AM,,Field Interview
1096,Found Property,Coast Apartments,2/28/2013,130228016,2/28/2013,8:05 AM,,Information Only
1097,Medical Aid,Torrey Pines Center North,2/28/2013,130228020,2/28/2013,8:42 AM,Adult female having chest pains,Transported To Hospital
1098,Burglary Alarm,Mandeville Art Gallery,2/28/2013,130228022,2/28/2013,8:46 AM,,False Alarm
1099,Information,Galbraith Hall,2/28/2013,130228028,2/28/2013,9:56 AM,Suspicious person,Information Only
1100,Medical Aid,Radiation Oncology Center,2/28/2013,130228030,2/28/2013,10:51 AM,Female patient having seizure,Medics Responded
1101,Incomplete Wireless 911 Call,Applied Physics & Mathematics,2/28/2013,130228031,2/28/2013,11:44 AM,,Checks OK
1102,Medical Aid,UCTR 202,2/28/2013,130228035,2/28/2013,12:34 PM,Adult female fainted,Medical Aid Refused
1103,Medical Aid,Economics,2/28/2013,130228037,2/28/2013,12:58 PM,"Adult male possibly had seizure, appears disoriented",Medical Aid Refused
1104,Burglary Alarm,Price Center,2/28/2013,130228044,2/28/2013,4:19 PM,,Checks OK
1105,Hit & Run,Gilman Parking Structure,2/28/2013,2013‐0322,2/28/2013,4:45 PM‐5:05 PM,"Unknown motorist backed into victims vehicle, no note left before leaving scene",Report Taken
1106,Medical Aid,Rebecca & John Moores Cancer Center,2/28/2013,130228049,2/28/2013,5:20 PM,Female passed out in hallway,Medics Responded
1107,Vandalism,Applied Physics & Mathematics,2/28/2013,2013‐0323,2/28/2013,Unknown,"Graffiti, damage: $50.00",Report Taken
1108,Suspicious Person,1 Miramar Parking Structure,2/28/2013,130228061,2/28/2013,9:50 PM,,Unfounded
1109,Vandalism,Lot 113,2/28/2013,2013-0324,2/28/2013,10:55 PM,Report of male suspect knocking over traffic sign,Closed By Adult Arrest
1110,Alcohol Contact,The Village Bldg 1,2/16/2013,130216004,2/16/2013,1:25 AM,,Information only
1111,"Disturbance, Noise",The Village Bldg 1,2/16/2013,130216006,2/16/2013,1:31 AM,Loud party,Information only
1112,Fire Alarm,EBU1,2/16/2013,130216009,2/16/2013,1:46 AM,,False alarm
1113,Quiet Hours Contact,Earth Hall,2/16/2013,130216010,2/16/2013,1:58 AM,,Information only
1114,Assist Other Agency,Meteor Hall,2/16/2013,130216011,2/16/2013,2:13 AM,RA requesting assistance with loud party,Information only
1115,Traffic Stop,Genesee Ave/North Torrey Pines Rd,2/16/2013,2013-0259,2/16/2013,2:47 AM,,"Closed By Citation, Adult"
1116,Possession of Marijuana,Matthews Apts,2/16/2013,130216017,2/16/2013,3:00 AM,,Information Only
1117,Suspicious Vehicle,Torrey Pines Center South,2/16/2013,2013-0260,2/16/2013,3:01 AM,,Closed By Adult Arrest
1118,Noise Disturbance,Geneva Hall,2/16/2013,130216020,2/16/2013,3:35 AM,Loud music,Information Only
1119,Bicyclist Stop,BioMed Library/Osler Ln,2/16/2013,130216023,2/16/2013,5:20 AM,,Verbal warning issued
1120,Burglary Alarm,Geisel Library,2/16/2013,130216026,2/16/2013,6:56 AM,,False alarm
1121,Burglary Alarm,EBU 1,2/16/2013,130216027,2/16/2013,8:27 AM,,False alarm
1122,Illegal Parking,Rita Atkinson Residences,2/16/2013,130216031,2/16/2013,11:20 AM,,Referred to other agency
1123,Medical Aid,Geisel Library,2/16/2013,130216032,2/16/2013,11:23 AM,Complaint of stomach pains,Transported to Thornton Hospital by medics
1124,Incomplete Wireless Call,Price Center,2/16/2013,130216037,2/16/2013,1:50 PM,,Checks ok
1125,Non-injury Accident,Villa La Jolla/La Jolla Village Dr,2/16/2013,130216039,2/16/2013,3:45 PM,,Parties exchanged information
1126,Noise Disturbance,La Jolla Del Sol Apts,2/16/2013,130216044,2/16/2013,4:49 PM,Loud hammering,Information only
1127,Welfare Check,North America Hall,2/16/2013,130216045,2/16/2013,5:16 PM,Daughter has not responded to texts/calls in past two days,"Unable to locate, suitemate saw subject yesterday"
1128,Injury,Lot 406,2/16/2013,2013-0261,2/16/2013,4:00 PM,Single bicycle accident,Transported to Thornton Hospital by medics
1129,Fire Alarm,Rita Atkinson Residences,2/16/2013,130216048,2/16/2013,6:35 PM,,False alarm
1130,Illegal Parking,Lot 309,2/16/2013,130216050,2/16/2013,6:56 PM,,Cited
1131,Hit & Run Accident,Rita Atkinson Residences,2/16/2013,2013-0262,2/16/2013,7:02 PM,,Report taken
1132,Citizen Flagdown,Lot 303,2/16/2013,130216052,2/16/2013,8:07 PM,,Information only
1133,Welfare Check,Lot 705,2/16/2013,130216053,2/16/2013,8:39 PM,,Gone on arrival
1134,Illegal Parking,Rita Atkinson Residences,2/16/2013,130216054,2/16/2013,8:51 PM,Vehicle parked in UC space,Will cooperate
1135,Citizen Flagdown,Gilman Dr/Myers Dr,2/16/2013,130216055,2/16/2013,8:56 PM,Information regarding party buses from campus to San Diego,Information only
1136,Fire Alarm,Latin America Hall,2/16/2013,130216059,2/16/2013,10:03 PM,"Burnt food, no fire",
1137,Alcohol Contact,Kathmandu,2/16/2013,130216065,2/16/2013,11:04 PM,,Information only
1138,Alcohol Contact,Sixth College Apts,2/16/2013,130216066,2/16/2013,11:17 PM,,Information only
1139,Alcohol Contact,Asia Hall,2/16/2013,130216068,2/16/2013,11:23 PM,,Information only
1140,Fire,Lot 208,2/16/2013,130216069,2/16/2013,11:50 PM,Rubbish fire,Fire extinguished
1141,Alcohol Contact,Kathmandu,2/23/2013,130223001,2/23/2013,12:00 AM,,Information Only
1142,Alcohol Contact,Marshall Res Halls,2/23/2013,130223002,2/23/2013,12:17 AM,,Information Only
1143,Citizen Contact,Marshall Res Halls,2/23/2013,130223004,2/23/2013,12:42 AM,Odor of cigarette smoking,Information Only
1144,Alcohol Contact,Gilman Parking Structure,2/23/2013,130223010,2/23/2013,1:13 AM,,Field Interview
1145,Vehicle Stop,Gilman Drive/Russell Lane,2/23/2013,2013‐0290,2/23/2013,1:18 AM,,Closed By Adult Arrest
1146,Fire Alarm,Preuss School,2/23/2013,130223013,2/23/2013,1:31 AM,,Checks OK
1147,Alcohol Contact,Oceania Hall,2/23/2013,130223014,2/23/2013,1:32 AM,,No Dispo ‐ wrong location
1148,Alcohol Contact,Asia Hall,2/23/2013,130223015,2/23/2013,1:32 AM,,Information Only
1149,Alcohol Contact,Parking Lot 602,2/23/2013,2013‐0289,2/23/2013,1:32 AM,,Transported to Detox
1150,Citizen Contact,Marshall Res Halls,2/23/2013,130223017,2/23/2013,1:35 AM,Odor of cigarette smoking,Information Only
1151,"Disturbance, Noise",The Village Building 6,2/23/2013,130223019,2/23/2013,1:55 AM,Loud music,Information Only
1152,Citizen Contact,Marshall Apartments West,2/23/2013,130223023,2/23/2013,2:25 AM,,Information Only
1153,Citizen Contact,The Village Building 2,2/23/2013,130223025,2/23/2013,2:27 AM,,Information Only
1154,Found Property,Tenaya Hall,2/23/2013,130223028,2/23/2013,3:12 AM,Found laptop,Turned in to UCSD PD lost and found
1155,Quiet Hours Contact,Sixth College Apartments,2/23/2013,130223029,2/23/2013,3:13 AM,,Will Cooperate
1156,Skateboard Stop,Pangea Parking Structure,2/23/2013,130223031,2/23/2013,3:16 AM,,Verbal Warning Issued
1157,Citizen Flagdown,Villa La Jolla Drive,2/23/2013,130223032,2/23/2013,3:25 AM,,Information Only
1158,Alcohol Contact,Black Hall,2/23/2013,130223036,2/23/2013,3:46 AM,,Information Only
1159,Report of Vandalism,Challenger Hall,2/23/2013,2013‐0291,2/23/2013,3:30 AM ‐ 4:40 AM,,Report Taken
1160,Burglary Alarm,USE Credit Union,2/23/2013,130223040,2/23/2013,6:17 AM,,Checks OK
1161,Illegal Parking,Parking Lot 503,2/23/2013,130223041,2/23/2013,8:59 AM,4 vehicles without permits,Referred to Other Agency ‐ Parking
1162,Burglary Alarm,Box Office,2/23/2013,130223044,2/23/2013,9:44 AM,,Checks OK
1163,Citizen Contact,Frankfurter Hall,2/23/2013,130223047,2/23/2013,10:53 AM,,Information Only
1164,Ticket Sign Off,UCSD Police Department,2/23/2013,130223048,2/23/2013,10:58 AM,,Information Only
1165,Report of Vandalism,Parking Lot 359,2/23/2013,130223052,2/23/2013,12:30 PM,"Not permanent, wiped it off",Information Only
1166,Suicide Attempt,Glider Port,2/23/2013,130223054,2/23/2013,4:23 PM,,Unable to Locate
1167,Citizen Flagdown,Voigt Drive/Engineer Lane,2/23/2013,130223056,2/23/2013,5:02 PM,,Information Only
1168,Ticket Sign Off,UCSD Police Department,2/23/2013,5:46 PM,2/23/2013,5:46 PM,,Information Only
1169,Injury,Rimac,2/23/2013,2013‐0292,2/23/2013,7:55 PM,Subject fell off treadmill while exercising,Transported to Hospital by Medics
1170,Citizen Contact,ERC Residential Life Office,2/23/2013,130223069,2/23/2013,9:15 PM,,Information Only
1171,Alcohol Contact,Parking Lot 207,2/23/2013,130223070,2/23/2013,9:23 PM,,Verbal Warning Issued
1172,Alcohol Contact,Parking Lot 207,2/23/2013,2013‐0294,2/23/2013,9:42 PM ‐ 10:07 PM,,Transported to Detox
1173,Attempt to Contact,Muir Apartments,2/23/2013,130223072,2/23/2013,9:49 PM,Attempting to return wallet,Information Only
1174,Drunk in Public,Price Center,2/23/2013,2013‐0293,2/23/2013,10:11 PM,,Transported to Hospital by Medics
1175,Welfare Check,Price Center,2/23/2013,130223075,2/23/2013,10:17 PM,Subject passed out on table,Unable to Locate
1176,Citizen Flagdown,Price Center,2/23/2013,130223078,2/23/2013,10:26 PM,,Unable to Locate
1177,Incomplete Wireless Call,Chancellors Complex,2/23/2013,130223082,2/23/2013,10:57 PM,Talking heard,Checks OK
1178,Suspicious Vehicle,Library Walk,2/23/2013,130223083,2/23/2013,10:59 PM,,Information Only
1179,Person Down,Triton Steps,2/23/2013,2013‐0295,2/23/2013,11:06 PM,Subject passed out  on stairs,Transported to Hospital by Medics
1180,Burglary Alarm,Faculty Club,2/23/2013,130223087,2/23/2013,11:17 PM,,Checks OK
1181,Illegal Parking,North Point Drive,2/23/2013,130223088,2/23/2013,11:18 PM,,Verbal Warning Issued
1182,Vandalism,Library Walk,2/23/2013,2013-0296,2/23/2013,11:19 PM,,Transported to Detox
1183,Drunk in Public,Mesa Verde Hall,2/23/2013,2013-0297,2/23/2013,11:31 PM,,Transported To Hospital
1184,Citizen Flagdown,Parking Lot 206,2/23/2013,130223091,2/23/2013,11:37 PM,,Information only
1185,Alcohol Contact,Crafts Center,2/23/2013,130223092,2/23/2013,11:46 PM,,Checks Ok
1186,Noise Disturbance,The Village Bldg 6,12/2/2013,131202003,12/2/2013,1:05 AM,Loud music,Will Cooperate
1187,Information,La Jolla Farms Rd,12/2/2013,131202004,12/2/2013,2:19 AM,Resident sees fire or bright light off the coast,Checks OK
1188,"Disturbance, Argument",South Mesa Apartments,12/2/2013,131202005,12/2/2013,3:34 AM,2 subjects heard arguing,Unable To Locate
1189,Fraud,Price Center,12/2/2013,2013‐1957,11/24/2013,2:16 PM,Possible phishing scam,Report Taken
1190,Citizen Contact,Structural & Material Engineering,12/2/2013,131202025,12/2/2013,12:22 PM,Caller believes they may have found their stolen bicycle,Information Only
1191,Injury,Foodworx,12/2/2013,2013‐1958,12/2/2013,12:50 PM,Bicyclist collided with light pole,Paramedics Responded
1192,Gas/Water/Sewer Leak,Rogers Place & Market,12/2/2013,131202028,12/2/2013,1:50 PM,Water leak,Referred To Other Agency‐EH&S
1193,Information,UCSD,12/2/2013,131202029,12/2/2013,2:04 PM,Suspicious content found on UCSD website,Checks OK
1194,Suicide Attempt,Computer Science Engineering,12/2/2013,2013‐1959,12/2/2013,2:40 PM,,Transported To Hospital For Evaluation
1195,Security Alarm,Black Resource Center,12/2/2013,131202033,12/2/2013,4:18 PM,,False Alarm
1196,Battery,Lot 411,12/2/2013,2013‐1960,12/2/2013,7:05 AM,Assault with a deadly weapon,Report Taken
1197,Assist Other Agency,Warren Student Activity,12/2/2013,131202037,12/2/2013,9:58 PM,Resident Advisor requesting escort,Information Only
1198,Suspicious Person,Lot 208,12/2/2013,131202039,12/2/2013,10:22 PM,,Unable To Locate
1199,Suspicious Person,Gilman Dr/Scholars Dr South,12/2/2013,131202043,12/2/2013,11:09 PM,,Unable To Locate
1200,Marijuana Contact,Marshall Res Halls,12/2/2013,131202044,12/2/2013,11:30 PM,,Information Only
1201,Security Alarm,Leichtag Biomedical Bldg,12/27/2013,131227007,12/27/2013,7:23 AM,,False Alarm
1202,Security Alarm,Torrey Pines Center South,12/27/2013,131227010,12/27/2013,8:13 AM,,False Alarm
1203,Noise Disturbance,Rita Atkinson Residences,12/27/2013,131227011,12/27/2013,8:20 AM,Construction noise,Information Only
1204,Security Alarm,Engineering Bldg Unit 1,12/27/2013,131227023,12/27/2013,11:12 AM,,False Alarm
1205,Security Alarm,Mandeville Art Gallery,12/27/2013,131227024,12/27/2013,11:31 AM,,False Alarm
1206,Non Injury Accident,La Jolla Village Dr/Regents Rd,12/27/2013,131227026,12/27/2013,12:52 PM,Involved parties exchanged information,Information Only
1207,Public Intoxication,Rita Atkinson Residences,12/27/2013,2013‐2075,12/27/2013,1:39 PM,,Transported To Detox
1208,Ticket Sign Off,UCSD Police Department,12/27/2013,131227030,12/27/2013,6:01 PM,,Information Only
1209,Fire Alarm,Central Plant‐Telecomm Room,12/27/2013,131227037,12/27/2013,10:32 PM,,False Alarm
1210,Traffic Stop,I‐5/La Jolla Village Dr,12/27/2013,2013‐2076,12/27/2013,11:05 PM,,"Closed By Citation, Adult"
1211,Suspicious Person,Humanities and Social Sciences,12/12/2013,2013-2012,12/12/2013,12:57 AM,,Report Taken
1212,Suspicious Person,Blake Hall,12/12/2013,131212003,12/12/2013,4:33 AM,Subject sleeping in commuter lounge,Information Only
1213,Medical Aid,Argo Hall,12/12/2013,131212004,12/12/2013,4:43 AM,Subject with stomach ache,Transported to Hospital by Medics
1214,Illegal Parking,Science and Engineering Research,12/12/2013,131212022,12/12/2013,10:00 AM,,Verbal Warning Issued
1215,Skateboard Stop,Voigt Drive/Engineer Lane,12/12/2013,131212025,12/12/2013,10:25 AM,,Verbal Warning Issued
1216,Bicyclist Stop,Gilman Parking Structure,12/12/2013,131212030,12/12/2013,11:19 AM,,Verbal Warning Issued
1217,Non Injury Accident,Parking Lot 756,12/12/2013,131212032,12/12/2013,12:02 PM,"2 vehicles backed into each other, exchanged information",Information Only
1218,Hazard Situation,Gilman Parking Structure,12/12/2013,131212033,12/12/2013,12:34 PM,,Will Cooperate
1219,Security Alarm,Pepper Canyon Hall,12/12/2013,131212034,12/12/2013,12:42 PM,,False Alarm
1220,Suspicious Person,Gilman Drive/Myers Drive,12/12/2013,131212039,12/12/2013,1:32 PM,,Information Only
1221,Citizen Flagdown,Voigt Drive,12/12/2013,131212041,12/12/2013,2:03 PM,,Information Only
1222,Security Alarm,Discovery Way,12/12/2013,131212043,12/12/2013,3:52 PM,,False Alarm
1223,Non Injury Accident Report,Parking Lot 510,12/12/2013,2013-2028,12/12/2013,5:10 PM - 5:15 PM,Vehicle hit rock,Report Taken
1224,Suspicious Person,Rimac,12/12/2013,131212045,12/12/2013,5:30 PM,,Field Interview
1225,Security Alarm,Engineering Building Unit 3A,12/12/2013,131212049,12/12/2013,7:03 PM,,False Alarm
1226,Missing Person,UCSD Police Department,12/12/2013,131212050,12/12/2013,7:09 PM,Reporting Party called to cancel.  Missing person called and did not have cell phone.,Cancelled Before Dispatch
1227,Security Alarm,Engineering Building Unit 3A,12/12/2013,131212053,12/12/2013,8:01 PM,,False Alarm
1228,Possession of Marijuana,Rita Atkinson Residences,12/12/2013,131212055,12/12/2013,8:38 PM,Subject possibly smoking,Information Only
1229,"Disturbance, Noise",Kathmandu,12/12/2013,131212058,12/12/2013,11:03 PM,,Will Cooperate
1230,Quiet Hours Contact,The Village Building 6,12/12/2013,131212059,12/12/2013,11:07 PM,,Will Cooperate
1231,Suspicious Person,Keeling Apartments,12/12/2013,2013-2029,12/12/2013,11:25 PM - 11:49 PM,,Closed By Adult Arrest
1232,Theft of Bicycle,Center Hall,12/3/2013,2013-2014,12/3/2013,8:00 AM - 3:30 PM,Loss:  $400.00,Online Report
1233,Theft of Bicycle,Health Sciences Building,12/12/2013,2013-2015,12/1/2013 - 12/2/2013,1:00 PM - 12:00 PM,Loss:  $300.00,Online Report
1234,Theft of Bicycle,Geisel Library,12/5/2013,2013-2016,12/3/2013,2:30 PM - 4:30 PM,Loss:  $300.00,Online Report
1235,Theft of Bicycle,Center Hall 115,12/5/2013,2013-2017,12/5/2013,2:00 PM - 3:20 PM,Loss:  $900.00,Online Report
1236,Theft of Bicycle,Sixth College Apartments,12/5/2013,2013-2018,12/2/2013,2:00 PM - 8:00 PM,Loss:  $400.00,Online Report
1237,Theft of Bicycle,York Hall Bike Racks,12/6/2013,2013-2019,12/6/2013,3:00 PM - 4:00 PM,Loss:  $700.00,Online Report
1238,Theft of Bicycle,North Side of Beagle Hall,12/7/2013,2013-2020,12/7/2013,9:10 AM,Loss:  $300.00,Online Report
