,Event,Location,Date Reported,Incident/Case#,Date Occurred,Time Occurred,Summary:,Disposition:
670,Medical Aid,Tioga Hall,2/18/2012,120218004,2/18/2012,12:44 AM,"Elderly adult female fell and hit her head, conscious and breathing",Referred To Other Agency‐San Diego Fire Department
671,Skateboard Stop,Hopkins Parking Structure,2/18/2012,120218005,2/18/2012,12:45 AM,Group of about 6 skateboarders,Unable To Locate
672,Noise Disturbance,Goldberg Hall,2/18/2012,120218008,2/18/2012,1:10 AM,Loud stomping and yelling,Information Only
673,Citizen Contact,Earth Hall North,2/18/2012,120218009,2/18/2012,1:15 AM,Welfare check,Field Interview
674,Quiet Hours Contact,Europe Hall,2/18/2012,120218012,2/18/2012,1:44 AM,,Information Only
675,Disturbance,The Village Bldg 3,2/18/2012,2012‐0219,2/18/2012,2:26 AM,Public intoxication,Transported To Detox
676,Noise Disturbance,The Village Bldg 1,2/18/2012,120218016,2/18/2012,2:23 AM,Large group outside building smoking and talking loud,Information Only
677,Alcohol Contact,Muir Tennis Courts,2/18/2012,120218017,2/18/2012,2:26 AM,,Field Interview
678,Alcohol Contact,The Village Bldg 1,2/18/2012,120218020,2/18/2012,3:11 AM,,Information Only
679,Burglary Alarm,Shiley Eye Center,2/18/2012,120218029,2/18/2012,8:22 AM,,False Alarm
680,Burglary Alarm,La Jolla Playhouse,2/18/2012,120218035,2/18/2012,10:51 AM,,False Alarm
681,Marijuana Contact,Matthews Apartments,2/18/2012,120218039,2/18/2012,11:53 AM,3 subjects seen smoking,Gone On Arrival
682,Incomplete Phone Call/911 Hangup,Thornton Hospital,2/18/2012,120218044,2/18/2012,1:06 PM,,Information Only
683,Medical Aid,Warren Field,2/18/2012,120218045,2/18/2012,1:46 PM,"Young adult male, fractured wrist, conscious and breathing",Transported To Hospital
684,Suspicious Person,Hubbs Hall,2/18/2012,120218049,2/18/2012,4:03 PM,,Gone On Arrival
685,Citizen Contact,Village East 1,2/18/2012,120218050,2/18/2012,4:25 PM,Subject needs assistance locating vehicle,Information Only
686,Medical Aid,North Mesa Apartments,2/18/2012,120218053,2/18/2012,4:57 PM,"Per San Diego PD adult male possibly having stroke, conscious and breathing",Transported To Hospital
687,Burglary Alarm,UNEX K,2/18/2012,120218055,2/18/2012,5:31 PM,,False Alarm
688,Bicyclist Stop,Voigt Dip,2/18/2012,120218056,2/18/2012,5:43 PM,,Verbal Warning Issued
689,Burglary Alarm,Geisel Library,2/18/2012,120218057,2/18/2012,6:14 PM,,False Alarm
690,Fire Alarm,Village East 1,2/18/2012,120218068,2/18/2012,9:37 PM,,False Alarm
691,Alcohol Contact,The Village Bldg 1,2/18/2012,120218073,2/18/2012,10:04 PM,Bottle of alcohol thrown out of 6th floor window,Unable To Locate
692,Drunk In Public,Price Center,2/18/2012,120218076,2/18/2012,11:01 PM,,Field Interview
693,Alcohol Contact,Earth South,2/18/2012,120218077,2/18/2012,11:08 PM,,information Only
694,Alcohol Contact,Village East 1,2/18/2012,2012-0220,2/18/2012,11:32 PM,,"Closed By 2 Citations, Adult"
695,Disturbance,The Village Bldg 8,2/27/2012,120227002,2/27/2012,12:41 AM,Loud music,Will Cooperate
696,Noise Disturbance,The Village Bldg 8,2/27/2012,120227006,2/27/2012,1:49 AM,Loud talking,Will Cooperate
697,Suspicious Person,Price Center‐Commuter Lounge,2/27/2012,120227010,2/27/2012,3:33 AM,,Field Interview
698,Non Injury Accident,RIMAC Field,2/27/2012,2012‐0245,2/27/2012,9:15 AM,Collision,Report Taken
699,Citizen Contact,UCSD Police Department,2/27/2012,120227026,2/27/2012,12:06 PM,Subject has concerns about parking,Referred To Other Agency‐Parking
700,Burglary Alarm,La Jolla Farms Rd‐University House,2/27/2012,120227031,2/27/2012,3:32 PM,,False Alarm
701,Illegal Parking,Regents Rd,2/27/2012,120227033,2/27/2012,5:24 PM,,Cited
702,Citizen Contact,Preuss School,2/27/2012,2012‐0249,2/27/2012,7:07 PM,Unable to contact parents to pick up minor child,Report Taken
703,Burglary Alarm,Robinson Complex Bldg 2,2/27/2012,120227035,2/27/2012,7:10 PM,,False Alarm
704,Burglary Alarm,Torrey Pines Center South,2/27/2012,120227041,2/27/2012,10:37 PM,,False Alarm
705,Traffic Control,Voigt Dr/Lyman Ln,2/27/2012,2012‐0250,2/27/2012,10:40 PM,Construction fence down,Report Taken
706,Burglary Alarm,Lot 703‐Parking Trailers,2/27/2012,120227047,2/27/2012,11:16 PM,,False Alarm
707,Suspicious Person,Mesa Day Care,2/4/2012,120204002,2/4/2012,12:09 AM,,Field Interview
708,Marijuana Contact,The Village Bldg 1,2/4/2012,120204004,2/4/2012,12:49 AM,,Information Only
709,Medical Aid,Sixth College Bldg 704,2/4/2012,120204005,2/4/2012,12:51 AM,"Young adult male having possible panic attack, conscious and breathing",Transported To Hospital
710,Alcohol Contact,Earth Hall,2/4/2012,120204006,2/4/2012,1:06 AM,,Information Only
711,Assist Other Agency,The Village Bldg 1,2/4/2012,120204007,2/4/2012,1:07 AM,Residential Advisor making contact with a party,Checks OK
712,Noise Disturbance,Stewart Hall,2/4/2012,120204009,2/4/2012,1:23 AM,Large group playing basketball loudly,Will Cooperate
713,Burglary,Marshall Apartments West,2/4/2012,2012‐0150,2/4/2012,1:15 AM,"Nothing stolen, damage: $50.00",Report Taken
714,Welfare Check,The Village Bldg 1,2/4/2012,120204013,2/4/2012,1:32 AM,,Information Only
715,Citizen Contact,Pangea Parking Structure,2/4/2012,120204015,2/4/2012,1:46 AM,Subject urinating in public,Information Only
716,Information,Village East 1,2/4/2012,120204020,2/4/2012,2:25 AM,Party bus,Field Interview
717,Alcohol Contact,Village East 1,2/4/2012,120204022,2/4/2012,2:34 AM,Open container,Information Only
718,Alcohol Contact,Kathmandu,2/4/2012,120204023,2/4/2012,2:39 AM,,Information Only
719,Welfare Check,Mesa Day Care,2/4/2012,120204027,2/4/2012,3:01 AM,,Checks OK
720,Noise Disturbance,The Village Bldg 1,2/4/2012,120204037,2/4/2012,4:21 AM,Loud music and stomping,Will Cooperate
721,Burglary Alarm,Biomedical Library,2/4/2012,120204038,2/4/2012,5:06 AM,,False Alarm
722,Fire Alarm,Stein Clinical Research Bldg,2/4/2012,120204046,2/4/2012,10:27 AM,"No fire, dust from fan",False Alarm
723,Burglary Alarm,Multipurpose Room,2/4/2012,120204047,2/4/2012,10:47 AM,,False Alarm
724,Skateboard Stop,Earth Hall South,2/4/2012,120204050,2/4/2012,11:42 AM,,Will Cooperate
725,Skateboard Stop,Voigt Dip,2/4/2012,120204052,2/4/2012,12:09 PM,,Verbal Warning Issued
726,Medical Aid,Ballroom West,2/4/2012,120204053,2/4/2012,12:40 PM,"Young female hyperventilating, conscious and breathing",Transported To Hospital
727,Fire Alarm,Central Mesa Apartments,2/4/2012,120204056,2/4/2012,1:40 PM,Child pulled alarm,False Alarm
728,Hit & Run,Hopkins Parking Structure,2/4/2012,120204057,1/30/2012‐02/04/2012,Unknown,Parties exchanged information,Information Only
729,Medical Aid,Latin America Studies Room,2/4/2012,120204058,2/4/2012,2:57 PM,"Young adult female fainted, unconscious but breathing","Refused Medics, Privately Transported To Hospital"
730,Non Injury Accident,Matthews Apartments‐Foodworx,2/4/2012,120204059,2/4/2012,3:09 PM,"Requesting PD assistance, parties can't agree who is at fault",Information Only
731,Suicide Attempt,Gilman Dr/La Jolla Village Dr,2/4/2012,120204066,2/4/2012,4:57 PM,Second hand information from bus passenger,Unable To Locate
732,Disturbance,Regents Rd,2/4/2012,120204069,2/4/2012,5:39 PM,Verbal argument between couple,Information Only
733,Incomplete Wireless Call,Tioga Hall,2/4/2012,120204071,2/4/2012,6:55 PM,,Gone On Arrival
734,Assist Other Agency,The Village Bldg 3,2/4/2012,120204083,2/4/2012,10:50 PM,Residential Advisor making contact with alcohol involved party,Will Cooperate
735,Disturbance,The Village Bldg 1,2/4/2012,120204085,2/4/2012,10:59 PM,Verbal argument between male and female,Checks OK
736,Alcohol Contact,Middle Of Muir,2/4/2012,120204087,2/4/2012,11:04 PM,,Information Only
737,Alcohol Contact,Sixth College Apartments,2/12/2012,120212002,2/12/2012,12:25 AM,,Information Only
738,Citizen Contact,Cuzco Hall,2/12/2012,120212003,2/12/2012,12:26 AM,Group of three smoking,Field Interview
739,Noise Disturbance,Mesa Verde Hall,2/12/2012,120212004,2/12/2012,12:30 AM,Loud talking,Information Only
740,Welfare Check,Mesa Verde Hall,2/12/2012,2012‐0185,2/12/2012,12:40 AM,Excessive Alcohol,Transported To Hospital
741,Alcohol Contact,Mesa Verde Hall,2/12/2012,2012‐0186,2/12/2012,12:59 AM,Public intoxication,Transported To Detox
742,Petty Theft,The Village Bldg 8,2/12/2012,2012‐0187,2/12/2012,1:10 AM,Unknown male willfully sprayed fire extinguisher,Report Taken
743,Alcohol Contact,Pangea Parking Structure,2/12/2012,120212010,2/12/2012,1:22 AM,,Field Interview
744,Disturbance,Rita Atkinson Residences,2/12/2012,120212011,2/12/2012,1:25 AM,Multiple parties,Will Cooperate
745,Assist Other Agency,The Village Bldg 1,2/12/2012,120212012,2/12/2012,1:26 AM,Resident Advisor requesting assistance with ID check,information Only
746,Suspicious Person,Voigt Dr,2/12/2012,120212013,2/12/2012,1:31 AM,,Unable To Locate
747,Citizen Contact,Scholars Dr North/Pangea Parking,2/12/2012,120212014,2/12/2012,1:35 AM,Subjects urinating in public,Field Interview
748,Alcohol Contact,Cuzco Hall,2/12/2012,120212015,2/12/2012,1:52 AM,,Field Interview
749,Disturbance,Meteor Hall,2/12/2012,120212016,2/12/2012,2:25 AM,Loud group,Information Only
750,Welfare Check,Price Center,2/12/2012,120212017,2/12/2012,2:32 AM,,Information Only
751,Disturbance,Tamarack Apartments,2/12/2012,120212020,2/12/2012,2:49 AM,Party,Information Only
752,Quiet Hours Contact,Kathmandu,2/12/2012,120212021,2/12/2012,2:56 AM,,Will Cooperate
753,Alcohol Contact,Tenaya Hall,2/12/2012,120212024,2/12/2012,3:10 AM,,Information Only
754,Alcohol Contact,ERC Residential Life Office,2/12/2012,120212026,2/12/2012,3:16 AM,,Information Only
755,Alcohol Contact,North America Hall,2/12/2012,120212027,2/12/2012,3:18 AM,,Information Only
756,Traffic Stop,North Torrey Pines Rd/Muir College Dr,2/12/2012,2012‐0189,2/12/2012,3:20 AM,Alcohol involved,"Closed By Citation, Adult"
757,Assist Other Agency,Eastgate Mall/Regents Rd,2/12/2012,120212040,2/12/2012,10:24 AM,Traffic accident,Information Only
758,Burglary Alarm,Engineering Bldg Unit 3A,2/12/2012,120212041,2/12/2012,11:14 AM,,False Alarm
759,Burglary Alarm,Shiley Eye Center,2/12/2012,120212043,2/12/2012,11:36 AM,,False Alarm
760,Burglary Alarm,UC 400,2/12/2012,120212051,2/12/2012,2:09 PM,,False Alarm
761,Animal Call,South Mesa Apartments,2/12/2012,120212055,2/12/2012,3:31 PM,Wasps inside apartment,Referred To Other Agency‐EH&S
762,Illegal Parking,Scholars Ln/Scholars Dr South,2/12/2012,120212057,2/12/2012,4:43 PM,,Information Only
763,Illegal Parking,Lot 309,2/12/2012,120212058,2/12/2012,5:17 PM,,Cited
764,Hazardous Materials Incident,Meteor Hall,2/12/2012,120212062,2/12/2012,6:30 PM,Requesting EH&S cleanup for fire extinguisher,Information Only
765,Citizen Contact,Price Center,2/12/2012,120212068,2/12/2012,9:13 PM,Reporting party concerned about missing boyfriend,Information Only
766,Suspicious Person,Price Center,2/9/2012,120209002,2/9/2012,12:27 AM,,Information Only
767,Quiet Hours Contact,The Village Bldg 1,2/9/2012,120209003,2/9/2012,12:32 AM,,Will Cooperate
768,Suspicious Person,Galbraith Hall,2/9/2012,120209016,2/9/2012,6:26 AM,,Unable To Locate
769,Incomplete Wireless 911 Call,Matthews Turn‐Around,2/9/2012,120209032,2/9/2012,11:03 AM,,Checks OK
770,Grand Theft,York Hall,2/9/2012,2012‐0174,2/9/2012,9:30 AM‐10:50 AM,"Loss: $2,000.00",Report Taken
771,Incomplete Wireless 911 Call,Engineering Bldg Unit 2,2/9/2012,120209040,2/9/2012,1:31 PM,,Checks OK
772,Disturbance,Student Health,2/9/2012,2012‐0175,2/9/2012,4:29 PM,Psych subject,Information Only
773,Medical Aid,Brennan Hall,2/9/2012,120209050,2/9/2012,5:49 PM,"Young adult female abdominal pains, refused medics",Information Only
774,Suspicious Person,UCTR 202,2/9/2012,120209051,2/9/2012,5:55 PM,,Information Only
775,Burglary Alarm,Robert Paine Center,2/9/2012,120209052,2/9/2012,6:04 PM,,False Alarm
776,Burglary Alarm,Isaacs Hall,2/9/2012,120209053,2/9/2012,8:35 PM,,False Alarm
777,Assist Other Agency,La Jolla village Dr/Villa La Jolla Dr,2/9/2012,120209055,2/9/2012,9:04 PM,San Diego PD needing assistance in locating transient,Unable To Locate
778,Bicyclist Stop,Lot 602,2/9/2012,120209061,2/9/2012,9:49 PM,,Verbal Warning Issued
779,Bicyclist Stop,Lot 602,2/9/2012,120209063,2/9/2012,10:04 PM,,Cited
780,Suspicious Person,Warren Lecture Hall,2/9/2012,120209065,2/9/2012,10:38 PM,,Field Interview
781,Illegal Parking,Miramar St,2/9/2012,120209067,2/9/2012,10:43 PM,,Gone On Arrival
782,Burglary Alarm,Robert Paine Center,2/9/2012,120209070,2/9/2012,11:01 PM,,Checks OK
783,Welfare Check,The Village Bldg 4,2/9/2012,120209071,2/9/2012,11:13 PM,,Field Interview
784,Suspicious Person,La Jolla Del Sol Apartments,2/9/2012,120209072,2/9/2012,11:14 PM,,Unable To Locate
785,Theft Of Bicycle,Goldberg Complex,1/31/2012,2012‐0159,1/29/2012‐1/30/2012,3:50 PM‐4:35 PM,Loss: $350.00,Online Report
786,Theft Of Bicycle,Center Hall Bike Rack,2/2/2012,2012‐0160,1/31/2012,12:30 PM‐1:40 PM,Loss: $650.00,Online Report
787,Theft Of Bicycle,Harlen Hall,2/3/2012,2012‐0161,2/02/2012‐2/03/2012,12:00 AM‐6:00 AM,Loss: $175.00,Online Report
788,Theft Of Bicycle,APM Bike Racks,2/8/2012,2012‐0176,1/16/2012‐1/24/2012,6:00 PM‐12:00 PM,Loss: $250.00,Online Report
789,Suspicious Person,Blake Hall,2/14/2012,120214004,2/14/2012,2:04 AM,,Field Interview
790,Gas/Water/Sewer Leak,Stein Clinical Research Bldg,2/14/2012,120214006,2/14/2012.,6:24 AM,Possible water leak,Referred To Other Agency‐EH&S
791,Non Injury Accident Report,Campus Service Complex Bldg G,2/14/2012,2012‐0197,2/14/2012,8:06 AM,UC Vehicle vs. wall,Report Taken
792,Animal Call,UCTR 201,2/14/2012,120214014,2/14/2012,8:41 AM,Dog inside vehicle panting,Checks OK
793,Information,McGill Hall,2/14/2012,120214015,2/14/2012,8:47 AM,Suspicious person,Information Only
794,Welfare Check,Price Center‐Shogun,2/14/2012,120214026,2/14/2012,12:42 PM,,Checks OK
795,Petty Theft,Student Services Building,2/14/2012,120214027,2/14/2012,12:42 PM,Amount of loss unknown,Information Only
796,Non Injury Accident Report,Bookstore,2/14/2012,2012‐0198,2/9/2012,1:45 PM,Pepsi truck ran over employee's foot,Report Taken
797,Identity Theft,Village East 1,2/14/2012,120214029,2/14/2012,1:31 PM,Loss: $150.00,Information Only
798,Suicide Attempt,Glider Port/La Jolla Cliffs,2/14/2012,2012‐0199,2/14/2012,1:50 PM,,Transported To Hospital
799,Suicide Attempt,ERC Admin,2/14/2012,120214033,2/14/2012,4:23 PM,"No suicide attempt, no further help needed",Information Only
800,Petty Theft,Shuttles,2/14/2012,120214034,2/14/2012,4:32 PM,"No petty theft, subject lost item on shuttle bus",Information Only
801,Stolen Vehicle,North Mesa Apartments,2/14/2012,120214035,2/14/2012,6:25 PM,No crime found,Unfounded
802,Burglary,Marshall Apartments West,2/14/2012,2012‐0200,2/14/2012,7:30 PM,"No burglary, trespass only",Report Taken
803,Medical Aid,Natural Sciences Bldg,2/14/2012,120214037,2/14/2012,7:48 PM,Subject cut finger on glassware,Transported To Hospital
804,Burglary,Mesa Verde Hall,2/14/2012,2012‐0201,2/14/2012,11:30 AM‐7:30 PM,"Loss: $2,650.00",Report Taken
805,Fire Alarm,The Village Bldg 1,2/14/2012,120214040,2/14/2012,8:54 PM,Burnt food,False Alarm
806,Noise Disturbance,Village East 1,2/14/2012,120214042,2/14/2012,10:17 PM,,Information Only
807,Disturbance,The Village Bldg 1,2/14/2012,120214044,2/14/2012,11:14 PM,Large crowd,Information Only
808,Person Down,Biomedical Sciences Bldg,2/21/2012,120221006,2/21/2012,1:43 AM,,Information Only
809,Noise Disturbance,Sixth College Apartments,2/21/2012,120221007,2/21/2012,1:51 AM,Loud music and television,Will Cooperate
810,Suspicious Person,Science And Engineering Research,2/21/2012,120221010,2/21/2012,5:42 AM,,Field Interview
811,Smoke Check,Che Café,2/21/2012,120221018,2/21/2012,8:24 AM,Compost pile smoking,Checks OK
812,Injury,Urey Hall,2/21/2012,120221023,2/21/2012,9:11 AM,"Adult female tripped, possibly hurt back, conscious and breathing",Transported To Hospital
813,Medical Aid,Pines On Muir Commons,2/21/2012,120221025,2/21/2012,9:47 AM,"Young adult male blacked out, conscious and breathing",Transported To Hospital
814,Burglary,Porters Pub,2/21/2012,2012‐0227,2/19/2012‐2/21/2012,4:00 PM‐10:00 AM,Loss: $700.00,Report Taken
815,Medical Aid,Europe Hall,2/21/2012,120221035,2/21/2012,12:52 PM,"Young adult female feeling ill, having trouble walking, conscious and breathing",Transported To Hospital
816,Citizen Contact,Lot 703,2/21/2012,2012‐0228,2/21/2012,1:45 PM,"Rock flew up from weed whacker, hit and shattered a window",Report Taken
817,Vandalism,Career Planning And Placement,2/21/2012,120221041,2/21/2012,2:33 PM,Graffiti,Information Only
818,Information,Villa La Jolla Dr/La Jolla Village Dr,2/21/2012,120221042,2/21/2012,2:55 PM,Suspicious person,Information Only
819,Gang Or Terrorist Threat,Student Health,2/21/2012,120221043,2/21/2012,4:03 PM,"No crime, subject yelling out obscenities",Field Interview
820,Incomplete Wireless 911 Call,North mesa Apartments,2/21/2012,120221045,2/21/2012,5:45 PM,,Checks OK
821,Noise Disturbance,Marshall Res Halls,2/21/2012,120221055,2/21/2012,11:29 PM,Suitemates too loud,Information Only
822,Marijuana Contact,Matthews Apartments,2/21/2012,120221056,2/21/2012,11:39 PM,,Information Only
823,"Disturbance, Noise",Oceania Hall,2/2/2012,120202002,2/2/2012,12:11 AM,Loud Music,Quiet on Arrival
824,Possession of Marijuana,Marshall Apartments East,2/2/2012,120202003,2/2/2012,12:12 AM,,Information Only
825,Possession of Marijuana,Parking Lot 304,2/2/2012,2012-0136,2/2/2012,12:45 AM,,Report Taken
826,Suspicious Person,Commuter Lounge on Price Center,2/2/2012,120202010,2/2/2012,1:37 AM,Possible subject sleeping in the commuter lounge,Unable to Locate
827,"Disturbance, Noise",Asia Hall,2/2/2012,120202014,2/2/2012,4:29 AM,,Field Interview
828,Suspicious Person,Price Center,2/2/2012,120202014,2/2/2012,4:29 AM,,Field Interview
829,Vehicle Burglary,Pangea Parking Structure,2/2/2012,2012-0137,2/2/2012,5:23 AM,,Report Taken
830,Information,Ritter Hall,2/2/2012,120202017,2/2/2012,5:44 AM,Power shut down from 0600-0800,Information Only
831,Suspicious Person,Internal Medicine Group Building 4,2/2/2012,120202020,2/2/2012,6:37 AM,Possible subject sitting by the front door brushing his hair,Unable to Locate
832,Lost Property,North Torrey Pines Road North,2/2/2012,120202021,2/2/2012,7:42 AM,Appears to be a safe dumped in bushes by sidewalk,Information Only
833,Skateboard Stop,Hopkins Parking Structure,2/2/2012,120202023,2/2/2012,8:09 AM,,Verbal Warning Issued
834,Non Injury Accident Report,Miramar Parking Lot,2/2/2012,2012-0138,2/1/2012,6:15 PM,,Report Taken
835,Bicyclist Stop,Muir Lane,2/2/2012,120202035,2/2/2012,9:30 AM,,Verbal Warning Issued
836,Bicyclist Stop,Voigt Drive/Equality Lane,2/2/2012,120202035,2/2/2012,9:30 AM,,Verbal Warning Issued
837,Medical Aid,Rebecca and John Moores Cancer Center,2/2/2012,120202036,2/2/2012,9:53 AM,Male patient loss conscious earlier,Referred to Other Agency
838,Information,Pharmaceutical Sciences,2/2/2012,120202042,2/2/2012,10:44 AM,Working on black boxes,Information Only
839,Injury,Mandler Hall,2/2/2012,2012-0139,2/2/2012,12:16 AM,Injury from a bike accident,Report Taken
840,Suspicious Person,Library Walk,2/2/2012,120202051,2/2/2012,1:21 PM,Male handing out flyers,Will Cooperate
841,Information,Thornton Hospital,2/2/2012,120202055,2/2/2012,2:16 PM,Disturbance of vehicle,Information Only
842,Bicyclist Stop,Rupertus Way/Russell Lane,2/2/2012,120202056,2/2/2012,2:19 PM,,Verbal Warning Issued
843,Information,Matthews Apartments,2/2/2012,120202059,2/2/2012,3:01 PM,SDPD Detectives interviewing a student,Information Only
844,Citizen Flagdown,Gilman Drive/Voigt Drive,2/2/2012,120202060,2/2/2012,3:33 PM,Employee in UC vehicle,Information Only
845,Bicyclist Stop,Scholars Drive North/North Point Drive,2/2/2012,120202065,2/2/2012,4:39 PM,,Verbal Warning Issued
846,Citizen Contact,University Extension Complex,2/2/2012,120202071,2/2/2012,6:11 PM,Subject keeps showing up in class but has not paid,Checks Ok
847,Information,SIO Admin,2/2/2012,120202078,2/2/2012,10:05 PM,,Information Only
848,Alcohol Contact,Tamarack Apartments,2/2/2012,120202083,2/2/2012,11:54 PM,,Information Only
849,Disturbance,Frankfurter Hall,2/19/2012,120219001,2/19/2012,12:07 AM,Party,Information Only
850,Alcohol Contact,International Ln,2/19/2012,120219004,2/19/2012,12:33 AM,,Field Interview
851,Drunk In Public,Sixth College Apartments,2/19/2012,2012‐0221,2/19/2012,12:40 AM,,Transported To Detox
852,Incomplete Wireless 911 Call,Gove Café,2/19/2012,120219007,2/19/2012,12:51 AM,,Checks OK
853,Alcohol Contact,Kathmandu,2/19/2012,2012‐0222,2/19/2012,12:50 AM,,Transported To Detox
854,Alcohol Contact,Sixth College Res Halls,2/19/2012,120219009,2/19/2012,1:00 PM,,Information Only
855,Suspicious Person,Sixth College Apartments,2/19/2012,120219010,2/19/2012,1:05 AM,,Checks OK
856,Marijuana Contact,Sixth College Apartments,2/19/2012,120219015,2/19/2012,1:29 AM,,Information Only
857,Welfare Check,Lot 604,2/19/2012,120219020,2/19/2012,9:05 AM,,Checks OK
858,Suspicious Vehicle,Lot 702,2/19/2012,120219022,2/19/2012,10:10 AM,,Cited
859,Information,Mandeville Center,2/19/2012,120219029,2/19/2012,11:26 AM,"Pit bull with owners, not on leash and doesn't appear vicious",Information Only
860,Citizen Contact,Revelle Plaza,2/19/2012,120219033,2/19/2012,12:22 PM,Big red chair moved from original location,Information Only
861,Illegal Parking,Lot 359,2/19/2012,120219039,2/19/2012,1:18 PM,,Referred To Other Agency‐Parking
862,Suspicious Person,Stein Clinical research,2/19/2012,2012‐0223,2/19/2012,3:15 PM,Non‐affiliate,Stay Away Order Issued
863,Medical Aid,Solis,2/19/2012,120219045,2/19/2012,4:14 PM,"Adult male having seizure, conscious and breathing",Transported To Hospital
864,Incomplete Wireless 911 Call,The Village West Bldg 1,2/19/2012,120219047,2/19/2012,6:42 PM,,Information Only
865,Information,Voigt Dr,2/19/2012,120219051,2/19/2012,8:02 PM,"Per Scripps Security transient patient being release, possibly still under influence",Information Only
866,Medical Aid,1 Miramar Bldg 3,2/19/2012,2012‐0224,2/19/2012,9:10 PM,Excessive alcohol,Transported To Hospital
867,Information,Scripps Memorial Hospital,2/19/2012,120219055,2/19/2012,9:56 PM,Per reporting party unknown psych subject dialing 911 making suspicious statements,Referred To Other Agency
868,Marijuana Contact,Village East 2,2/19/2012,120219063,2/19/2012,11:28 PM,,Information Only
869,Illegal Parking,Village East 1,2/19/2012,120219067,2/19/2012,11:54 PM,,Verbal Warning Issued
870,Traffic Stop,Lot 705,2/11/2012,2012‐0181,2/11/2012,12:01 AM,Reckless Driving,Traffic Citation Issued
871,Noise Disturbance,Tenaya Hall,2/11/2012,120211003,2/11/2012,12:08 AM,,Will Cooperate
872,Disturbance,The Village Bldg 3,2/11/2012,120211004,2/11/2012,12:14 AM,Large party,Will Cooperate
873,Noise Disturbance,1 Miramar Bldg 4,2/11/2012,120211007,2/11/2012,12:46 AM,Loud music,Will Cooperate
874,Citizen Contact,Village Place and Market,2/11/2012,2012‐0182,2/11/2012,1:20 AM,Public intoxication,Transported To Detox
875,Assist Other Agency,Scholars Dr South/Revelle College,2/11/2012,120211011,2/11/2012,1:09 AM,Has been drinking male,Unable To Locate
876,Alcohol Contact,Tioga Hall,2/11/2012,120211013,2/11/2012,1:17 AM,,Information Only
877,Suspicious Person,Challenger Hall,2/11/2012,120211015,2/11/2012,1:31 AM,,Field Interview
878,Noise Disturbance,1 Miramar Bldg 3,2/11/2012,120211017,2/11/2012,1:37 AM,,Quiet On Arrival
879,Burglary Alarm,Student Services Center,2/11/2012,120211018,2/11/2012,1:39 AM,,False Alarm
880,Disturbance,Pangea Parking Structure,2/11/2012,120211024,2/11/2012,2:36 AM,Female refusing to pay cab fare,Checks OK
881,Medical Aid,Tioga Hall,2/11/2012,120211027,2/11/2012,4:19 AM,Possible intoxicated female,Checks OK
882,Fire Alarm,Revelle Apartments,2/11/2012,120211029,2/11/2012,6:20 AM,,False Alarm
883,Burglary Alarm,Mandeville Art Gallery,2/11/2012,120211033,2/11/2012,7:16 AM,,False Alarm
884,Injury,Main Gym‐Recreation Center,2/11/2012,2012‐0183,2/11/2012,8:10 AM,Adult male passed out and fell face first,Transported To Hospital By Friend
885,Illegal Parking,Lot 359,2/11/2012,120211040,2/11/2012,10:20 AM,,Referred To Other Agency‐Parking
886,Information,Campus Point Dr/Voigt Dr,2/11/2012,120211044,2/11/2012,11:26 AM,Pothole forming,Information Only
887,Medical Aid,Hopkins Parking Structure,2/11/2012,120211045,2/11/2012,11:36 AM,No medical attention needed,Information Only
888,Illegal Parking,Lot 510,2/11/2012,120211046,2/11/2012,11:51 AM,,Referred To Other Agency‐Parking
889,Burglary Alarm,Computer Lab,2/11/2012,120211049,2/11/2012,12:17 PM,,False Alarm
890,Bicyclist Stop,Scholars Dr North,2/11/2012,120211050,2/11/2012,12:31 PM,,Verbal Warning Issued
891,Skateboard Stop,Marshall Admin.,2/11/2012,120211051,2/11/2012,12:36 PM,,Verbal Warning Issued
892,Non Injury Accident,Lot 510,2/11/2012,120211053,2/11/2012,12:52 PM,"Large van seen backing into another vehicle, driver of van left note",Information Only
893,Bicyclist Stop,Voigt Dr/Matthews Ln,2/11/2012,120211057,2/11/2012,2:05 PM,,Verbal Warning Issued
894,Incomplete Phone Call/911 Hangup,Stephen Birch Aquarium,2/11/2012,120211058,2/11/2012,2:12 PM,,Checks OK
895,Bicyclist Stop,La Jolla Shores Dr/North Torrey Pines Rd,2/11/2012,120211062,2/11/2012,3:03 PM,,Verbal Warning Issued
896,Bicyclist Stop,Thurgood Marshall Ln/Scholars Dr,2/11/2012,120211065,2/11/2012,4:22 PM,,Verbal Warning Issued
897,Medical Aid,Tioga Hall,2/11/2012,120211069,2/11/2012,4:56 PM,"Young adult female having allergic reaction to peanuts, conscious and breathing",Transported To Hospital
898,Smoke Check,Applied Physics and Math,2/11/2012,120211070,2/11/2012,5:11 PM,Smell of smoke in lunch room,Unable To Locate
899,Assist Other Agency,Matthews Apartments,2/11/2012,2012‐0184,2/11/2012,7:50 PM,Marijuana contact,Report Taken
900,Quiet Hours Contact,The village West Bldg 1,2/11/2012,120211079,2/11/2012,9:33 PM,,Field Interview
901,Citizen Contact,Pangea Parking Structure,2/11/2012,120211080,2/11/2012,9:43 PM,Unable to find vehicle,Vehicle Found
902,Alcohol Contact,Lot 207,2/11/2012,120211082,2/11/2012,10:55 PM,,Field Interview
