,Event,Location,Date Reported,Incident/Case#,Date Occurred,Time Occurred,Summary:,Disposition:
629,Burglary,1 Miramar Building 2,1/13/2018,2018‐0058,1/12/2018‐1/13/2018,3:00 PM‐9:00 AM,Unknown suspect(s) gained entry into apartment and stole victim's wallet,Report Taken
630,Suspicious Person,Price Center,1/13/2018,1801130034,1/13/2018,5:49 PM,,Information Only
631,Suspicious Person,Engineering Building Unit 3B,1/13/2018,1801130036,1/13/2018,6:15 PM,,Field Interview
632,Fire Alarm,North America Hall,1/13/2018,1801130041,1/13/2018,7:21 PM,,False Alarm
633,Burglary,Bonner Hall,1/13/2018,2018‐0059,1/13/2018,8:34 PM‐9:26 PM,"Victim's laptop stolen from office in secured building, loss $3,050.00",Report Taken
634,Citizen Contact,VA Hospital,1/13/2018,1801130060,1/13/2018,10:07 PM,"Reporting party had vehicle parked by unknown patron, would like officers to check that vehicle is parked in patient lot still",Referred To Other Agency
635,Possession Of Marijuana,Revelle Apartments,1/13/2018,1801130063,1/13/2018,10:34 PM,Odor of marijuana on floor levels 8 and 9,Unable To Locate
636,Citizen Contact,Revelle Apartments,1/13/2018,1801130064,1/13/2018,10:47 PM,Two males playing basketball after hours,Referred To Student Conduct
637,Drug Impound,Matthews Apartments,1/13/2018,2018‐0061,1/13/2018,10:51 PM,RSO requested officer for found marijuana during alcohol contact,Referred To Student Conduct
638,Public Intoxication,Lot 103,1/13/2018,2018‐0060,1/13/2018,10:55 PM,RSO reported an intoxicated female who had fallen in parking lot,Transported To Detox
639,Security Alarm,Bookstore,1/13/2018,1801130068,1/13/2018,11:20 PM,,False Alarm
640,Noise Disturbance,mesa Nueva Building A,1/13/2018,1801130070,1/13/2018,11:42 PM,,Will Cooperate
641,Battery,UCSD Medical Center ‐ Hillcrest,1/13/2018,HC18‐01‐12‐0057,1/12/2018,12:10 PM,"Disruptive patient rammed cart at another patients IV pole, no injuries, no charges filed",Information Only
642,Noise Disturbance,Goldberg Hall,1/26/2018,1801260003,1/26/2018,12:57 AM,Loud talking,Referred To Student Conduct
643,Noise Disturbance,Tenaya Hall,1/26/2018,1801260004,1/26/2018,1:21 AM,,Cancelled
644,Security Alarm,UCTR 301,1/26/2018,1801260014,1/26/2018,3:46 AM,,False Alarm
645,Suspicious Person,Cognitive Sciences Building,1/26/2018,1801260016,1/26/2018,4:22 AM,,Checks OK
646,Collision Counter Report,Lot 103,1/26/2018,2018‐0128,1/25/2018,8:50 AM,Motorist of UC vehicle collided into parked vehicle,Report Taken
647,Incomplete Phone Call/911 Hang‐Up,Geisel Library,1/26/2018,1801260026,1/26/2018,11:34 AM,,Checks OK
648,Animal Call,Lot 104,1/26/2018,1801260033,1/26/2018,1:35 PM,"Small dog inside vehicle barking, windows cracked open approximately 2 inches",Gone On Arrival
649,Hit & Run ‐ No Injuries,Hopkins Parking Structure,1/26/2018,2018‐0130,1/26/2018,2:00 PM‐2:07 PM,,Report Taken
650,UC Policy Violation,Burning Man,1/26/2018,1801260037,1/26/2018,2:52 PM,Group of smokers,Checks OK
651,Illegal Vendor/Solicitor,South Mesa Apartments,1/26/2018,1801260039,1/26/2018,3:40 PM,,Unable To Locate
652,Suspicious Person,The Village East Building 1,1/26/2018,1801260041,1/26/2018,3:48 PM,,Unfounded
653,Attempt To Contact,Central Mesa Apartments,1/26/2018,1801260043,1/26/2018,4:20 PM,"Per San Diego Sheriff's Office, possibly recovered stolen drivers license for subject and needs owner to call and confirm",Service Provided
654,Traffic Hazard,Gilman Dr/Voigt Dr,1/26/2018,1801260045,1/26/2018,6:07 PM,,Field Interview
655,DUI,Gilman Dr/Osler Dr,1/26/2018,2018‐0131,1/26/2018,7:31 PM,,Closed By Adult Arrest
656,Animal Call,Villa La Jolla Dr,1/26/2018,1801260050,1/26/2018,8:13 PM,Report of injured duck under VA bridge,Referred To Other Agency
657,Gas/Water/Sewer Leak,Mesa Nueva Building A,1/26/2018,1801260054,1/26/2018,9:48 PM,Odor of natural gas coming from pipe outside building,Checks OK
658,Assist Other Agency,Blacks Beach Gate,1/26/2018,1801260054,1/26/2018,10:13 PM,"Per Lifeguards, requesting unit to make sure gate is unlocked for San Diego Police",Information Only
659,Disturbance,Price Center,1/26/2018,1801260055,1/26/2018,10:42 PM,Report of two males aggressively soliciting and making students feel uncomfortable,Stay Away Order Issued
660,Noise Disturbance,The Village East Building 4,1/26/2018,1801260056,1/26/2018,10:55 PM,Loud music,Quiet On Arrival
661,Fire Alarm,Revelle Apartments,1/26/2018,1801260057,1/26/2018,11:11 PM,,False Alarm
662,Injury,RIMAC ‐ Basketball Courts,1/26/2018,1801260059,1/26/2018,11:26 PM,Adult male dislocated shoulder,Transported To Hospital
663,Quiet Hours Contact,Tamarack Apartments,1/26/2018,1801260061,1/26/2018,11:35 PM,,Will Cooperate
664,Disturbance ‐ Psych Subject,UCSD Medical Center ‐ Hillcrest,1/26/2018,HC18‐01‐25‐0126,1/25/2018,9:25 AM,Report of former female patient inside locked UCSD vehicle and threatening to harm self,Referred To Other Agency ‐ San Diego Police
665,Petty Theft,ERC San & Laundry West,1/26/2018,2018‐0138,1/26/2018,1:00 Am‐2:30 AM,"Victim's clothing stolen from dryer, loss $300.00",Online Report
666,Quiet Hours Contact,Discovery Hall,1/18/2018,1801180003,1/18/2018,12:45 AM,,Referred To Student Conduct
667,Hazard Situation,Mobil Station,1/18/2018,1801180005,1/18/2018,1:36 AM,Broken down vehicle in west bound lanes,Referred To Other Agency
668,Lost Property,Pharmaceutical Sciences,1/18/2018,1801180009,1/18/2018,4:10 AM,Report of unattended duffel bag in lobby,Checks OK
669,Lost Property,1 Miramar Building 2,1/18/2018,1801180013,1/18/2018,7:22 AM,"Report of cut chain lock wrapped in boxer and pants, inside laundry room",Checks OK
670,Suspicious Person,Sverdrup Hall,1/18/2018,1801180014,1/18/2018,7:35 AM,,Field Interview
671,Ticket Sign Off,Whole Foods,1/18/2018,1801180020,1/18/2018,9:14 AM,,Service Provided
672,Citizen Contact,Nobel Dr,1/18/2018,1801180021,1/18/2018,9:29 AM,,Field Interview
673,Information,UCSD Police Department,1/18/2018,1801180024,1/18/2018,10:35 AM,Uber driver found student's ID card,Service Provided
674,Animal Call,Rebecca & John Moores Cancer Center,1/18/2018,1801180033,1/18/2018,12:44 PM,Vehicle pulled up in front of building and left animals inside vehicle,Referred To Other UCSD Department
675,Suspicious Person,Tenaya Hall,1/18/2018,1801180038,1/18/2018,2:24 PM,,Field Interview
676,Ticket Sign Off,UCSD Police Department,1/18/2018,1801180039,1/18/2018,2:49 PM,,Service Provided
677,Security Alarm,UCTR,1/18/2018,1801180042,1/18/2018,5:32 PM,,False Alarm
678,Welfare Check,Faculty Club,1/18/2018,1801180043,1/18/2018,5:48 PM,,Unfounded
679,Suspicious Person,Mandeville Center,1/18/2018,1801180047,1/18/2018,8:12 PM,,Unable To Locate
680,Suspicious Person,Gilman Dr/Eucalyptus Grove Ln,1/18/2018,1801180048,1/18/2018,8:52 PM,,Field Interview
681,Psych Subject,Rita Atkinson Residences,1/18/2018,2018‐0086,1/18/2018,9:16 PM,"Suicidal male subject found inside bedroom, after officer's responded to a request for welfare check",Transported To Hospital
682,Fire Alarm,Robinson Complex Building 1,1/18/2018,1801180052,1/18/2018,9:39 PM,Checks OK per housing maintenance,Referred To Other UCSD Department
683,Fraud,Unknown,1/18/2018,1801180055,1/16/2018,Unknown,Reporting party came in to police department to report a loss of $150 via a pyramid scheme,Service Provided
684,Quiet Hours Contact,The Village East Building 1,1/18/2018,1801180057,1/18/2018,11:10 PM,,Will Cooperate
685,Security Alarm,Geisel Library,1/20/2018,1801200002,1/20/2018,12:52 AM,,False Alarm
686,Fire Alarm,Asia Hall,1/20/2018,1801200005,1/20/2018,1:17 AM,,False Alarm
687,Disturbance ‐ Argument,Thornton Pavilion,1/20/2018,1801200006,1/20/2018,1:26 AM,Discharged patient refusing to leave,Will Cooperate
688,Excessive Alcohol,Sixth College Building 710,1/20/2018,2018‐0091,1/20/2018,2:55 AM,Overly intoxicated female,Transported To Hospital
689,Medical Aid,Central Mesa Apartments,1/20/2018,1801200016,1/20/2018,4:05 AM,Request for alcohol evaluation of adult female,Checks OK/Referred To Student Conduct
690,Drunk Driving,Regents Park Row/Regents Rd,1/20/2018,1801200021,1/20/2018,5:39 PM,"Possible intoxicated subject from earlier, got into vehicle",Unable To Locate
691,Discharging Of Firearm,Campus Point Dr/Genesee Ave,1/20/2018,1801200022,1/20/2018,6:41 AM,"No firearm, sound from vehicles driving over construction plates",Cancelled
692,Hit & Run ‐ Counter Report,Mesa Nueva Building B,1/20/2018,2018‐0092,1/3/2018‐1/15/2018,12:00 PM ‐ 12:00 PM,,Report Taken
693,Citizen Flagdown,Price Center,1/20/2018,1801200027,1/20/2018,11:25 AM,Directions needed,Service Provided
694,Illegal Parking,Lot 418,1/20/2018,1801200033,1/20/2018,12:46 PM,,Information Only
695,Petty Theft,1 Miramar Building 4,1/20/2018,1801200038,1/20/2018,1:47 PM,"Report of stolen bicycle parts, no report desired",Information Only
696,Suspicious Person,Center For Molecular Medicine East,1/20/2018,1801200041,1/20/2018,3:14 PM,,Unable To Locate
697,Citizen Contact,Lot 502,1/20/2018,1801200044,1/20/2018,12:30 PM ‐03:30 PM,"Reporting party stated upon return to parked vehicle, all 4 windows were found rolled down, nothing taken",Checks OK
698,Burglary,Engineering Building Unit 3A,1/20/2018,2018‐0093,1/20/2017,3:30 PM‐3:40 PM,"Unknown suspect(s) entered victim's locked laboratory and stole lap top, loss $2000.00",Report Taken
699,Lost Property,UCSD Police Department,1/20/2018,1801200049,1/20/2018,4:35 PM,Owner received notice wallet was turned into UCSD PD lost & found,Returned To Owner
700,Citizen Flagdown,Medical Teaching Facility,1/20/2018,1801200050,1/20/2018,4:50 PM,Student requesting access into building for items left in room the day before,Service Provided
701,Grand Theft,The Village East Building 1,1/20/2018,1801200051,1/20/2018,4:59 PM,"No theft, bikes turned in to UCSD PD as lost & found",Returned To Owner
702,Security Alarm,Geisel Library,1/20/2018,1801200060,1/20/2018,8:53 PM,,False Alarm
703,Marijuana Contact,The Village West Building 1,1/20/2018,1801200063,1/20/2018,9:15 PM,Odor of marijuana in area,Unable To Locate
704,Alcohol Contact,The Village West Building 5,1/20/2018,1801200071,1/20/2018,10:17 PM,,Referred To Student Conduct
705,Alcohol Contact,The Village West Building 3,1/20/2018,1801200075,1/20/2018,11:01 PM,,Checks OK
706,Citizen Contact,The Village West Building 7,1/20/2018,1801200077,1/20/2018,11:25 PM,Officer contacted room for having hookah,Referred To Student Conduct
707,Lost Property,Blake Hall,1/20/2018,1801200079,1/20/2018,11:44 PM,Owner notified that cell phone was turned into security office,Service Provided
708,Information,Geisel Library,1/2/2018,1801020013,1/2/2018,5:31 AM,Alarm set off in error,Information Only
709,Bicyclist Stop,Center Hall,1/2/2018,1801020018,1/2/2018,8:26 AM,,Verbal Warning Issued
710,Attempt To Contact,The Village West Building 7,1/2/2018,1801020025,1/2/2018,9:38 AM,,Unable To Locate
711,Citizen Contact,North mesa Apartments,1/2/2018,1801020026,1/2/2018,9:50 AM,Reporting party requesting contact regarding tree trimmers possibly damaging her apartment,Service Provided
712,Security Alarm,Isaacs Hall,1/2/2018,1801020027,1/2/2018,9:51 AM,,False Alarm
713,Suspicious Vehicle,Lot 308,1/2/2018,1801020030,1/2/2018,10:28 AM,,Checks OK
714,Illegal Camping,North Torrey Pines Rd/La Jolla Shores Dr,1/2/2018,1801020032,1/2/2018,10:50 AM,,Information Only
715,Lost Property,UCSD Police Department,1/2/2018,1801020040,1/2/2018,1:23 PM,Report of lost foreign passport,Information Only
716,Information,Seaside Café,1/2/2018,1801020061,1/2/2018,4:53 PM,Reporting party requesting assistance securing building,Referred To Other UCSD Department
717,Suspicious Circumstances,Sixth College Building 710,1/2/2018,1801020066,1/2/2018,6:36 PM,Resident Advisor sees light on in suite that is supposed to be unoccupied,Checks OK
718,Disorderly Conduct: Peek Inside Inhabited Building,Central Mesa Apartments,1/2/2018,1801020078,1/2/2018,8:28 PM,"Report of unknown male looking into bedroom window, suspect fled and police were unable to locate",Report Taken
719,Person Down,Voigt Dr/Lot 702,1/2/2018,1801020088,1/2/2018,10:36 PM,Male laying in middle of road near bus stop,Transported To Hospital
720,Medical Aid,East Campus Parking Structure,1/2/2018,1801020092,1/2/2018,11:53 PM,Adult male inside vehicle having cardiac symptoms,Transported To Hospital
721,Quiet Hours Contact,The Village East Building 1,1/15/2018,1801180005,1/15/2018,1:16 AM,,Referred To Student Conduct
722,Noise Disturbance,Europe Hall,1/15/2018,1801150006,1/15/2018,1:17 AM,,Referred To Student Conduct
723,Quiet Hours Contact,The Village West Building 1,1/15/2018,1801150007,1/15/2018,1:26 AM,,Referred To Student Conduct
724,Alcohol Contact,The Village West Building 1,1/15/2018,1801150008,1/15/2018,1:43 AM,,Referred To Student Conduct
725,Suspicious Vehicle,Lot 208,1/15/2018,1801150009,1/15/2018,1:49 AM,,Checks OK
726,Citizen Contact,Europe Hall,1/15/2018,1801150011,1/15/2018,1:57 AM,Subject sleeping,Referred To Student Conduct
727,Quiet Hours Contact,Sixth College Apartments,1/15/2018,1801150013,1/15/2018,2:33 AM,,Referred To Student Conduct
728,Quiet Hours Contact,The Village East Building 1,1/15/2018,1801150018,1/15/2018,4:46 AM,,Referred To Student Conduct
729,Disturbance,East Campus Parking Structure,1/15/2018,1801150025,1/15/2018,6:13 AM,Discharged patient making verbal threats towards security,Field Interview
730,Citizen Flagdown,Medical Teaching Facility,1/15/2018,1801150029,1/15/2018,9:29 AM,,Service Provided
731,Information,Urey Hall,1/15/2018,1801150032,1/15/2018,10:20 AM,Door keys not working,Referred To Other UCSD Department
732,Noise Disturbance,ECEC Building A,1/15/2018,1801150033,1/15/2018,10:33 AM,Construction noise,Checks OK
733,Citizen Contact,Brown Hall,1/15/2018,1801150042,1/15/2018,11:45 AM,Information addition for previously reported information only report,Service Provided
734,Citizen Flagdown,Voigt Dr/Hopkins Dr,1/15/2018,1801150046,1/15/2018,12:30 PM,,Service Provided
735,Petty Theft,The Village West Building 1,1/15/2018,2018‐0067,1/14/2018,12:00 PM‐1:00 PM,"Unknown suspect(s) stole victim's clothes from washing machine, loss $100.00",Report Taken
736,Drunk In Public,Central Mesa Apartments,1/15/2018,2018‐0068,1/15/2018,1:14 PM,Non‐affiliate illegally lodging and smoking in area,Stay Away Order Issued
737,Welfare Check,The Village East Building 3,1/15/2018,1801150055,1/15/2018,3:33 PM,"Parent requesting welfare check on son, she has not heard from in 4 days",Checks OK
738,Suspicious Person,La Jolla Playhouse,1/15/2018,1801150058,1/15/2018,4:10 PM,,Unable To Locate
739,Theft,UCSD Medical Center ‐ Thornton Hospital,1/15/2018,LJ 18‐01‐14‐0057,1/14/2018,4:00 PM,Staff members shoes missing from staff locker room,Information Only
740,Noise Disturbance,Meteor Hall,4/12/2018,1804120003,4/12/2018,12:40 PM,Loud talking and laughing,Referred To Student Conduct
741,Information,Northview Information Booth,4/12/2018,1804120004,4/12/2018,12:48 PM,American flag light is out,Referred To Other UCSD Department
742,Suspicious Person,Price Center,4/12/2018,1804120005,4/12/2018,1:07 AM,Transient sleeping in commuter lounge,Field interview
743,Welfare Check,The Village West Building 1,4/12/2018,1804120006,4/12/2018,1:54 AM,"Per RSO, female passenger vomiting",Field Interview
744,Security Alarm,Student Services Center,4/12/2018,1804120010,4/12/2018,5:30 AM,,False Alarm
745,Welfare Check,Sixth College Apartments,4/12/2018,2018‐0541,4/12/2018,6:45 AM,Male requesting medical assistance for depression,Transported to Hospital
746,Security Alarm,UCTR 402,4/12/2018,1804120022,4/12/2018,6:48 AM,,False Alarm
747,Security Alarm,Mandeville Art Gallery,4/12/2018,1804120022,4/12/2018,8:37 AM,,Checks Ok
748,Ticket Sign Off,Calle Del Oro,4/12/2018,1804120030,4/12/2018,9:48 AM,,Service Provided
749,Battery,Eleanor Roosevelt,4/12/2018,2018‐0542,4/7/2018,11:45 PM,"Female student physically batter by male student, non dating relationship",Report Taken
750,Information,Radiation Oncology Center,4/12/2018,1804120036,4/12/2018,11:42 AM,Male requesting transportation to emergency room,Referred To Other Agency ‐ San Diego Fire Department
751,Ticket Sign Off,Lot 359,4/12/2018,1804120037,4/12/2018,11:15 AM,,Service Provided
752,Hazard Situation,McGill Hall,4/12/2018,1804120041,4/12/2018,11:53 AM,"Male student on roof, restricted area",Service Provided
753,Disturbance/ Domestic Violence,Warren Lecture Hall,4/12/2018,1804120041,4/12/2018,12:35 PM,Report of male and female seen slapping each other,Field Interview
754,Outside Agency Courtesy Report,"Off Campus Residence, La Jolla, CA",4/12/2018,1804120044,4/12/2018,1:13 PM,Former online dating partner threating to post private photos of victim on social media,Report Taken
755,Security Alarm,Student Health,4/12/2018,1804120049,4/12/2018,3:02 PM,,False Alarm
756,Injury,Rebecca and John Moores Cancer Center,4/12/2018,1804120050,4/12/2018,3:09 PM,Female Patient fell in parking area,Service provided
757,Welfare Check,Argo Hall,4/12/2018,2018‐0545,4/12/2018,3:53 PM,Request for officers to respond for roommate acting erratically,Transported to Hospital
758,Security Alarm,Student Center,4/12/2018,1804120055,4/12/2018,4:19 PM,,False Alarm
759,Citizen Flagdown,Lot 406,4/12/2018,1804120056,4/12/2018,4:24 PM,Directions needed,Service Provided
760,Suspicious Vehicle,Lot 702,4/12/2018,2018‐0546,4/12/2018,5:00 PM,Vehicle with air bags deployed and heavy front end damage,Vehicle Impounded
761,Lost Property,Biomedical Sciences Building,4/12/2018,1804120060,4/12/2018,8:15 PM,Caller possibly left keys in office door,Service Provided
762,Noise Disturbance,La Jolla del Sol Apartments,4/12/2018,1804120066,4/12/2018,10:15 PM,Someone playing guitar,Will Cooperate
763,Battery,UCSD Medical Center ‐ Hillcrest,4/12/2018,HC18‐04‐11‐0698,4/11/2018,12:32 PM,"Non‐compliant patient, under the influence of a controlled substance, attempted to bite and kick staff members while they applied restraints",Hospital Security Report Taken
764,Clery Incident Report ‐ Rape,Off Campus Location,4/12/2018,2018‐0543,4/2/2018,9:16 PM‐11:35 PM,,Information Only
765,Information,Lot 704,4/14/2018,1804140001,4/14/2018,12:01 PM,Party bus dropped off multiple people,Checks Ok
766,Alcohol Contact,Muir Commons,4/14/2018,1804140002,4/14/2018,1:00 AM,,Referred To Student Conduct
767,Quiet Hours Contact,Douglas Hall,4/14/2018,18041410003,4/14/2018,1:07 AM,,Will Cooperate
768,Information,Revelle Apartments,4/14/2018,1804140004,4/14/2018,1:30 AM,Exterior lights out on building 3,Referred to Other UCSD Department
769,Suspicious Vehicle,Coast Apartments,4/14/2018,1804140005,4/14/2018,2:11 AM,,Checks Ok
770,Noise Disturbance,Mesa Nueva Building A,4/14/2018,1804140009,4/14/2018,4:18 AM,Male singing and playing guitar,Referred To Student Conduct
771,Stolen Vehicle,Price Center,4/14/2018,2018‐0555,4/14/2018,2:30 AM ‐ 3:30 AM,Stolen UC golf cart,Report Taken
772,Petty Theft,Price Center ‐ Town Square,4/14/2018,2018‐0556,4/13/2018,5:15 PM ‐ 8:30 PM,"Stolen tablet and accessorie, loss $375.00",Report Taken
773,Bicyclist Stop,Warren Literature,4/14/2018,1804140019,4/14/2018,8:45 AM,,Verbal Warning Issued
774,Citizen Flagdown,Holly,4/14/2018,1804140021,4/14/2018,8:56 AM,Directions needed,Service Provided
775,Citizen Flagdown,Campus Point Dr / Medical Center Dr. North,4/14/2018,1804140023,4/14/2018,9:16 AM,Vehicle escort,Service Provided
776,Trespass,Biomedical,4/14/2018,1804140025,4/14/2018,10:20 AM,Transient inside mens restroom,Gone on Arrival
777,Suspicious Person,Library Walk,4/14/2018,1804140027,4/14/2018,11:03 AM,,Service Provided
778,Medical Aid,Price Center,4/14/2018,1804140032,4/14/2018,12:37 PM,Subject with AMR,Transported To Hospital
779,Security Alarm,LGBT Resource Center,4/14/2018,1804140038,4/14/2018,1:43 PM,,False Alarm
780,Hit and Run Collision,Lot 208,4/14/2018,2018‐0558,4/14/2018,8:30 AM ‐ 1:51 PM,,Report Taken
781,Vin Verification,UCSD Police Department,4/14/2018,1804140039,4/14/2018,2:01 PM,,Service Provided
782,Injury,University Center ‐ Yogurt Land,4/14/2018,2018‐0557,4/14/2018,2:11 PM ‐ 2:34 PM,"Female slipped and fell on some type of fluid, causing injury to knee",Report Taken
783,Medical Aid,La Jolla Farms Rd / La Jolla Shores Dr,4/14/2018,1804140041,4/14/2018,2:14 PM,"Elderly male exhasusted, concious and breathing",Checks Ok
784,Non Injury Collision,Village Place and Market,4/14/2018,1804140043,4/14/2018,2:27 PM,Involved parties exchanged information,Service Provided
785,Ticket Sign Off,UCSD Police Department,4/14/2018,1804140044,4/14/2018,2:31 PM,,Service Provided
786,Ticket Sign Off,UCSD Police Department,4/14/2018,1804140045,4/14/2018,2:36 PM,,Informtaion Only
787,Illegal Parking,UCSD Police Department,4/14/2018,1804140046,4/14/2018,2:51 PM,,Citation Issued
788,Information,Villa La Jolla Dr,4/14/2018,1804140049,4/14/2018,3:47 PM,Patient being verbally abusive and refusing to leave,Information Only
789,Property Damage,Lot 010,4/14/2018,2018‐0559,4/14/2018,4:22 PM,Tree branch fell on parked vehicle,Report Taken
790,Found Property,Price Center,4/14/2018,1804140053,4/14/2018,4:39 PM,Found wallet,Service Provided
791,Disturbance,Bates Hall ‐ Study Lounge,4/14/2018,1804140055,4/14/2018,6:29 PM,,Gone on Arrival
792,Citizen Flagdown,Center Hall,4/14/2018,1804140057,4/14/2018,7:26 PM,Directions needed,Service Provided
793,Welfare Check,The Village West Building 1,4/14/2018,2018‐0560,4/14/2018,7:42 PM,Report of male making suicidal threats/comments on social media,Transported To Hospital
794,Medical Aid,1 Miramar Building 2,4/14/2018,1804140059,4/14/2018,7:44 PM,Female experiencing chest pains,Transported To Hospital
795,Information,Muir Field,4/14/2018,1804140060,4/14/2018,8:15 PM,"Female called reporting party's friend slurs, no police contacted wanted at this time",Information Only
796,Marijuana Contact,The Village West Building 1,4/14/2018,1804140063,4/14/2018,9:08 PM,Report of strong odor of marijuana in area,Unable To Locate
797,Medical Aid,Gilman Dr / Voigt Dr,4/14/2018,1804140066,4/14/2018,9:25 PM,Female experiencing pain in arm,Service Provided
798,Marijuana Contact,The Village West Building 1,4/14/2018,1804140076,4/14/2018,11:00 PM,,Referred To Student Conduct
799,Noise Disturbance,Bates Hall,4/14/2018,1804140077,4/14/2018,11:30 PM,Large group of people playing volleyball and playing music,Will Cooperate
800,DUI / Non Injury Collision,Voigt Dr / Matthews Ln,4/14/2018,1804140078,4/14/2018,11:33 PM ‐ 5:33 AM,23152(A) VC ‐ DUI Alcohol,Closed by Adult Arrest
803,Medical Aid,Argo Hall,4/14/2018,1804140079,4/14/2018,11:45 PM,Young adult male having seizures after smoking marijuana,Transported To Hospital
804,Alcohol Contact,Brennan Hall,4/14/2018,1804140080,4/14/2018,11:54 PM,,Referred To Student Conduct
805,Security Alarm,KECK SOM,4/18/2018,1804180001,4/18/2018,12:02 AM,,False Alarm
806,Fire Alarm,South Mesa Apartments,4/18/2018,1804180005,4/18/2018,6:04 AM,,Referred To Other UCSD Department
807,Suspicious Person,La Jolla Village Dr/Gilman Dr,4/18/2018,1804180011,4/18/2018,7:55 AM,,Unable To Locate
808,DUI,VA Hospital ‐ Lot P7,4/18/2018,2018‐0584,4/18/2017,8:34 AM,"23152(A) VC‐ DUI alcohol, 23152(B) VC‐ DUI alcohol/0.08%",Closed By Adult Arrest
811,Injury,Rita Atkinson Residences,4/18/2018,2018‐0585,4/18/2018,9:50 AM,Adult female fell from ladder,Transported To Hospital
812,Hit & Run Collision,Villa La Jolla Dr/La Jolla Village Dr,4/18/2018,2018‐0586,4/18/2018,10:00 AM,,Report Taken
813,UC Policy Violation,Beagle,4/18/2018,1804180025,4/18/2018,11:25 AM,Transient male smoking,Gone On Arrival
814,Reckless Driving,Hopkins Parking Sturcture,4/18/2018,1804180031,4/18/2018,1:22 PM,,Information Only
815,Suspicious Person,Torrey Pines Center North,4/18/2018,2018‐0587,4/18/2018,2:30 PM,Report of unknown male acting strangely inside a UCSD facility not open to the general public,Stay Away Order Issued
816,Citizen Contact,Geisel Library,4/18/2018,1804180040,4/18/2018,4:55 PM,"Request for officer to check on bicycle, reporting party believes may have been reported stolen",Unfounded
817,Disturbance,Thornton Pavilion,4/18/2018,1804180041,4/18/2018,5:13 PM,"Verbal disturbance between staff, patient and spouse regarding care provided to patient",Checks OK
818,Animal Call,Marshall Field,4/18/2018,1804180042,4/18/2018,6:01 PM,Dog off leash,Will Cooperate
819,Suspicious Person,Biomedical Library,4/18/2018,1804180045,4/18/2018,8:20 PM,,Cancelled
820,Marijuana Contact,South Mesa Apartments,4/18/2018,1804180049,4/18/2018,9:08 PM,Report of neighbor smoking a lot of marijuana,Unable To Locate
821,Fire Alarm,Sixth College Building 701,4/18/2018,1804180051,4/18/2018,9:18 PM,,False Alarm
822,Hazard Situation,Voigt Dr/Hopkins Dr,4/18/2018,1804180052,4/18/2018,9:29 PM,,Checks OK
823,Bicyclist Stop,Voigt Dr/Hopkins Dr,4/18/2018,1804180053,4/18/2018,9:31 PM,,Verbal Warning Issued
824,Welfare Check,Argo Hall,4/18/2018,1804180054,4/18/2018,9:44 PM,,Cancelled
825,Disturbance,Muir Commons,4/18/2018,1804180058,4/18/2018,10:34 PM,Unknown person threw candy or a rock from top floor of on of the buildings,Referred To Student Conduct
826,Suspicious Vehicle,Glider Port,4/18/2018,1804180060,4/18/2018,11:02 PM,,Field Interview
827,Suspicious Vehicle,Sanford Consortium,4/18/2018,1804180062,4/18/2018,11:11 PM,,Field Interview
828,Suspicious Circumstances,Tuolumne Apartments,4/18/2018,1804180065,4/18/2018,11:40 PM,"Drone seen flying between Muir, Marshall and ERC",Information Only
829,Noise Disturbance,Douglas Hall,4/18/2018,1804180066,4/18/2018,11:59 PM,People screaming and chanting,Will Cooperate
830,Petty Theft,Rogers Place,4/18/2018,2018‐0588,4/18/2018,6:00 AM‐10:30 AM,"Ear phones stolen from victim's jacket that was hanging up inside employee bathroom, loss $199.95",Online Report
831,Petty Theft ‐ Bicycle,Goody's Market,4/18/2018,2018‐0590,4/13/2018,12:55 PM‐4:00 PM,Loss $350.00,Online Report
832,Citizen Contact,Marshall Apartments West,4/9/2018,1804090004,4/9/2018,12:55 AM,Smoking contact,Referred To Student Conduct
833,Illegal Parking,Scholars Dr North,4/9/2018,1804090006,4/9/2018,1:01 AM,,Gone On Arrival
834,Suspicious Vehicle,Lot 103,4/9/2018,1804090007,4/9/2018,1:06 AM,,Checks OK
835,Noise Disturbance,Asante Hall,4/9/2018,1804090009,4/9/2018,1:30 AM,,Referred To Student Conduct
836,Noise Disturbance,1 Miramar Building 1,4/9/2018,1804090011,4/9/2018,1:58 AM,Loud talking,Quiet On Arrival
837,Medical Aid,Oceanview Terrace,4/9/2018,1804090012,4/9/2018,3:11 AM,Adult male experiencing shortness of breath,Transported To Hospital
838,Citizen Contact,Mesa Nueva Building A,4/9/2018,1804090014,4/9/2018,4:14 AM,Housing maintenance requesting assistance with opening doors,Service Provided
839,Suspicious Vehicle,Lot 017,4/9/2018,1804090015,4/9/2018,4:54 AM,,Field Interview
840,Suspicious Vehicle,Biology Building,4/9/2018,1804090016,4/9/2018,4:57 AM,,Checks OK
841,Security Alarm,Campus Services Complex Building C,4/9/2018,1804090018,4/9/2018,6:22 AM,,Checks OK
842,Found Property,Warren Lecture Hall,4/9/2018,1804090022,4/9/2018,7:11 AM,Found backpack in classroom,Service Provided
843,Ticket Sign Off,UCSD Police Department,4/9/2018,1804090026,4/9/2018,7:53 AM,,Service Provided
844,Security Alarm,Warren Lecture Hall,4/9/2018,1804090029,4/9/2018,8:10 AM,,Service Provided
