,Event,Location,Date Reported,Incident/Case#,Date Occurred,Time Occurred,Summary:,Disposition:
940,Burglary Alarm,Dean's Office,12/11/2011,111211036,12/11/2011,5:05 PM,,False Alarm
941,Suspicious Vehicle,Lot 207,12/11/2011,111211037,12/11/2011,7:13 PM,,Field Interview
942,Suspicious Vehicle,Regents Rd,12/29/2011,111229006,12/29/2011,8:01 AM,,Checks OK
943,Illegal Parking,Lot 606,12/29/2011,111229015,12/29/2011,12:11 PM,,Cited
944,Unknown Injury Accident,Nobel Dr/Regents Rd,12/29/2011,111229016,12/29/2011,12:13 PM,,Referred To Other Agency‐San Diego PD
945,Trespass,SIO Pier,12/29/2011,2011‐1637,12/29/2011,8:24 PM,,Closed By Adult Arrest
946,Disturbance,Muir Apartments,12/1/2011,111201003,12/1/2011,12:38 AM,Group being too loud,Information Only
947,Unknown Trouble,Geisel Library,12/1/2011,111201005,12/1/2011,1:11 AM,Female scream heard,Checks OK
948,Petty Theft,Price Center,12/1/2011,111201012,12/1/2011,2:47 AM,,No crime found
949,Suspicious Person,Lot 208,12/1/2011,111201016,12/1/2011,3:09 AM,,Information Only
950,Incomplete Wireless Call,Papa John's,12/1/2011,111201021,12/1/2011,5:31 AM,,Checks OK
951,Suspicious Person,La Jolla Shores Dr,12/1/2011,111201023,12/1/2011,6:13 AM,,Checks OK
952,Burglary Alarm,Regents Rd,12/1/2011,111201025,12/1/2011,7:41 AM,,Checks OK
953,Hit & Run,Cleveland Ave/Lincoln Ave,12/1/2011,2011‐1578,11/30/2011,3:50 PM,UC vehicle involved,Report Taken
954,Injury,Ridgewalk Near Main Gym,12/1/2011,2011‐1579,12/1/2011,9:35 AM,Bicyclist collision,Transported To Hospital
955,Information,Gilman Dr/Rupertus Ln,12/1/2011,111201041,12/1/2011,10:13 AM,Possible demonstration,Checks OK
956,Suspicious Package,Biomedical Sciences Bldg,12/1/2011,111201047,12/1/2011,11:40 AM,,Checks OK
957,Non Injury Accident,Hopkins Parking Structure,12/1/2011,2011‐1580,12/1/2011,11:47 AM,,Report Taken
958,Medical Aid,Palmilla Dr,12/1/2011,111201049,12/1/2011,12:07 PM,Female fell in restroom,Referred To Other Agency‐Fire Department
959,Non Injury Accident,Hopkins Parking Structure,12/1/2011,2011‐1582,12/1/2011,12:57 PM,Hit fire extinguisher,Cited
960,Illegal Parking,Hopkins Parking Structure,12/1/2011,111201053,12/1/2011,1:24 PM,,Cited
961,Assist Other Agency,Matthews Apartments,12/1/2011,111201055,12/1/2011,1:47 PM,Bike lock assistance,Information Only
962,Suspicious Person,Career Planning And Placement,12/1/2011,111201056,12/1/2011,1:51 PM,,Referred To Other Agency
963,Assist Other Agency,Blacks Beach Gate,12/1/2011,111201061,12/1/2011,4:02 PM,,Information Only
964,Citizen Contact,UCSD Police Department,12/1/2011,111201062,12/1/2011,5:11 PM,,Information Only
965,Welfare Check,Economics,12/1/2011,111201064,12/1/2011,7:55 PM,Elderly male not feeling well,Refused Treatment
966,Burglary Alarm,Engineering Bldg Unit 3A,12/1/2011,111201065,12/1/2011,8:03 PM,,False Alarm
967,Citizen Contact,Lot 203,12/1/2011,111201071,12/1/2011,10:32 PM,Assistance locating vehicle,Information Only
968,Illegal Parking,South Mesa Apartments,12/1/2011,111201072,12/1/2011,11:03 PM,,Gone On Arrival
969,Petty Theft,CPMC 265,12/1/2011,2011‐1581,11/30/2011,9:05 AM,Loss: $849.00,Online Report
970,Suspicious Vehicle,Lot 604,12/17/2011,111217009,12/17/2011,12:51 AM,,Field Interview
971,Traffic Stop,North Torrey Pines Rd/Muir College Dr,12/17/2011,2011‐1625,12/17/2011,1:44 AM,Alcohol involved,Closed By Adult Arrest
972,Burglary Alarm,Mandeville Art Gallery,12/17/2011,111217012,12/17/2011,2:30 AM,,False Alarm
973,Suspicious Vehicle,North Torrey Pines Rd,12/17/2011,111217013,12/17/2011,3:06 AM,,Checks OK
974,Disturbance,Regents Rd,12/17/2011,111217015,12/17/2011,6:29 AM,Union protesters,Will Cooperate
975,Indecent Exposure,Rita Atkinson Residences,12/17/2011,2011‐1626,12/17/2011,7:20 AM,,Report Taken
976,Fire Alarm,Geisel Library,12/17/2011,111217024,12/17/2011,10:35 AM,Air ducts being cleaned,False Alarm
977,Burglary Alarm,Multipurpose Room/Student Services Center,12/17/2011,111217026,12/17/2011,12:04 PM,,False Alarm
978,Skateboard Stop,Price Center,12/17/2011,111217028,12/17/2011,1:56 PM,,Will Cooperate
979,Incomplete Wireless Call,Muir College Dr/Scholars Dr South,12/17/2011,111217032,12/17/2011,10:48 PM,,Checks OK
980,Alcohol Contact,Marshall Apartments East,12/17/2011,111217033,12/17/2011,10:53 PM,,Field Interview
981,Gas/Water/Sewer Leak,Regents Rd,12/22/2011,111222001,12/22/2011,12:14 AM,City sewage system spilling out into canyon,Referred To Other Agency‐San Diego Public Works
982,Fire Alarm,Torrey Pines Center North,12/22/2011,111222007,12/22/2011,7:00 AM,,Checks OK
983,Suspicious Person,Medical Teaching Facility,12/22/2011,111222009,12/22/2011,7:18 AM,,Field Interview
984,Medical Aid,Rebecca And John Moores Cancer Center,12/22/2011,111222018,12/22/2011,9:45 AM,40 year old having chest pain,Referred To Other Agency‐San Diego Fire Department
985,Information,Media Center Communications,12/22/2011,111222025,12/22/2011,11:24 AM,Found property,Information Only
986,Non Injury Accident,Torrey Pines Rd,12/22/2011,111222027,12/22/2011,12:05 PM,,Referred To Other Agency‐San Diego PD
987,Traffic Stop,North Torrey Pines Dr/Muir College,12/22/2011,2011‐1632,12/22/2011,12:23 PM,,"Closed By Citation, Adult"
988,Skateboard Stop,Price Center,12/22/2011,111222034,12/22/2011,3:39 PM,Four trick skaters,Gone On Arrival
989,Skateboard Stop,Snake Path,12/22/2011,111222035,12/22/2011,4:16 PM,,Gone On Arrival
990,Burglary Alarm,Sanford Consortium,12/22/2011,111222036,12/22/2011,4:49 PM,,False Alarm
991,Burglary Alarm,Birch Bookshop,12/22/2011,111222037,12/22/2011,5:32 PM,,False Alarm
992,Information,La Jolla Village Dr/Gilman Dr,12/22/2011,111222044,12/22/2011,10:12 PM,Possible drunk driver,Information Only
993,Incomplete Wireless Call,Revelle Apartments,12/7/2011,111207002,12/7/2011,12:12 AM,,Checks OK
994,Disturbance,Natural Sciences Bldg,12/7/2011,111207003,12/7/2011,12:25 AM,"Large group, possible fight",Checks OK
995,Burglary Alarm,SIO Director's Office,12/7/2011,111207011,12/7/2011,3:24 AM,,False Alarm
996,Burglary Alarm,SIO Director's Office,12/7/2011,111207018,12/7/2011,5:19 AM,,False Alarm
997,Burglary Alarm,Hopkins Parking Structure,12/7/2011,111207033,12/7/2011,9:04 AM,,Checks OK
998,Non Injury Accident,Huerfano Ave/Moreno BL,12/7/2011,2011‐1597,12/4/2011,10:00 AM,Collision involving UCSD vehicle,Report Taken
999,Injury,Rebecca And John Moores Cancer Center,12/7/2011,111207048,12/7/2011,12:43 PM,"Elderly female fell, injured hip",Transported To Hospital
1000,Hazard Situation,Humanities And Social Sciences,12/7/2011,111207049,12/7/2011,1:04 PM,Bicycle blocking path for deliveries,Information Only
1001,Suspicious Person,Douglas Hall,12/7/2011,111207051,12/7/2011,1:38 PM,,Will Cooperate
1002,Medical Aid,Infusion Center,12/7/2011,111207053,12/7/2011,3:02 PM,"Young female in pain, has high hear rate",Referred To Other Agency‐Medics En‐Route
1003,Incomplete Wireless Call,Russell Ln/Lyman Ln,12/7/2011,111207059,12/7/2011,6:25 PM,,Checks OK
1004,Information,Pangea Parking Structure,12/7/2011,111207062,12/7/2011,9:54 PM,Dog inside vehicle with windows rolled up,Information Only
1005,Disturbance,Marshall Res Halls,12/7/2011,111207067,12/7/2011,11:43 PM,Possible undie runners from undie run event coming through building,Information Only
1006,Theft Of Bicycle,York Hall Entrance,12/2/2011,2011‐1598,12/2/2011,1:00 PM‐2:00 PM,Loss: $600.00,Online Report
1007,Theft Of Bicycle,Center Hall,12/2/2011,2011‐1599,12/2/2011,5:00 PM‐6:50 PM,Loss: $100.00,Online Report
1008,Theft Of Bicycle,Egents/ATM Loop Outside Of Price Center,12/4/2011,2011‐1600,06/10/2011‐08/10/2011,6:00 PM‐8:00 PM,Loss: $300.00,Online Report
1009,Noise Disturbance,Kathmandu,10/2/2011,111002001,10/2/2011,12:03 AM,Loud Party,Information Only
1010,Quiet Hours Contact,Kathmandu,10/2/2011,111002002,10/2/2011,10:06 AM,,Information Only
1011,Alcohol Contact,Kathmandu,10/2/2011,111002004,10/2/2011,12:31 AM,,Field Interview
1012,Drunk In Public,Kathmandu,10/2/2011,2011‐1255,10/2/2011,12:57 AM,,Closed By Adult Arrest
1013,Quiet Hours Contact,Kathmandu,10/2/2011,111002007,10/2/2011,1:04 AM,,Will Cooperate
1014,Alcohol Contact,Kathmandu,10/2/2011,111002008,10/2/2011,1:04 AM,,Field Interview
1015,Alcohol Contact,Asante Hall,10/2/2011,111002010,10/2/2011,1:10 AM,,Field Interview
1016,Alcohol Contact,Lot 201,10/2/2011,2011‐1256,10/2/2011,1:23 AM,Public intoxication,"One Juvenile Citation Issued/Released To Parent, One Adult Citation Issued/Transported To"
1017,Alcohol Contact,North Point Dr,10/2/2011,111002013,10/2/2011,1:27 AM,,Information Only
1018,Alcohol Contact,Village East 2,10/2/2011,2011‐1258,10/2/2011,1:30 AM,Public Intoxication,Transported to Detox
1019,Drunk In Public,Lot 208,10/2/2011,2011‐1257,10/2/2011,1:39 AM,Public Intoxication,Transported to Detox/Adult Citation Issued
1020,Welfare Check,Discovery Hall,10/2/2011,111002016,10/2/2011,1:42 AM,2 subjects carrying possible drunk male,Transported To Thornton Hospital
1021,Quiet Hours Contact,Muir Apartments,10/2/2011,111002018,10/2/2011,2:05 AM,,Will Cooperate
1022,Quiet Hours Contact,Muir Apartments,10/2/2011,111002019,10/2/2011,2:08 AM,,Will Cooperate
1023,Welfare Check,Lot 309,10/2/2011,2011‐1259,10/2/2011,5:08 AM,2 subjects: Public Intoxication,Transported to Detox/Adult Citation Issued
1024,Citizen Contact,Lot 003,10/2/2011,111002035,10/2/2011,9:40 AM,,Checks OK
1025,Ticket Sign off,Lot 206,10/2/2011,111002037,10/2/2011,10:52 AM,,Information Only
1026,Medical Aid,Price Center,10/2/2011,111002041,10/2/2011,1:21 AM,"Allergic reaction to nuts, no ambulance needed",Friend Will Transport To Hospital If Needed
1027,Burglary Alarm,Shiley Eye Center,10/2/2011,111002043,10/2/2011,4:03 PM,,False Alarm
1028,Suspicious Person,UCTR 202,10/2/2011,111002044,10/2/2011,5:25 PM,,Checks OK
1029,Alcohol Contact,Cuzco Hall,10/2/2011,2011‐1260,10/2/2011,11:16 PM,3 Minors consuming alcohol,"2 Adult Citations, 1 Juvenile Citation"
1030,Possession Of Marijuana,Sixth College Apartments,10/2/2011,111002062,10/2/2011,11:50 AM,,Field Interview
1031,Noise Disturbance,Rita Atkinson Residences,10/2/2011,111002063,10/2/2011,11:58 AM,Loud group,Quiet On Arrival
1032,Petty Theft,Basketball Ct‐Muir,9/28/2011,2011‐1265,9/25/2011,6:00 PM‐10:00 PM,ID/Debit Card,Online Report
1033,Petty Theft,RIMAC,9/30/2011,2011‐1266,9/29/2011,11:25 PM‐11:55 PM,Student ID Card,Online Report
1034,Petty Theft,Atkinson Hall,10/1/2011,2011‐1267,10/1/2011,3:00 PM‐3:15 PM,"Cell phone, Loss: $50.00",Online Report
1035,Alcohol Contact,Marshall Apartments West,10/27/2011,111027001,10/27/2011,12:03 AM,,Information Only
1036,Disorderly Conduct: Alcohol,Hopkins Parking Structure,10/27/2011,2011‐1414,10/27/2011,2:43 AM,,Closed By Adult Arrest
1037,Suspicious Person,Hubbs Hall,10/27/2011,111027014,10/27/2011,6:16 AM,,Unable To Locate
1038,Medical Aid,Marshal Apartments West,10/27/2011,111027015,10/27/2011,6:25 AM,"Young male having abdominal pains, conscious and breathing",Transported To Hospital
1039,Burglary Alarm,Groundworks Books,10/27/2011,111027016,10/27/2011,6:53 AM,,False Alarm
1040,Theft Of Bicycle,Parking Lot 101,10/27/2011,2011‐1415,10/27/2011,5:00 AM‐7:30 AM,Loss: $550.00,Report Taken
1041,Incomplete Wireless Call,The Village Bldg 1,10/27/2011,111027026,10/27/2011,9:03 AM,,Unable To Locate
1042,Collision With Injury,Voigt Dr/Warren Cross Walk,10/27/2011,2011‐1416,10/27/2011,9:35 AM,Vehicle vs. Bicyclist,Bicyclist Transported To Hospital
1043,Suspicious Person,Internal Medicine Group Bldg 3,10/27/2011,2011‐1417,10/27/2011,9:46 AM,Transient sleeping in sleeping bag behind building,Stay Away Order Issued
1044,Suspicious Person,Stein Clinical Research Bldg,10/27/2011,111027038,10/27/2011,12:49 PM,,Will Cooperate
1045,Animal Call,Lot 302,10/27/2011,111027039,10/27/2011,1:06 PM,2 small dogs inside vehicle for several hours,Owner Contacted‐Will Cooperate
1046,Suicide Attempt,Muir Apartments,10/27/2011,2011‐1419,10/27/2011,3:00 PM,,Transported To Hospital
1047,Illegal Vendor/Solicitor,Goldberg Hall,10/27/2011,111027047,10/27/2011,3:43 PM,,Unable To Locate
1048,Suspicious Person,Muir Apartments,10/27/2011,111027048,10/27/2011,5:17 PM,,Unable To Locate
1049,Suspicious Person,La Jolla Playhouse,10/27/2011,111027051,10/27/2011,7:09 PM,,Field Interview
1050,Fire Alarm,Center Hall,10/27/2011,111027052,10/27/2011,7:23 PM,,False Alarm
1051,Information,Music Bldg,10/27/2011,111027053,10/27/2011,7:53 PM,Suspicious person,Information Only
1052,Found Property,North Mesa Apartments,10/27/2011,111027056,10/27/2011,9:20 PM,,Information Only
1053,Incomplete Wireless Call,Cal IT2,10/27/2011,111027058,10/27/2011,10:15 PM,"No answer on call back, left voice mail message",Unable To Locate
1054,Suicide Attempt,Rebecca and John Moores Cancer Center,10/27/2011,111027060,10/27/2011,11:18 PM,"No suicide attempt, subject upset over breakup with girlfriend",Checks OK
1055,Possession Of Marijuana,Europe Hall,10/27/2011,111027061,10/27/2011,11:38 PM,,Resident Advisor Issued Write Up
1056,Theft Of Bicycle,Miramar Apartments Bike Rack,10/25/2011,2011‐1420,10/19/2011‐10/25/2011,6:00 PM‐8:10 PM,Loss: $250.00,Online Report
1057,Noise Disturbance,The Village Bldg 6,10/12/2011,111012003,10/12/2011,12:25 AM,Loud stomping,Quiet On Arrival
1058,Fire Alarm,The Village Bldg 8,10/12/2011,111012008,10/12/2011,4:55 AM,,False Alarm
1059,Burglary Alarm,SIO Director's Office,10/12/2011,111012009,10/12/2011,6:31 AM,,False Alarm
1060,Assist Other Agency,Poole St,10/12/2011,111012011,10/12/2011,6:48 AM,SDPD looking for a robbery suspect,Unable To Locate
1061,Gas/Water/Sewer/Leak,Lot 002,10/12/2011,111012016,10/12/2011,7:32 AM,Broken sprinkler,Referred To Other Agency
1062,Incomplete Wireless Call,UNEX C,10/12/2011,111012018,10/12/2011,8:14 AM,,Checks OK
1063,Incomplete Wireless Call,Tenaya Hall,10/12/2011,111012027,10/12/2011,9:33 AM,Goes straight to voicemail on call back,Unable To Locate
1064,Illegal Parking,Student Services Center,10/12/2011,111012034,10/12/2011,10:45 AM,,Cited
1065,Skateboard Stop,Gilman Dr/Myers Dr,10/12/2011,111012037,10/12/2011,10:58 AM,,Written Warning Issued
1066,Bicyclist Stop,Lot 406,10/12/2011,111012038,10/12/2011,11:09 AM,,Verbal Warning Issued
1067,Bicyclist Stop,Lot 502,10/12/2011,111012039,10/12/2011,11:17 AM,,Verbal Warning Issued
1068,Annoying Phone Calls,The Village Bldg 8,10/12/2011,2011‐1308,10/12/2011,12:00 AM‐ 11:40 AM,,Report Taken
1069,Citizen Contact,UCSD Police Department,10/12/2011,2011‐1309,10/12/2011,12:45 AM,Complaint about an unstable co‐worker,Report Taken
1070,Suspicious Person,General Store,10/12/2011,111012048,10/12/2011,1:16 PM,,Checks OK
1071,Vandalism,Pepper Canyon Hall,10/12/2011,111012053,10/12/2011,2:43 PM,Damage to Stonehenge,Information Only
1072,Hit & Run,Lot 703,10/12/2011,111012054,10/12/2011,4:42 PM,,Information Only
1073,Ticket Sign Off,UCSD Police Department,10/12/2011,111012055,10/12/2011,5:36 PM,,Information Only
1074,Suspicious Package,International Center,10/12/2011,111012056,10/12/2011,6:28 PM,,Checks OK
1075,Trespass,Oceanview Terrace,10/12/2011,111012057,10/12/2011,6:36 PM,Subject refusing to stop getting on roof,Res Life Handling
1076,Citizen Contact,Lot 207,10/12/2011,111012066,10/12/2011,11:35 AM,,Field Interview
1077,Welfare Check,The Village Bldg 6,10/19/2011,111019001,10/19/2011,12:06 AM,Reporting party's sister has not called to advise if at home or not,Checks OK
1078,Suspicious Person,Price Center,10/19/2011,111019004,10/19/2011,12:38 AM,Transient sleeping on second floor,Field Interview
1079,Noise Disturbance,Regents Rd,10/19/2011,111019006,10/19/2011,1:08 AM,Loud banging,Quiet On Arrival
1080,Quiet Hours Contact,Asia Hall,10/19/2011,111019007,10/19/2011,1:19 AM,,Will Cooperate
1081,Suspicious Person,Argo Hall,10/19/2011,2011‐1362,10/19/2011,7:48 AM,Adult male seen tampering with bicycles,Closed By Adult Arrest
1082,Theft of Bicycle,Galbraith Hall,10/19/2011,2011‐1363,10/19/2011,8:10 AM‐8:27 AM,Loss: $579.00,Report Taken
1083,Injury,Undergrad Admissions,10/19/2011,111019029,10/19/2011,9:00 AM,"55 year old female fell in elevator, conscious and breathing",Transported To Thornton
1084,Welfare Check,International Center,10/19/2011,2011‐1364,10/19/2011,10:21 AM,Unstable suspended student,Transported to UCSD Hillcrest Hospital
1085,Medical Aid,Plaza Café,10/19/2011,111019037,10/19/2011,10:26 AM,"57 year old male nearly fainted, conscious and breathing.",Transported To Thornton Hospital
1086,Vandalism,IGGP‐Monk,10/19/2011,2011‐1365,10/18/2011‐10/19/2011,1:30 PM‐ 9:30 AM,"Graffiti, Damage: $1400.00",Report Taken
1087,Petty Theft,Center For Molecular Genetics,10/19/2011,111019045,10/19/2011,11:58 AM,"Parking sign taken, reporting party will call back when available to make a report",Information Only
1088,Gas/Water/Sewer/Leak,Pacific Hall,10/19/2011,111019048,10/19/2011,2:39 PM,"Flood alert, water detected on 3rd floor",Referred To Other Agency
1089,Incomplete Phone Call/911 Hangup,Par Course,10/19/2011,111019050,10/19/2011,3:19 PM,,Checks OK
1090,Information Only,Hopkins Parking Structure,10/19/2011,111019051,10/19/2011,3:50 PM,Suspicious person,Information Only
1091,Incomplete Wireless Call,Cal IT2,10/19/2011,111019053,10/19/2011,4:56 PM,,Checks OK
1092,Medical Aid,Student Health,10/19/2011,111019054,10/19/2011,4:59 PM,Requesting that an officer direct additional medical units only,Information Only
1093,Suicide Attempt,Blake Hall,10/19/2011,111019056,10/19/2011,5:25 PM,Young male made suicidal comments to parents.,Checks OK
1094,Injury,Chase Bank,10/19/2011,111019057,10/19/2011,6:09 PM,"Adult male bleeding from head and hands, caused by shattered glass doors",Transported To Thornton Hospital
1095,Grand Theft‐Bike,Argo Hall,10/19/2011,111019059,10/19/2011,7:31 PM,"UCSD Police Department may have bike, reporting party advised to come and identify the bike",Information Only
1096,Suspicious Person,Roger's Place,10/19/2011,111019060,10/19/2011,7:44 PM,,Gone On Arrival
1097,Petty Theft,CMRR,10/19/2011,111019061,10/19/2011,7:55 PM,Bike possibly stolen or impounded,Referred To Bike Enforcement Officers
1098,Disturbance,The Village Bldg 1,10/19/2011,111019068,10/19/2011,10:42 PM,Unknown persons throwing stuff out a window,Unable To Locate
1099,Suspicious Person,Rogers Place,10/19/2011,111019073,10/19/2011,11:33 AM,"Same person from earlier returned, making staff uncomfortable",Stay Away Order Issued
1100,Noise Disturbance,Earth Hall South,10/19/2011,111019075,10/19/2011,11:59 PM,Loud talking,Will Cooperate
1101,Welfare Check,Matthews Apartments,10/4/2011,111004006,10/4/2011,1:17 AM,Public intoxication,Transported to Detox
1102,Noise Disturbance,Village East 5,10/4/2011,2011‐1270,10/4/2011,1:40 AM,Public intoxication,Transported to Detox/Adult Citation Issued
1103,Noise Disturbance,Harlan Hall,10/4/2011,111004010,10/4/2011,2:24 AM,Loud music,Quiet On Arrival
1104,Burglary Alarm,Café Ole Cart,10/4/2011,111004011,10/4/2011,2:28 AM,,False Alarm
1105,Alcohol Contact,Harlan Hall,10/4/2011,111004012,10/4/2011,2:39 AM,,Field Interview
1106,Unknown Injury Accident,Interstate 5/Genesee Ave,10/4/2011,111004017,10/4/2011,6:53 AM,,Transferred To CHP
1107,Illegal Camping,Va Hospital,10/4/2011,111004020,10/4/2011,7:36 AM,,Field Interview
1108,Suspicious Vehicle,Lot 208,10/4/2011,111004024,10/4/2011,7:56 AM,,Checks OK
1109,Incomplete Wireless Call,Warren Lecture Hall,10/4/2011,111004030,10/4/2011,9:14 AM,Accidental dial,Field Interview
1110,Drunk in Public,Price Center‐Chase Bank,10/4/2011,111004033,10/4/2011,9:21 AM,,Field Interview
1111,Suspicious Person,Del Sol Apartments,10/4/2011,111004035,10/4/2011,9:44 AM,,Unable To Locate
1112,Bicyclist Stop,Nobel Dr/Danica Mae Dr,10/4/2011,111004036,10/4/2011,9:59 AM,,Cited
1113,Petty Theft,Student Health,10/4/2011,111004046,10/4/2011,12:13 PM,"Loss: $100.00, no report/investigation desired",Information Only
1114,Hit & Run,Gilman Parking Structure,10/4/2011,2011‐1272,10/4/2011,12:15 PM,,Report Taken
1115,Bicyclist Stop,Library Walk,10/4/2011,111004049,10/4/2011,12:39 PM,,Verbal Warning Issued
1116,Skateboard Stop,Library Walk,10/4/2011,111004050,10/4/2011,12:45 PM,,Verbal Warning Issued
1117,Bicyclist Stop,Library Walk,10/4/2011,111004051,10/4/2011,12:58 PM,,Information Only
1118,Burglary Alarm,Tioga Hall,10/4/2011,111004052,10/4/2011,12:59 PM,,False Alarm
1119,Medical Aid,Preuss School,10/4/2011,111004053,10/4/2011,1:31 PM,Young female having seizure,Transported To Hospital
1120,Reckless Driving,Scripps Memorial Hospital/Genesee Ave,10/4/2011,111004057,10/4/2011,1:51 PM,,Transferred To San Diego PD
1121,Missing Person,Internal Medicine Group Bldg 1,10/4/2011,111004061,10/4/2011,3:11 PM,"Welfare check, subject not missing",Checks OK
1122,Burglary Alarm,Student Center Bldg A,10/4/2011,111004063,10/4/2011,7:45 PM,,False Alarm
1123,Disturbance,1 Miramar Bldg 4,10/4/2011,111004064,10/4/2011,8:45 PM,Loud party,Will Cooperate
1124,Citizen Contact,Plaza Café,10/4/2011,111004067,10/4/2011,10:12 PM,Subject asking for money,Transported Off Campus
1125,Theft Of Bicycle,Warrant Apartments,10/3/2011,2011‐1273,10/01/2011‐10/03/2011,4:00 PM‐10:00 AM,Loss: $500.00,Online Report
1126,Theft Of Bicycle,Peterson Hall,10/3/2011,2011‐1274,10/3/2011,9:00 AM‐11:10 AM,Loss: $500.00,Online Report
1127,Alcohol Contact,Humanities And Social Sciences,10/14/2011,111014008,10/14/2011,1:53 AM,,Information Only
1128,Alcohol Contact,Marshall Res Halls,10/14/2011,111014009,10/14/2011,1:59 AM,,Information Only
1129,Burglary Alarm,Preuss School,10/14/2011,111014010,10/14/2011,2:06 AM,,False Alarm
1130,Noise Disturbance,The Village Bldg 4,10/14/2011,111014011,10/14/2011,2:08 AM,,Will Cooperate
1131,Suspicious Person,CAL IT2,10/14/2011,2011‐1316,10/14/2011,2:29 AM,Public Intoxication,Transported To Detox
1132,Lost Property,Pangea Parking Structure,10/14/2011,111014015,10/14/2011,3:10 AM,2 bikes impounds,Information Only
1133,Disturbance,South Mesa Apartments,10/14/2011,2011‐1317,10/14/2011,2:50 AM,Domestic dispute,Report Taken
1134,Hazard Situation,Lot 014,10/14/2011,111014027,10/14/2011,8:17 AM,Reporting party concerned about construction company using parking lot as a loading zone,Checks OK
1135,Skateboard Stop,Library Walk,10/14/2011,111014042,10/14/2011,12:36 PM,,Verbal Warning Issued
1136,Bicyclist Stop,Library Walk,10/14/2011,111014043,10/14/2011,12:37 PM,,Verbal Warning Issued
1137,Incomplete Wireless Call,Tioga Hall,10/14/2011,111014044,10/14/2011,12:50 PM,,Checks OK
1138,Skateboard Stop,Library Walk,10/14/2011,111014045,10/14/2011,12:57 PM,,Verbal Warning Issued
1139,Disturbance,USE Credit Union,10/14/2011,111014048,10/14/2011,1:27 PM,Difficult customer,Checks OK
1140,Hit & Run,Lot 208,10/14/2011,2011‐1322,10/14/2011,12:00 PM‐ 1:50 PM,,Report Taken
1141,Suspicious Person,Spanos Athletic  Training Facility,10/14/2011,111014053,10/14/2011,2:09 PM,,Unable To locate
1142,Disturbance,Central Mesa Apartments,10/14/2011,2011‐1323,10/14/2011,2:40 PM,Subject asking a lot of question about former spouses whereabouts,Information Only
1143,Welfare Check,Geisel Library,10/14/2011,111014057,10/14/2011,5:59 PM,Suicidal subject,Transported To San Diego County Mental Health
1144,Petty Theft,Center Hall,10/14/2011,2011‐1324,10/14/2011,6:00 PM,Loss: $219.00,Report Taken
1145,Welfare Check,Villa La Jolla Dr/Gilman Dr,10/14/2011,111014066,10/14/2011,8:38 PM,Young female sitting in the dirt,Gone On Arrival
1146,Suspicious Vehicle,Lot 208,10/14/2011,111014069,10/14/2011,9:45 PM,,Checks OK
1147,Alcohol Contact,The Village Bldg 1,10/14/2011,111014075,10/14/2011,10:54 PM,,Field Interview
1148,Alcohol Contact,Gilman Parking Structure,10/14/2011,111014076,10/14/2011,11:03 PM,,Information Only
1149,Alcohol Contact,Lot 208,10/14/2011,2011‐1326,10/14/2011,11:16 PM,Disorderly Conduct: Alcohol,Closed By Adult Arrest
1150,Alcohol Contact,Marshall Apartments,10/14/2011,111014079,10/14/2011,11:22 PM,,Information Only
1151,Disturbance,I‐Walk,10/14/2011,111014080,10/14/2011,11:24 PM,Pillow Fight,Information Only
1152,Suspicious Vehicle,Torrey Pines Center North,10/14/2011,111014081,10/14/2011,11:30 PM,,Unable To Locate
1153,Disturbance,Regents Rd,10/14/2011,111014083,10/14/2011,11:45 PM,Loud party,Will Cooperate
1154,Theft Of Bicycle,RIMAC Facility,10/10/2011,2011‐1320,10/10/2011‐10/10/2011,4:30 PM‐5:30 PM,Loss: $400.00,Online Report
1155,Theft Of Bicycle,Tenaya Bldg,10/11/2011,2011‐1321,10/04/2011‐10/05/2011,9:30 AM‐4:23 PM,Loss: $350.00,Online Report
1156,Hazard Situation,Marshall Apartments East,10/21/2011,111021004,10/21/2011,12:40 AM,Broken sprinkler,Referred To Other Agency
1157,Quiet Hours Contact,Earth Hall North,10/21/2011,111021006,10/21/2011,1:22 AM,,Will Cooperate
1159,Quiet Hours Contact,Mesa Verde Hall,10/21/2011,111021007,10/21/2011,1:39 AM,,Field Interview
1160,Noise Disturbance,Marshall Apartments West,10/21/2011,111021012,10/21/2011,2:20 AM,Loud video games,Will Cooperate
1161,Suspicious Person,Price Center,10/21/2011,111021014,10/21/2011,2:38 AM,,Field Interview
1162,Drunk In Public,Rita Atkinson Residences,10/21/2011,111021017,10/21/2011,3:11 AM,Subject will stay with cousin,Information Only
1163,Grand Theft,Galbraith Hall,10/21/2011,2011‐1381,10/14/2011‐10/21/2011,12:00 PM‐9:00 AM,"Scooter, Loss: $1500.00",Report Taken
1164,Gas/Water/Sewer Leak,UREY,10/21/2011,111021038,10/21/2011,12:22 PM,,Referred To Other Agency‐EH&S
1165,Grand Theft,Marshall,10/21/2011,111021039,10/21/2011,12:34 PM,Scooter,Reporting Party Gone On Arrival‐No Report Taken
1166,Chemical Spill,Leichtag Biomedical Bldg,10/21/2011,111021040,10/21/2011,12:40 PM,,Referred To Other Agency‐EH&S
1167,Incomplete Wireless Call,Applied Physics And Math,10/21/2011,111021044,10/21/2011,1:56 PM,,Checks OK
