,Event,Location,Date Reported,Incident/Case#,Date Occurred,Time Occurred,Summary:,Disposition:
1387,Information Only,Lot 405,2/12/2016,1602120034,2/12/2016,10:19 AM,"Caller witnessed collision, involved party left note for other motorist",Information Only
1388,Bicyclist Stop,Voigt Dr/Engineer Ln,2/12/2016,1602120038,2/12/2016,10:54 AM,,Verbal Warning Issued
1389,Illegal Parking,Scholars Dr North,2/12/2016,1602120040,2/12/2016,11:02 AM,,Verbal Warning Issued
1390,Bicyclist Stop,Lot 302,2/12/2016,1602120041,2/12/2016,11:06 AM,,Verbal Warning Issued
1391,Lost Property,UCSD Police Department,2/12/2016,1602120043,2/12/2016,11:17 AM,Lost passport,Information Only
1392,Information,Pangea Parking Structure,2/12/2016,1602120046,2/12/2016,1:09 PM,Parking permit stations not working,Information Only
1393,Collision With Injury,Voigt Dr/Lot 702,2/12/2016,2016‐0197,2/12/2016,2:30 PM,Private vehicle vs Private vehicle,Report Taken
1394,Fire,Athena Circle,2/12/2016,2016‐0196,2/12/2016,1:00 PM,Vehicle fire,Report Taken
1395,Suspicious Person,Lot 104,2/12/2016,1602120055,2/12/2016,3:08 PM,,Gone On Arrival
1396,Injury,Warren Field,2/12/2016,1602120057,2/12/2016,4:56 PM,Adult male broke his leg during soccer game,Referred To Other Agency
1397,Fire Alarm,Rita Atkinson Residences,2/12/2016,1602120059,2/12/2016,5:34 PM,Caused by burning pot,Checks OK
1398,Disturbance,Gilman Dr/Villa La Jolla Dr,2/12/2016,2016‐0198,2/12/2016,5:52 PM,"Psych subject, yelling and acting agitated",Transported To Hospital
1399,Suspicious Person,Natural Sciences Building,2/12/2016,1602120061,2/12/2016,7:24 PM,,Unable To Locate
1400,Fire Alarm,South Mesa Apartments,2/12/2016,1602120064,2/12/2016,9:01 PM,,Checks OK
1401,Illegal Parking,Central Mesa Apartments,2/12/2016,1602120065,2/12/2016,9:36 PM,,Cited
1402,Public Intoxication,Frankfurter Hall,2/12/2016,2016‐0199,2/12/2016,10:10 PM,"Adult female found to be intoxicated, had fallen and scraped knee",Transported To Detox
1403,Citizen Contact,Lot 207,2/12/2016,1602120068,2/12/2016,10:23 PM,,Will Cooperate
1404,Drunk In Public,Earls Place,2/12/2016,1602120069,2/12/2016,11:16 PM,Report of intoxicated female,Checks OK
1405,Information,North Point Dr/Scholars Dr North,2/4/2016,1602040001,2/4/2016,12:15 AM,Street sign loose,Referred To Other Department
1406,Suspicious Vehicle,Lot 103,2/4/2016,1602040005,2/4/2016,1:42 AM,,Checks OK
1407,Security Alarm,WLH Music Studios ‐ Warren Lecture Hall,2/4/2016,1602040016,2/4/2016,8:26 AM,,False Alarm
1408,Citizen Flagdown,Voigt Dr/Engineer Ln,2/4/2016,1602040018,2/4/2016,9:05 AM,Ticket sign off,Service Provided
1409,Fire Alarm,Biomedical Sciences Building,2/4/2016,1602040022,2/4/2016,9:39 AM,Accidentally set off by contractors,False Alarm
1410,Information,Gilman Dr/Mandeville Ln,2/4/2016,1602040026,2/4/2016,10:07 AM,"Broken down MTS bus, blocking #2 lane",Information Only
1411,Hit & Run ‐ No Injuries,UCSD Police Department,2/4/2016,1602040028,2/4/2016,10:30 AM,Suspect left note with false phone number,Service Provided
1412,Citizen Contact,Mesa Apartments,2/4/2016,1602040032,2/4/2016,11:05 AM,Female advising of hostile living situation,Information Only
1413,Suspicious Person,Peterson Hall,2/4/2016,1602040033,2/4/2016,11:23 AM,,Service Provided
1414,Citizen Contact,Blackgold Rd,2/4/2016,1602040034,2/4/2016,11:33 AM,,Information Only
1415,Hit & Run ‐ No Injuries,Lot 701,2/4/2016,2016‐0151,2/4/2016,9:20 AM‐11:15 AM,,Report Taken
1416,Fraud,Price Center Theatre,2/4/2016,2016‐0152,2/3/2016,10:50 AM‐7:30 PM,"Finder of victim's credit card, used card to make fraudulent purchases, loss $259.95",Report Taken
1417,Disturbance ‐ Psych Subject,Student Health,2/4/2016,1602040041,2/4/2016,2:00 PM,Voluntary transport to hospital,Service Provided
1418,Medical Aid,La Jolla Del Sol,2/4/2016,1602040043,2/4/2016,3:12 PM,Report of infant not breathing,Transported To Hospital
1419,Illegal Parking,North Mesa Apartments,2/4/2016,1602040045,2/4/2016,3:59 PM,,Cited
1420,Assist Other Agency,La Jolla Village Dr/Villa La Jolla Dr,2/4/2016,1602040046,2/4/2016,4:53 PM,"San Diego Police Officer waiting for tow truck, needs to be relieved for another call",Service Provided
1421,Hit & Run ‐ No Injuries,Pangea Parking Structure,2/4/2016,2016‐0153,2/4/2016,2:00 PM‐6:32 PM,,Report Taken
1422,Medical Aid,Marshall Res Halls,2/4/2016,1602040050,2/4/2016,7:18 PM,Young adult female lost consciousness due to nose bleed,Transported To Hospital
1423,Security Alarm,General Store,2/4/2016,1602040053,2/4/2016,10:10 PM,,Cancelled
1424,Noise Disturbance,La Jolla Del Sol Apartments,2/4/2016,1602040055,2/4/2016,10:19 PM,,Quiet On Arrival
1425,Information,Interstate 5/Genesee Ave,2/4/2016,1602040058,2/4/2016,11:53 PM,North bound on ramp is closed,Information Only
1426,Petty Theft ‐ Bicycle,Biology Building,2/4/2016,2016‐0154,2/4/2016,6:45 PM‐9:00 PM,Loss $550.00,Online Report
1427,Drunk In Public,Central Mesa Apartments,2/27/2016,2016‐0272,2/27/2016,12:10 AM,"Excessive alcohol, male passed out in parking lot",Transported To Hospital
1428,Alcohol Contact,Tenaya Hall,2/27/2016,2016‐0273,2/27/2016,12:14 AM,"Report of intoxicated male, subject was transported to detox for public intoxication and issued a citation for minor possess alcohol and minor consuming alcohol","Closed By Citation, Adult"
1429,Suspicious Person,Lot 207,2/27/2016,1602270003,2/27/2016,12:52 AM,,Checks OK
1430,Alcohol Contact,Muir Res Life,2/27/2016,1602270005,2/27/2016,2:27 AM,,Will Cooperate
1431,Welfare Check,Great Hall,2/27/2016,1602270006,2/27/2016,2:32 AM,Male being carried by two other males and a female,Gone On Arrival
1432,Suspicious Person,Warren Student Activity Center,2/27/2016,1602270007,2/27/2016,2:39 AM,,Checks OK
1433,DUI/Non Injury Collision,Pangea Parking Structure,2/27/2016,2016‐0274,2/27/2016,2:45 AM,,Closed By Adult Arrest
1434,Quiet Hours Contact,Argo Hall,2/27/2016,1602270010,2/27/2016,3:22 AM,,Will Cooperate
1435,Hit & Run‐ No Injuries,Pangea Parking Structure,2/27/2016,1602270013,2/27/2016,8:34 AM,Involved parties exchanged information,Service Provided
1436,Suspicious Person,Regents Rd/ Arriba,2/27/2016,1602270017,2/27/2016,10:48 AM,,Unable To Locate
1437,Tow Request,Lot 759,2/27/2016,2016‐0275,2/27/2016,11:36 AM,Unpaid parking tickets,Vehicle Impounded
1438,Illegal Parking,Price Center ‐ Turnaround,2/27/2016,1602270022,2/27/2016,12:21 PM,,Cited
1439,Information,Price Center ‐ Turnaround,2/27/2016,1602270023,2/27/2016,12:33 PM,Stalled vehicle,Information Only
1440,Shoplifting,UCSD Bookstore,2/27/2016,2016‐0276,2/27/2016,2:17 PM‐3:13 PM,Suspect attempted exit store without paying for $158.43 worth of merchandise,"Closed By Citation, Adult"
1441,Incomplete Phone Call/911 Hang‐Up,Center For Molecular Medicine,2/27/2016,1602270029,2/27/2016,3:16 PM,,Checks OK
1442,Citizen Contact,Nobel Dr/Villa La Jolla Dr,2/27/2016,1602270034,2/27/2016,5:06 PM,,Information Only
1443,Medical Aid,Muir Apartments,2/27/2016,1602270036,2/27/2016,5:21 PM,"Per San Diego Fire Department, young adult female took unknown substance and is experiencing altered mindset",Report Taken
1444,Hit & Run ‐ No Injuries,Lot 502,2/27/2016,1602270038,2/27/2016,6:51 PM,Involved motorists exchanged information,Information Only
1445,Hit & Run ‐ No Injuries,Gilman Parking Structure,2/27/2016,16025270039,2/27/2016,6:55 PM,,Information Only
1446,Information,The Village East Building 1,2/27/2016,1602270049,2/27/2016,10:16 PM,Vehicle playing loud music,Unable To Locate
1447,Citizen Contact,UCSD Police Department,2/27/2016,1602270050,2/27/2016,10:17 PM,"Reporting party received card on vehicle, stating his vehicle was involved in a collision and to call police, related to case 2016‐0274",Information Only
1448,Welfare Check,The Village West Building 7,2/27/2016,1602270052,2/27/2016,11:14 PM,"Psych subject, report of possible suicide attempt",Transported To Hospital
1449,Noise Disturbance,Central Mesa Apartments,2/17/2016,1602170003,2/17/2016,1:06 AM,Loud computer game,Unable To Locate
1450,Noise Disturbance,Lot 406,2/17/2016,1602170004,2/17/2016,1:25 AM,Construction noise coming from parking lot,Service Provided
1451,Information,La Jolla Del Sol Leasing Office,2/17/2016,1602170005,2/17/2016,1:53 AM,Vehicle with lights left on,Checks OK
1452,Skateboard Stop,Voigt Dr/Engineer Ln,2/17/2016,1602170022,2/17/2016,8:14 AM,,Verbal Warning Issued
1453,Information,UCSD Police Department,2/17/2016,1602170033,2/17/2016,10:17 AM,"Citizen requesting incident number for UCSD equipment that was inside their stolen vehicle, stolen vehicle report taken by San Diego Police Department",Information Only
1454,Fire Alarm,Robinson Complex Building 1,2/17/2016,1602170037,2/17/2016,11:34 AM,No signs of smoke or fire,Referred To Other UCSD Department
1455,Bicyclist Stop,Myers Dr/Gilman Dr,2/17/2016,1602170039,2/17/2016,12:50 PM,,Verbal Warning Issued
1456,Bicyclist Stop,Voigt Dr/Lot 704,2/17/2016,1602170042,2/17/2016,1:14 PM,,Verbal Warning Issued
1457,Hazard Situation,Blacks Beach Gate,2/17/2016,1602170048,2/17/2016,2:29 PM,"5 foot gap in road, not passable by vehicle and not visible at night",Information Only
1458,Lost Property,UCSD Police Department,2/17/2016,1602170049,2/17/2016,2:43 PM,Lost foreign passport,Information Only
1459,Disturbance ‐ Argument,Rebecca & John Moores Cancer Center,2/17/2016,1602170052,2/17/2016,3:39 PM,,Referred To Other Agency
1460,Disturbance ‐ Argument,Campus Point Dr ‐ Emergency Department,2/17/2016,1602170055,2/17/2016,4:53 PM,,Field Interview
1461,Fire Alarm,Shiley Eye Center,2/17/2016,1602170056,2/17/2016,6:03 PM,,False Alarm
1462,Security Alarm,BSB ‐ Dean's Office,2/17/2016,1602170057,2/17/2016,6:30 PM,,False Alarm
1463,Medical Aid,Rebecca & John Moores Cancer Center,2/17/2016,1602170060,2/17/2016,7:30 PM,Adult male patient with low blood pressure,Referred To Other Agency
1464,Robbery,North Torrey Pines Rd/Azul Street,2/17/2016,1602170061,2/17/2016,8:47 PM,"Report of armed robbery with knife, loss $732.00",Report Taken
1465,Citizen Contact,Tioga Hall,2/17/2016,1602170062,2/17/2016,9:00 PM,Female with dog and open door,Referred To Student Conduct
1466,Suspicious Person,1 Miramar Building 1,2/17/2016,1602170065,2/17/2016,10:31 PM,,Information Only
1467,Suspicious Vehicle,La Jolla Shores Dr,2/17/2016,1602170066,2/17/2016,10:49 PM,,Field Interview
1468,Marijuana Contact,Brennan Hall,2/17/2016,1602170068,2/17/2016,11:06 PM,Four people smoking inside bedroom,Referred To Student Conduct
1469,Petty Theft,RIMAC Gym,2/17/2016,2016‐0227,2/16/2016,7:00 PM‐7:20 PM,"Stolen wallet from gym locker, loss $5.00",Online Report
1470,Petty Theft ‐ Bicycle,UCSD Track,2/17/2016,2016‐0228,2/17/2016,2:30 PM‐5:30 PM,Loss $200.00,Online Report
1471,Lost Property,Roger's Place,2/22/2016,1602220004,2/22/2016,12:58 AM,Unattended bicycle,Information Only
1472,Noise Disturbance,The Village West Building 2,2/22/2016,1602220006,2/22/2016,1:47 AM,Yelling,Will Cooperate
1473,Noise Disturbance,Marshall Apartments West,2/22/2016,1602220007,2/22/2016,2:13 AM,Sound of ball being thrown against wall,Gone On Arrival
1474,Security Alarm,Student Health,2/22/2016,1602220014,2/22/2016,6:20 AM,,False Alarm
1475,Assist Other Agency,Regents Rd,2/22/2016,1602220018,2/22/2016,7:04 AM,San Diego Police requesting assistance with construction,Service Provided
1476,Citizen Flagdown,Regents Rd,2/22/2016,1602220024,2/22/2016,7:43 AM,Regarding lost car key,Service Provided
1477,Security Alarm,Student Services Center,2/22/2016,1602220029,2/22/2016,8:27 AM,,False Alarm
1478,Suspicious Vehicle,Lot 502,2/22/2016,1602220035,2/22/2016,9:29 AM,,Checks OK
1479,Medical Aid,Bookstore,2/22/2016,1602220036,2/22/2016,9:34 AM,Adult male feeling dizzy and experiencing pain in left arm,Transported To Hospital
1480,Bicyclist Stop,Library Walk,2/22/2016,1602220038,2/22/2016,10:00 AM,,Verbal Warning Issued
1481,Bicyclist Stop,Library Walk,2/22/2016,1602220039,2/22/2016,10:04 AM,,Verbal Warning Issued
1482,Petty Theft ‐ Bicycle,Harlan Hall,2/22/2016,2016‐0252,2/22/2016,8:30 AM‐11:30 AM,"Report of stolen bicycle, loss $450.00, referred to online reporting",Online Report
1483,Ticket Sign Off,UCSD Police Department,2/22/2016,1602220041,2/22/2016,11:28 AM,,Service Provided
1484,Vandalism/Petty Theft,RIMAC,2/22/2016,2016‐0243,2/8/2016‐2/12/2016,Unknown,"Unknown suspect(s) dismantled and removed heart monitor grips from gym equipment, loss $175.00",Report Taken
1485,Security Alarm,Mount Soledad Facility,2/22/2016,1602220047,2/22/2016,12:56 PM,,Cancelled
1486,Ticket Sign Off,UCSD Police Department,2/22/2016,1602220048,2/22/2016,1:12 PM,,Service Provided
1487,Security Alarm,Student Services Center,2/22/2016,1602220057,2/22/2016,4:08 PM,,False Alarm
1488,Information,Nobel Dr,2/22/2016,1602220058,2/22/2016,4:44 PM,Hole in east bound fast lane,Referred To Other UCSD Department
1489,Vandalism To Vehicle,Lot 703,2/22/2016,2016‐0244,2/22/2016,12:00 PM‐5:00 PM,"Unknown suspect(s) used unknown object to scratch victim's car, damage $400.00",Report Taken
1490,Non Injury Collision,Gilman Dr/Russell Ln,2/22/2016,1602220061,2/22/2016,5:31 PM,U‐Haul vs other vehicle,Referred To Other Agency
1491,Burglary To Vehicle,Miramar Parking Structure,2/22/2016,2016‐0245,2/18/2016‐2/22/2016,11:00 AM‐7:45 PM,"Unknown suspect(s) stolen several items from victim's locked vehicle, loss $5,306.00",Report Taken
1492,Stolen Vehicle,Gilman Parking Structure,2/22/2016,1602220067,2/22/2016,8:54 PM,,Cancelled
1493,Suspicious Person,Central Mesa Apartments,2/22/2016,1602220068,2/22/2016,10:01 PM,,Unable To Locate
1494,Illegal Parking,1 Miramar Parking Structure,2/22/2016,1602220069,2/22/2016,10:02 PM,,Cited
1495,Medical Aid,Rebecca & John Moores Cancer Center,2/22/2016,1602220070,2/22/2016,10:21 PM,Patient having an allergic reaction to MRI,Referred To Other Agency
1496,Non Injury Collision,Lot 105,2/22/2016,1602220071,2/22/2016,10:31 PM,Involved parties exchanged information,Information Only
1497,Alcohol Contact,Tioga Hall,2/22/2016,1602220073,2/22/2016,11:44 PM,,Referred To Student Conduct
1498,Petty Theft ‐ Bicycle,Sixth College Apartments,2/22/2016,2016‐0251,2/21/2016‐2/22/2016,5:30 PM‐7:55 AM,Loss $700.00,Online Report
1499,Petty Theft,I House,2/22/2016,2016‐0253,2/21/2016‐2/22/2016,7:30 PM‐11:50 PM,"Stolen hover board, loss $399.99",Online Report
1500,Appropriate Lost Property,Price Center ‐ Burger King,2/22/2016,2016‐0254,2/21/2016,10:20 PM,"Lost wallet never turned into lost & found, loss $36.00",Online Report
1501,Petty Theft ‐ Bicycle,Biomedical Sciences Building,2/22/2016,2016‐0255,2/22/2016,9:20 AM‐5:20 PM,Loss $360.00,Online Report
1502,Hazard Situation,Voigt Dr/Lot 510,2/1/2016,1602010002,2/1/2016,12:58 AM,Tree branch blocking west bound traffic,Referred To Other UCSD Department
1503,Hazard Situation,Mandeville Center,2/1/2016,1602010004,2/1/2016,1:16 AM,Tree blocking traffic at the loop,Referred To Other UCSD Department
1504,Hazard Situation,Campus Point Dr/Voigt Dr,2/1/2016,1602010006,2/1/2016,2:23 AM,Tree down blocking all lanes of traffic,Service Provided
1505,Hazard Situation,Lot 308,2/1/2016,1602010007,2/1/2016,2:44 AM,"Tree down, blocking entrance",Referred To Other UCSD Department
1506,Citizen Contact,The Village West Building 1,2/1/2016,1602010008,2/1/2016,2:45 AM,Subject on skateboard going down the hill,Will Cooperate
1507,Gas/Water/Sewer Leak,Pacific Hall,2/1/2016,1602010009,2/1/2016,3:09 AM,Water detection alert in office,Referred To Other UCSD Department
1508,Hazard Situation,Lot 783,2/1/2016,1602010011,2/1/2016,3:30 AM,Tree branch down on side of roadway,Referred To Other UCSD Department
1509,Hazard Situation,South Mesa Apartments,2/1/2016,1602010013,2/1/2016,3:54 AM,Tree blocking parking lot,Referred To Other UCSD Department
1510,Hazard Situation,La Jolla Del Sol Apartments,2/1/2016,1602010014,2/1/2016,4:26 AM,Trees down,Referred To Other UCSD Department
1511,Hazard Situation,Coast Apartments,2/1/2016,1602010015,2/1/2016,4:27 AM,Tree down and blocking traffic,Referred To Other UCSD Department
1512,Hazard Situation,Telemedicine Building,2/1/2016,1602010018,2/1/2016,4:30 AM,"Large tree down and hit roof, some branches on roof",Referred To Other UCSD Department
1513,Hazard Situation,Lot 359,2/1/2016,1602010019,2/1/2016,5:24 AM,Tree blocking median,Referred To Other UCSD Department
1514,Hazard Situation,North Point Dr/Scholars Dr North,2/1/2016,1602010020,2/1/2016,5:26AM,Sofa moved from wind,Referred To Other UCSD Department
1515,Hazard Situation,Medical Center Dr/Athena,2/1/2016,1602010022,2/1/2016,6:38 AM,Tree blocking walkway,Referred To Other UCSD Department
1516,Security Alarm,La Jolla Shores Dr,2/1/2016,1602010035,2/1/2016,8:16 AM,,False Alarm
1517,Illegal Camping,Internal Medicine Group Building 4,2/1/2016,1602010037,2/1/2016,8:35 AM,,Field Interview
1518,Burglary To Vehicle,Lot 003,2/1/2016,2016‐0139,1/30/2016,10:22 AM‐11:30 AM,"Several credit cards and cash stolen out of victim's vehicle, suspect also made fraudulent purchases with victim's credit cards, loss $403.00",Report Taken
1519,Medical Aid,York Hall,2/1/2016,1602010046,2/1/2016,10:47 AM,Young adult female fainted,Service Provided
1520,Citizen Flagdown,Mobil Station,2/1/2016,1602010047,2/1/2016,11:49 AM,,Referred To Other Agency
1521,Fraud,Lot 208,2/1/2016,2016‐0140,1/31/2016,Unknown,Victim lost wallet and found fraudulent charges on credit card,Report Taken
1522,Non Injury Collision,Gilman Dr/Scholars Dr South,2/1/2016,2016‐0141,2/1/2016,12:15 PM,vehicle vs UC shuttle bus,Report Taken
1523,Petty Theft,UCSD Police Department,2/1/2016,1602010051,2/1/2016,1:11 PM,Report of blacks beach keys stolen 4 years ago out of home in La Jolla,Referred To Other Agency
1524,Security Alarm,UCTR 112,2/1/2016,1602010053,2/1/2016,1:53 PM,,False Alarm
1525,Security Alarm,Medical Teaching Facility,2/1/2016,1602010055,2/1/2016,2:09 PM,,False Alarm
1526,Vandalism To Vehicle,Lot 702,2/1/2016,1602010061,2/1/2016,4:56 PM,,Cancelled
1527,Security Alarm,Jacaranda,2/1/2016,1602010062,2/1/2016,4:56 PM,,False Alarm
1528,Bicyclist Stop,Voigt Dr/Engineer Ln,2/1/2016,1602010065,2/1/2016,5:56 PM,,Verbal Warning Issued
1529,Information,VA Hospital,2/1/2016,1602010068,2/1/2016,6:34 PM,"Caller states adult son is in lobby of hospital experiencing chest pains, but claims he has not received any help",Referred To Other Agency
1530,Suspicious Person,Mandeville Center,2/1/2016,1602010070,2/1/2016,6:39 PM,,Unable To Locate
1531,Suspicious Person,Lot 206,2/1/2016,1602010071,2/1/2016,7:35 PM,,Checks OK
1532,Suspicious Person,McGill Hall,2/1/2016,1602010073,2/1/2016,7:57 PM,,Unable To Locate
1533,Collision With Injury,Pangea Dr/Scholars Dr North,2/1/2016,2016‐0143,2/1/2016,9:13 PM,"Male bicyclist crashed, causing possible injury to abdomen",Report Taken
1534,Noise Disturbance,Central Mesa Apartments,2/1/2016,1602010081,2/1/2016,10:58 PM,Two people talking loudly,Unable To Locate
1535,Marijuana Contact,Atlantis Hall,2/1/2016,1602010082,2/1/2016,11:20 PM,Assist Resident Assistant with odor of marijuana,Unable To Locate
1536,Illegal Parking,1 Miramar Building 2,2/1/2016,1602010083,2/1/2016,11:20 PM,,Cited
1537,Suspicious Vehicle,Scholars Dr North/Pangea Dr,2/29/2016,1602290002,2/29/2016,12:45 AM,,Verbal Warning Issued
1538,Suspicious Vehicle,Lot 208,2/29/2016,1602290003,2/29/2016,1:31 AM,,Checks OK
1539,Noise Disturbance,Europe Hall ‐ Common Lounge,2/29/2016,1602290004,2/29/2016,1:41 AM,Group being loud and yelling,Quiet On Arrival
1540,Suspicious Person,ERC Laundry,2/29/2016,1602290007,2/29/2016,5:36 AM,,Unable To Locate
1541,Security Alarm,Torrey Pines Center South,2/29/2016,1602290012,2/29/2016,6:59 AM,,Cancelled
1542,Citizen Flagdown,Campus Services Complex Building A,2/29/2016,1602290026,2/29/2016,10:37 AM,,Service Provided
1544,Disturbance ‐ Psych Subject,Student Health,2/29/2016,2016‐0282,2/29/2016,3:35 PM,Request to evaluate a potential suicidal subject,Transported To Hospital
1545,Citizen Contact,Rebecca & John Moores Cancer Center,2/29/2016,1602290035,2/29/2016,5:00 PM,"Report of non injury collision, other motorist refusing to provide information",Service Provided
1546,Disturbance ‐ Psych Subject,Galbraith Hall,2/29/2016,2016‐0283,2/29/2016,5:10 PM,Request to evaluate potential suicidal subject,Transported To Hospital
1547,Lost Property,Galbraith Hall,2/29/2016,1602290040,2/29/2016,6:39 PM,Car keys taken from table,Information Only
1548,Medical Aid,Media Center Communications,2/29/2016,1602290042,2/29/2016,9:19 PM,"Per San Diego Fire Department, adult female almost lost conciousness in restroom",Transported To Hospital
1549,Information,Torrey Pines Center South,2/29/2016,1602290043,2/29/2016,9:29 PM,Vehicle locked inside garage,Referred To Other UCSD Department
1550,Bicyclist Stop,Thurgood Marshall Ln/Scholars Dr North,2/29/2016,1602290044,2/29/2016,9:45 PM,,Verbal Warning Issued
1551,Noise Disturbance,Central Mesa Apartments,2/29/2016,1602290045,2/29/2016,10:11 PM,Pounding on the floor,Will Cooperate
1552,Citizen Contact,Lot 104,2/29/2016,1602290049,2/29/2016,10:53 PM,Smoking contact,Will Cooperate
1553,Information,Ridgewalk East Gate,2/29/2016,1602290051,2/29/2016,11:58 PM,Gate arm is broken,Referred To Other UCSD Department
1554,Suspicious Person,UCSD Police Department,2/24/2016,1602240002,2/24/2016,1:29 AM,,Checks OK
1555,Suspicious Vehicle,Pangea Parking Structure,2/24/2016,1602240004,2/24/2016,3:43 AM,,Checks OK
1556,Bicyclist Stop,Gilman Dr/Russell Ln,2/24/2016,1602240014,2/24/2016,8:00 AM,,Verbal Warning Issued
1557,Security Alarm,Student Business Center,2/24/2016,1602240021,2/24/2016,8:33 AM,,False Alarm
1558,Non Injury Collision,Thornton Hospital,2/24/2016,2016‐0259,2/24/2016,11:15 AM,UC cart vs. Cab,Report Taken
1559,Skateboard Stop,Lot 705,2/24/2016,1602240035,2/24/2016,11:29 AM,,Verbal Warning Issued
1560,Information,York Hall,2/24/2016,1602240037,2/24/2016,11:41 AM,Officer not responding to radio or phone,Checks OK
1561,Suspicious Person,York Hall,2/24/2016,1602240038,2/24/2016,11:50 AM,,Checks OK
1562,Citizen Flagdown,Housing & Dining,2/24/2016,1602240039,2/24/2016,12:13 PM,,Service Provided
1563,Information,Gilman Dr/Voigt Dr,2/24/2016,1602240043,2/24/2016,12:21 PM,Report of motorist running stop sign and almost hitting pedestrian,Information Only
1564,Shoplifting,Bookstore,2/24/2016,2016‐0260,2/24/2016,12:55 PM,Suspect attempted to carry away $125.00 worth of merchandise without paying,"Closed By Citation, Adult"
1565,Welfare Check,Thornton Hospital,2/24/2016,1602240047,2/24/2016,1:40 PM,Psych subject,Checks OK
1566,Hit & Run ‐ No Injuries,Lot 303,2/24/2016,1602240049,2/24/2016,2:10 PM,Involved parties exchanged information,Information Only
1567,Lost Property,UCSD Police Department,2/24/2016,1602240050,2/24/2016,2:27 PM,Lost camera equipment,Information Only
1568,Information,Mayer Hall,2/24/2016,1602240051,2/24/2016,3:17 PM,Reporting party upset because of an aggressive dog going up to people,Information Only
1569,Fire Alarm,North Mesa Apartments,2/24/2016,1602240052,2/24/2016,3:21 PM,,False Alarm
1570,Citizen Contact,Rita Atkinson Residences,2/24/2016,1602240054,2/24/2016,3:49 PM,"Reporting party is continually getting emails from subject not in her class, subject also comes to office looking for her",Service Provided
1571,Smoke Check,La Jolla Shores Dr/North Torrey Pines Rd,2/24/2016,1602240057,2/24/2016,4:51 PM,Smoke coming from trash can,Unfounded
1572,Information,Center For Molecular Medicine,2/24/2016,1602240058,2/24/2016,4:51 PM,"Water leaking from ceiling, causing tiles to fall off",Referred To Other UCSD Department
1573,Illegal Parking,North Mesa Apartments,2/24/2016,1602240062,2/24/2016,6:52 PM,,Cited
1574,Suspicious Person,Price Center,2/24/2016,1602240063,2/24/2016,7:28 PM,,Unable To Locate
1575,Welfare Check,Lot 406 ‐ Bus Stop,2/24/2016,1602240064,2/24/2016,7:32 PM,Report of adult male laying on bust stop,Field Interview
1576,Security Alarm,Mt Soledad,2/24/2016,1602240065,2/24/2016,10:00 PM,,False Alarm
1577,Citizen Contact,Lot 304,2/24/2016,1602240068,2/24/2016,11:29 PM,Smoking contact,Will Cooperate
1578,Grand Theft,Warren Lecture Hall,2/24/2016,2016‐0269,2/24/2016,1:50 PM‐2:10 PM,"Stolen laptop, loss $1,000.00",Online Report
1579,Alcohol Contact,Muri Apartments,1/7/2016,1602070002,1/7/2016,12:52 AM,,Referred To Student Conduct
1580,Quiet Hours Contact,Brennan Hall,2/7/2016,1602070003,2/7/2016,1:35 AM,,RSO Contact Card Issued
1581,Quiet Hours Contact,Frankfurter Hall,2/7/2016,1602070004,2/7/2016,1:45 AM,,RSO Contact Card Issued
1582,Alcohol Contact,The Village East Building 1,2/7/2016,1602070005,2/7/2016,2:19 AM,,Will Cooperate
1583,Marijuana Contact,Muir Apartments,2/7/2016,1602070006,2/7/2016,2:20 AM,,Information Only
1584,Illegal Parking,1 Miramar Building 2,2/7/2016,1602070007,2/7/2016,2:37 AM,,Cited
1585,Lost Property,Argo Hall,2/7/2016,1602070008,2/7/2016,2:38 AM,Found wallet,Service Provided
1586,Citizen Contact,Africa Hall,2/7/2016,1602070009,2/7/2016,3:54 AM,,Service Provided
1587,Stolen Vehicle,Lot 705,2/7/2016,2016‐0170,2/6/2016‐2/7/2016,5:30 PM‐11:30 AM,,Report Taken
1588,Battery,The Village Place & Market,2/7/2016,2016‐0171,2/7/2016,12:00 PM,"Two adult males got into a physical altercation, stemming from a prior verbal argument two weeks prior",Report Taken
1589,Hit & Run ‐ No Injuries,Lot 208,2/7/2016,1602070021,2/4/2016,Unknown,"Report of collision, other party left note but is refusing to give any information",Information Only
1590,Noise Disturbance,Gilman Parking Structure,2/7/2016,1602070024,2/7/2016,1:47 PM,Band practicing,Will Cooperate
1591,Welfare Check,Sixth College Apartments,2/7/2016,1602070026,2/7/2016,2:50 PM,Reporting party unable to get ahold of son,Checks OK
1592,Illegal Parking,Lot 306,2/7/2016,1602070028,2/7/2016,3:48 PM,,Gone On Arrival
1593,Fire Alarm,Europe Hall,2/7/2016,1602070029,2/7/2016,3:49 PM,Set off by burnt food,Checks OK
1594,Indecent Exposure,Tenaya Hall,2/7/2016,2016‐0172,2/7/2016,6:45 PM,,Unfounded
1595,Fire Alarm,North America Hall,2/7/2016,1602070034,2/7/2016,7:27 PM,Set off by burnt food,Checks OK
1596,Fire,IGPP,2/7/2016,2016‐0173,2/7/2016,8:00 PM,,Report Taken
1597,Welfare Check,Tenaya Hall,2/7/2016,1602700038,2/7/2016,9:23 PM,"Female locked inside for several days, and hasn't answered door",Checks OK
