,Event,Location,Date Reported,Incident/Case#,Date Occurred,Time Occurred,Summary:,Disposition:
2530,Bicyclist Stop,Gilman Drive,5/19/2017,1705190053,5/19/2017,9:06 PM,,Verbal Warning Issued
2531,Information,Spanos Athletic Training Facility,5/19/2017,1705190055,5/19/2017,9:38 PM,Gym doors may have been super glued open,Information Only
2532,Citizen Contact,Price Center - Starbucks,5/19/2017,1705190060,5/19/2017,9:30 PM,Reporting person states she was harassed by unknown male,Service Provided
2533,Bicyclist Stop,Canyon Vista,5/19/2017,1705190061,5/19/2017,10:32 PM,,False Alarm
2534,Hazard Situation,Geisel Library,5/19/2017,1705190071,5/19/2017,11:44 PM,Group of subjects swinging fireworks or sparklers around,Checks OK
2535,Information,North Point Drive,5/19/2017,1705190073,5/19/2017,11:55 PM,Vehicle driving with lights off,Checks OK
2536,Illegal Parking,1 Miramar Building 2,5/27/2017,1705270004,5/27/2017,1:39 AM,,Cited
2537,Illegal Parking,1 Miramar Building 2,5/27/2017,1705270005,5/27/2017,1:43 AM,,Cited
2538,Fire Alarm,EHS Hazmat Facility,5/27/2017,2017-0948,5/27/2017,4:03 AM,,Report Taken
2539,Citizen Contact,Poole Street,5/27/2017,1705270012,5/27/2017,4:07 AM,,Checks OK
2540,Bicyclist Stop,Lot 304,5/27/2017,1705270015,5/27/2017,8:32 AM,,Verbal Warning Issued
2541,Citizen Flagdown,Warren Field,5/27/2017,1705270022,5/27/2017,10:12 AM,,Service Provided
2542,Welfare Check,VA Hospital,5/27/2017,1705270024,5/27/2017,11:21 AM,Argument between mother and teenage son,Information Only
2543,Security Alarm,Center for Molecular Medicine,5/27/2017,1705270025,5/27/2017,11:35 AM,,Checks OK
2544,Security Alarm,Student Health,5/27/2017,1705270027,5/27/2017,12:08 PM,,Checks OK
2545,Ticket Sign Off,UCSD Police Department,5/27/2017,1705270032,5/27/2017,1:54 PM,,Service Provided
2546,Citizen Flagdown,Lot 103,5/27/52017,1705270033,5/27/2017,2:06 PM,,Service Provided
2547,Suspicious Person,Sixth College Apartments,5/27/2017,2017-0949,5/27/2017,2:28 PM,Male non-affiliate found to be in possession of known stolen property,Cleared by Adult Arrest
2548,Security Alarm,Student Health,5/27/2017,1705270036,5/27/2017,3:46 PM,,Checks OK
2549,Security Alarm,Center for Molecular Medicine,5/27/2017,1705270037,5/27/2017,4:11 PM,,False Alarm
2550,Ticket Sign Off,UCSD Police Department,5/27/2017,1705270041,5/27/2017,5:45 PM,,Service Provided
2551,Bicyclist Stop,Lot 302,5/27/2017,1705270047,5/27/2017,6:13 PM,,Verbal Warning Issued
2552,Disturbance,Lot 108,5/27/2017,1705270051,5/27/2017,7:25 AM,"Group of teenage males, skateboarding in parking lot",Gone On Arrival
2553,Citizen Flagdown,Lot 406,5/27/2017,1705270052,5/27/2017,7:27 PM,Subject needing vehicle escort to RIMAC,Service Provided
2554,Suspicious Person,Science Center Drive,5/12/2017,1705120001,5/12/2017,12:19 AM,,Information Only
2555,Illegal Camping,Genesee Ave/John Jay Hopkins Dr,5/12/2017,2017-0861,5/12/2017,12:39 AM,,"Closed By Citation, Adult"
2556,Drunk in Public,Mesa Apartments,5/12/2017,1705120007,5/12/2017,1:40 PM,,Checks OK
2557,Lost Property,Revelle Plaza,5/12/2017,1705120010,5/12/2017,2:50 AM,Found unlocked bike,Information Only
2558,Welfare Check,Downwind Way/Expedition Wy,5/12/2017,1705120011,5/12/2017,3:10 AM,"Per VA Crisis Line, female threatening suicide, stated she was near La Jolla High School, but call shows coming from north of Birch Aquarium",Unable to Locate
2559,Illegal Parking,Mesa Apartments,5/12/2017,1705120016,5/12/2017,4:10 AM,,Cited
2560,Security Alarm,Isaacs Hall,5/12/2017,1705120019,5/12/2017,5:55 AM,,False Alarm
2561,Information,Lot 502,5/12/2017,1705120023,5/12/2017,7:57 AM,Parked vehicle with lights on,Information Only
2562,Vandalism,Sun God,5/12/2017,1705120025,5/12/2017,8:33 AM,"Inappropriate object hung on Sun God statue, no damage",Service Provided
2563,Disturbance,Thornton Hospital,5/12/2017,2017-0862,5/12/2017,8:38 AM,Report of two subjects on UCSD shuttle bus causing a disturbance,Stay Away Order Issued
2564,Information,Sequoyah Hall,5/12/2017,1705120028,5/12/2017,9:17 AM,Bike locked in stairway blocking pedestrian traffic,Service Provided
2565,Security Alarm,Galbraith Hall,5/12/2017,1705120031,5/12/2017,10:00 AM,,False Alarm
2566,Shoplifting,Bookstore,5/12/2017,2017-0864,5/12/2017,11:36 AM,"Two students detained for shoplifting, loss/recovery $330.96","Closed By Citation, Adult"
2567,Vandalism,Center Hall,5/12/2017,2017-0863,5/12/2017,11:52 AM,"Swastika engraved into chair, loss $50",Report Taken
2568,Recovered Stolen Vehicle,Price Center,5/12/2017,2017-0582,5/12/2017,11:49 AM,Golf cart found by staff,Service Provided
2569,Citizen Contact,Lot 704,5/12/2017,1705120043,5/12/2017,12:53 PM,Bike lock cute,Information Only
2570,Illegal Parking,Lot 601,5/12/2017,1705120044,5/12/2017,12:53 PM,,Cancelled
2571,Medical Aid,Price Center,5/12/2017,1705120047,5/12/2017,2:11 PM,Female possibly having mild heart attack,Transported To Hospital
2572,Marijuana Contact,The Village West Building 1,5/12/2017,1705120050,5/12/2017,2:43 PM,Report of marijuana odor,Service Provided
2573,Petty Theft,Structural & Mechanical Engineering,5/12/2017,1705120052,05/06/2017-05/07/2017,Unknown,"Unattended desktop computer left in corridor and taken, loss $60.00, declined police report",Information Only
2574,Citizen Contact,La Jolla Shores Lane,5/12/2017,1705120055,5/12/2017,4:53 PM,"Possible tree trimmer seen in trees, but no work truck seen near by",Checks OK
2575,Shoplifting,Bookstore,5/12/2017,2017-0866,5/12/2017,5:07 PM,"Male suspect attempted to take and carry away merchandise without payment, loss/recovery $179.00","Closed By Citation, Adult"
2576,Information,Sixth College Res Halls,5/12/2017,2017-0867,5/12/2017,9:00 AM,Report of male subject who made threat via social media messenger,Report Taken
2577,Hazard Situation,Lot 503,5/12/2017,1705120059,5/12/2017,5:44 PM,Bees swarming around vehicle,Referred to Other Department
2578,Bicyclist Stop,Preuss School,5/12/2017,1705120060,5/12/2017,5:59 PM,,Verbal Warning Issued
2579,Injury,Bonner Hall,5/12/2017,2017-0868,5/12/2017,7:25 PM,Male cut his hand on glass,Transported to Hospital
2580,Smoking Contact,Gilman Drive,5/12/2017,1705120069,5/12/2017,8:53 PM,,Will Cooperate
2581,Bicyclist Stop,Voigt Drive,5/12/2017,1705120071,5/12/2017,9:21 PM,,Verbal Warning Issued
2582,Citizen Flagdown,Lot 406,5/12/2017,1705120078,5/12/2017,10:26 PM,Person asking for directions,Service Provided
2583,Burglary to Vehicle,Mesa Parking Structure,5/12/2017,2017-0869,5/12/2017,10:26 PM,"Unknown suspect(s) took bottle of water from unlocked vehicle, loss $1.00",Report Taken
2584,Citizen Contact,ERC Admin,5/12/2017,1705120080,5/12/2017,10:31 PM,Unknown female inside commuter lounge,Checks OK
2585,Tow Request,Lot 103,5/12/2017,1705120082,5/12/2017,11:08 PM,"Vehicle owner paid fines, tow request cancelled",Will Cooperate
2586,Bicyclist Stop,Gilman Drive,5/12/2017,1705120084,5/12/2017,11:24 PM,,Verbal Warning Issued
2587,Alcohol Contact,Marshall Resident Halls,5/12/2017,1705120085,5/12/2017,11:30 PM,,Referred To Student Conduct
2588,DUI,Scholars Drive,5/5/2017,2017-0815,5/5/2017,12:54 AM,"Following a traffic stop, motorist found to be under the influence of marijuana while driving",Cleared by Adult Arrest
2589,Security Alarm,Torrey Pines Center South,5/5/2017,1705050008,5/5/2017,5:19 AM,,False Alarm
2590,Security Alarm,Student Health,5/5/2017,1705050010,5/5/2017,6:22 AM,,False Alarm
2591,Security Alarm,Price Center,5/5/2017,1705050015,5/5/2017,6:58 AM,,False Alarm
2592,Security Alarm,Isaacs Hall,5/5/2017,1705050016,5/5/2017,7:14 AM,,False Alarm
2593,Fire Alarm,Center for Molecular Medicine,5/5/2017,1705050017,5/5/2017,7:26 AM,,False Alarm
2594,Information,Price Center,5/5/2017,1705050019,5/5/2017,7:31 AM,Bollard down,Referred to Other UCSD Department
2595,Suspicious Person,VA Hospital,5/5/2017,1705050021,5/5/2017,7:15 AM,"Per VA Police, female employee was walking west bound on hillside of UCSD property, when and unknown male jumped out of bushes and made a verbal threat",Unable to Locate
2596,Information,Lot 510,5/5/2017,1705050023,5/5/2017,7:44 AM,Parking station down,Referred To Other UCSD Department
2597,Battery,La Jolla Del Sol Apartments,5/5/2017,2017-0816,5/5/2017,8:06 AM,"Two males in verbal argument, reporting party claims to have been pushed and spit at by other involved party",Report Taken
2598,Fire Alarm,Mesa Nueva,5/5/2017,1705050026,5/5/2017,9:31 AM,,False Alarm
2599,Information,Radiation Oncology Center,5/5/2017,1705050027,5/5/2017,9:36 AM,Male feeling nauseous with shortness of breath,Referred to Other Agency
2600,Traffic Hazard,North Torrey Pines Road,5/5/2017,1705050029,5/5/2017,10:03 AM,Branch blocking left lane,Referred to Other UCSD Department
2601,Medical Aid,Peterson Hall,5/5/2017,1705050031,5/5/2017,10:26 AM,Female experiencing stomach pains,Transported To Student Health
2602,Suspicious Person,The Village West Building 7,5/5/2017,1705050032,5/5/2017,10:36 AM,,Checks OK
2603,Information,Voigt Drive,5/5/2017,1705050033,5/5/2017,11:20 AM,Bicyclist at high rate of speed,Information Only
2604,Bicyclist Stop,Voigt Drive,5/5/2017,1705050034,5/5/2017,11:24 AM,,Verbal Warning Issued
2605,Citizen Contact,UCSD Police Department,5/5/2017,1705050038,5/5/2017,11:53 AM,"Female wanting to report possible unlicensed driver, driving children",Information Only
2606,Battery,Rimac Field,5/5/2017,2017-0817,4/29/2017,16:00 PM,"Female student was involved in verbal altercation with unknown male student during Sun God festival, the altercation escalated to both subjects pushing and hitting each other",Report Taken
2607,Traffic Control,Student Services Center,5/5/2017,1705050047,5/5/2017,3:10 PM,Traffic backing up student services center,Checks OK
2608,Information,Rebecca and John Moores Cancer Center,5/5/2017,1705050048,5/5/2017,3:55 PM,Male patient shaking and experiencing chills,Information Only
2609,Restraining Order Violation,Gilman Parking Structure,5/5/2017,2017-0818,5/4/2017,2:18 PM,"Restrained party phoned reporting party, instead of sending written communication as allowed by restraining order",Report Taken
2610,Information,Spanos Athletic Training Facilities,5/5/2017,1705050055,5/5/2017,5:27 PM,"Report of transient seen taking trash out of receptacles and spilling contents, 2 hours previous",Information Only
2611,Information,Athena Parking Structure,5/5/2017,1705050056,5/5/2017,5:46 PM,Dead rattlesnake on second floor,Referred To Other UCSD Department
2612,Disturbance,Canyonview Pool,5/5/2017,1705050060,5/5/2017,7:29 PM,"Three males, possibly intoxicated, dressed in their underwear and attempting to get in Jacuzzi, refusing to leave",Gone On Arrival
2613,Citizen Contact,Lot 207,5/5/2017,1705050064,5/5/2017,9:11 PM,Urinating in public,Referred To Student Conduct
2614,Disturbance - Psych Subject,Geisel Library,5/5/2017,170505069,5/5/2017,10:07 PM,Male screaming and yelling to himself,Field Interview
2615,Citizen Contact,Lot 104,5/5/2017,1705050071,5/5/2017,10:48 PM,Playing basketball after hours,Referred To Student Conduct
2616,Marijuana Contact,South Mesa Apartments,5/5/2017,1705050072,5/5/2017,11:04 PM,"Subjects with open alcohol containers, smelling strongly of marijuana",Checks OK
2617,Citizen Flagdown,El Paseo Grande,5/5/2017,1705050073,5/5/2017,11:13 PM,Report of large party across from hotel,Service Provided
2618,Citizen Contact,Lot 309,5/8/2017,1705080002,5/8/2017,12:49 AM,Smoking contact x3,Referred To Student Conduct
2619,Suspicious Vehicle,Lot 208,5/8/2017,1705080003,5/8/2017,1:39 AM,,Field Interview
2620,Suspicious Vehicle,Lot 208,5/8/2017,1705080004,5/8/2017,1:45 AM,,Checks OK
2621,Suspicious Person,Internal Medicine Group,5/8/2017,1705080013,5/8/2017,8:45 AM,,Field Interview
2622,Citizen Contact,Geisel Library,5/8/2017,1705080016,5/8/2017,9:26 AM,Smoking contact x3,Verbal Warning Issued
2623,Petty Theft,Argo Hall,5/8/2017,1705080017,5/8/2017,9:48 AM,,Cancelled
2624,Welfare Check,Nobel Drive,5/8/2017,1705080018,5/8/2017,10:39 AM,"Family member concerned about student, last heard from on Saturday",Checks OK
2625,Trespass,Thornton Hospital,5/8/2017,1705080019,5/8/2017,10:43 AM,"Male asking people to sign petition, refusing to leave",Information Only
2626,Tow Request,Mesa Apartments,5/8/2017,2017-0829,5/8/2017,3:17 PM,Vehicle with expired registration with no pending actions to correct after officer placing a 72 hour impound warning,Vehicle Impounded
2627,Fraud,Campus Services Complex,5/8/2017,2017-0830,5/4/2017,Unknown,Unknown suspect(s) fraudulently accessed a female's student profile to drop all enrolled courses without her permission,Report Taken
2628,Fire Alarm,Coast Apartments,5/8/2017,1705080032,5/8/2017,3:37 PM,,Cancelled
2629,Clery Incident Reported - Rape,Unknown Location,5/8/2017,2017-0845,5/7/2017,Unknown,,Information Only
2630,Citizen Contact,Main Gym,5/8/2017,1705080034,5/8/2017,4:01 PM,Bicyclist possibly fell,Checks OK
2631,Preserve the Peace,The Village Building 8,5/8/2017,1705080035,5/8/2017,4:07 PM,,Service Provided
2632,Citizen Contact,Main Gym,5/8/2017,1705080036,5/8/2017,4:11 PM,Approximately 37 bicycle/skateboard stops,Information Only
2633,Disturbance - Argument,Rupertus Way/Myers Dr,5/8/2017,1705080038,5/8/2017,4:37 PM,Male and female arguing over parking issue,Gone On Arrival
2634,Ticket Sign Off,Lot 357,5/8/2017,1705080039,5/8/2017,4:46 PM,,Service Provided
2635,Citizen Flagdown,Lot 359,5/8/2017,1705080042,5/8/2017,5:09 PM,Requesting parking cite appeal information,Service Provided
2636,Medical Aid,The Village West Building 1,5/8/2017,1705080044,5/8/2017,6:21 PM,Report of male not breathing,Checks OK/Medical Aid Declined
2637,Welfare Check,Rady School of Management,5/8/2017,1705080045,5/8/2017,7:16 PM,Child seen not able to control two large dogs,Gone On Arrival
2638,Vandalism,Center for Molecular Medicine,5/8/2017,2017-0832,5/6/2017 - 5/8/2017,1:00 AM - 4:30 PM,"Toilet destroyed, damage $359.99",Report Taken
2639,Information,Price Center,5/8/2017,2017-0834,5/8/2017,11:35 PM,Original call for two suspicious person(s) sleeping inside building,Report Taken
2640,Alcohol Contact,The Village,5/8/2017,1705080063,5/8/2017,11:57 PM,Male staggering in elevator lobby,Referred To Student Conduct
2641,Petty Theft,La Jolla Del Sol Apartments,5/8/2017,2017-0827,11/25/2016,Unknown,"Miscellaneous items stolen from victim's car port, loss $250.00",Online Report
2642,Petty Theft - Bicycle,Argo Hall,5/8/2017,2017-0828,5/6/2017-5/8/2017,10:30 PM-8:00 AM,Loss $100.00,Online Report
2643,Petty Theft - Bicycle,Argo Hall,5/8/2017,2017-0836,5/6/2017-5/8/2017,8:00 PM-10:00 AM,Loss $400.00,Online Report
2644,Medical Aid,Tenaya Hall,8/12/2017,1708120001,8/12/2017,12:01 AM,Male having abdominal pain,Transported to Hospital
2645,Medical Aid,Lot 406,8/12/2017,1708120002,8/12/2017,12:44 AM,Female having pain in left knee,Transported to Hospital
2646,Disturbance,Thornton Hospital,8/12/2017,1708120005,8/12/2017,2:41 AM,"Male verbally arguing, upset about the wait",Field Interview
2647,Disturbance - Psych Subject,Thornton Hospital,8/12/2017,1708120006,8/12/2017,4:19 AM,"Female rambling, advised she was going to Thornton Hospital",Field Interview
2648,Petty Theft,Bookstore,8/12/2017,1708120007,8/12/2017,7:27 AM,"Bicycle theft, loss $300",Unfounded
2649,Security Alarm,Geisel Library,8/12/2017,1708120009,8/12/2017,8:17 AM,,False Alarm
2650,Citizen Flagdown,Gilman Drive,8/12/2017,1708120010,8/12/2017,9:16 AM,,Service Provided
2651,Suspicious Person,Peterson Hall,8/12/2017,1708120012,8/12/2017,9:43 AM,Female going in and out of building with dog off a leash,Gone On Arrival
2652,Suspicious Person,Price Center,8/12/2017,1708120013,8/12/2017,10:51 AM,Known transient locked himself in bathroom for over 20 minutes,Will Cooperate
2653,Citizen Contact,Police Department,8/12/2017,1708120014,8/12/2017,11:17 AM,Reporting party advises he found stolen bike on eBay,Service Provided
2654,Petty Theft,Coast Apartments,8/12/2017,2017-1275,8/11/2017 - 8/12/2017,7:30 PM - 3:00 AM,"Property removed from unsecured vehicle without permission, loss $300",Report Taken
2655,Non Injury Accident Report,Justice Lane,8/12/2017,1708120016,8/12/2017,12:04 PM,Door of UCSD scooter came open and hit a building,Gone On Arrival
2656,Citizen Flagdown,Gilman Drive/Voigt Drive,8/12/2017,1708120020,8/12/2017,1:48 PM,Directions,Service Provided
2657,Citizen Contact,1 Miramar Parking Structure,8/12/2017,1708120031,8/12/2017,8:19 AM,,Information Only
2658,Burglary,Taco Villa,8/12/2017,1708120033,8/12/2017,9:51 PM,"Person seen walking around inside, no crime at the moment",Unable to Locate
2659,Injury,Argo Hall,8/12/2017,1708120042,8/12/2017,9:58 PM,Male fell and hit his chin on desk,Transported to Hospital
2660,Welfare Check,Middle of Muir,8/12/2017,1708120046,8/12/2017,10:48 PM,Male laying in the middle of the muir quad,Checks OK
2661,Vandalism,Revelle Apartments,8/12/2017,2017-1278,Unknown,Unknown,Roof door open and window removed to building,Report Taken
2662,Noise Disturbance,Mesa Nueva Building A,8/27/2017,1708270002,8/27/2017,1:05 AM,Group of people at pool talking loudly,Verbal Warning Issued
2663,Suspicious Vehicle,Coast Apartments,8/27/2017,1708270004,8/27/2017,2:00 AM,Male sitting in vehicle with window smashed,Field Interview
2664,Noise Disturbance,Mesa Nueva Building A,8/27/2017,1708270006,8/27/2017,2:21 AM,People from previous noise disturbance came back,Gone On Arrival
2665,Information,UCSD Police Department,8/27/2017,1708270008,8/27/2017,5:23 AM,Subject receiving multiple calls from people figuring out they have the wrong number. The number posted as contact for marijuana,Information Only
2666,Security alarm,La Jolla Playhouse,8/27/2017,1708270014,8/27/2017,8:10 AM,,False Alarm
2667,Citizen Flagdown,Voigt Drive/Engineer Lane,8/27/2017,1708270027,8/27/2017,4:00 PM,Tour director lost bus driver,Service Provided
2668,Citizen Flagdown,Gilman Drive/Myers Drive,8/27/2017,1708270031,8/27/2017,7:37 PM,Subject requestion medics for shortness of breath,Service Provided
2669,Quiet Hours Contact,Tuolumne Apartments,8/27/2017,1708270038,8/27/2017,10:02 PM,Grouup of people at basketball courts,Verbal Warning Issued
2670,Citizen Flagdown,Lot 418,8/27/2017,1708270040,8/27/2017,10:05 PM,,Service Provided
2671,Citizen Contact,Mesa Nueva Building C,8/27/2017,1708270041,8/27/2017,10:10 AM,Someone put housing key in subject's mailbox by mistake,Service Provided
2672,Found Narcotics,Lot 007,8/27/2017,2017-1327,8/27/2017,10:41 PM,Baggy found near bench with possible crystalline type substance,Report Taken
2673,Citizen Contact,Mesa Nueva Building A,8/27/2017,1708270045,8/27/2017,11:42 PM,People climbed the fence to the pool,Will Cooperate
2674,Noise Disturbance,La Jolla Del Sol,8/6/2017,1708060001,8/6/2017,12:10 AM,Loud television for past 2-3 hours,Quiet On Arrival
2675,Citizen Contact,Mesa Nueva Building A,8/6/2017,1708060003,8/6/2017,12:26 AM,Someone possibly tried doorknob on reporting party's door,Checks OK
2676,Possession of Narcotic Substance,Price Center,8/6/2017,2017-1249,8/6/2017,1:57 AM,Two male subjects at bike racks looking at bicycles,Closed by Adult Arrest
2677,Noise Disturbance,Coast Apartments,8/6/2017,1708060008,8/6/2017,3:59 AM,Vehicle alarm going off for last couple of hours,Information Only
2678,Noise Disturbance,Coast Apartments,8/6/2017,1708060010,8/6/2017,7:01 AM,Vehicle alarm going off since 3:00 AM,Service Provided
2679,Citizen Flagdown,Hopkins Parking Structure,8/6/2017,1708060013,8/6/2017,9:10 AM,Directions,Service Provided
2680,Noise Disturbance,Coast Apartments,8/6/2017,1708060014,8/6/2017,9:23 AM,Car alarm has been going off all night,Quiet On Arrival
2681,Security Alarm,Mount Soledad Facility,8/6/2017,1708060016,8/6/2017,10:59 AM,,False Alarm
2682,Lost Property,"Entertainment Circle, Chula Vista",8/6/2017,1708060017,8/6/2017,12:09 PM,Reporting party lost driver's permit and would like to file report,Service Provided
2683,Injury,Price Center,8/6/2017,2017-1250,8/6/2017,12:24 PM,Male fell and injured head,Report Taken
2684,Information,Muir Field,8/6/2017,1708060024,8/6/2017,2:30 PM,Female kicked in the mouth during soccer game,Referred to Other Department
2685,Citizen Flagdown,Lot 003,8/6/2017,1708060026,8/6/2017,3:20 PM,Parking permit machine not working,Service Provided
2686,Illegal Parking,Lot 506,8/6/2017,1708060028,8/6/2017,3:46 PM,Vehicle blocking another vehicle,Information Only
2687,Citizen Contact,Cafe Ventanas,8/6/2017,1708060046,8/6/2017,8:54 PM,Conference service requesting information,Service Provided
2688,Medical Aid,Oceania Hall,8/6/2017,1708060049,8/6/2017,9:37 PM,Female having difficulty breathing after being intoxicated with marijuana,Transported to  Hospital
2689,Citizen Contact,Tioga Hall,8/6/2017,1708060050,8/6/2017,9:41 PM,Lock trouble,Service Provided
2690,Information,Tioga Hall,8/6/2017,1708060051,8/6/2017,10:01 PM,Water spill inside elevator,Referred to Other Department
2691,Noise Disturbance,La Jolla Playhouse,8/6/2017,1708060051,8/6/2017,10:15 PM,Loud music coming from area for past 30 minutes,Checks OK
2692,Noise Disturbance,Tioga Hall,8/6/2017,1708060054,8/6/2017,10:19 PM,Loud singing and yelling for past 30-45 minutes,Referred to Other Department
2693,Information,Lot 103,8/6/2017,1708060056,8/6/2017,10:44 PM,Vehicle heard speeding through lot 10-15 minutes ago,Information Only
2694,Welfare Check,Cuzco Hall,8/6/2017,1708060059,8/6/2017,11:53 PM,"Brother has not heard from sister, requesting welfare check",Checks OK
2695,Fire Alarm,Thornton Hospital,8/21/2017,1708210008,8/21/2017,5:15 AM,,Referred to Other Agency
2696,Security Alarm,Gilman Parking Structure,8/21/2017,1708210013,8/21/2017,6:29 AM,,False Alarm
2697,Fire Alarm,Revelle Apartments,8/21/2017,1708210025,8/21/2017,12:36 PM,,Cancelled
2698,Petty Theft,Price Center,8/21/2017,1708210033,8/21/2017,3:35 PM,"Phone and headphones taken out of bathroom, loss $600",Gone On Arrival
2699,Hit and Run No Injuries,Lot 201,8/21/2017,2017-1303,8/21/2017,5:30 PM - 5:42 PM,New scratch to passenger side of vehicle,Report Taken
2700,Ticket Sign Off,UCSD Police Department,8/21/2017,1708210048,8/21/2017,7:19 PM,,Service Provided
2701,Welfare Check,Artists Lane/Lyman Lane,8/14/2017,1708140001,8/14/2017,12:03 AM,"Engine to vehicle running, driver may be asleep",Checks OK
2702,Security Alarm,Engineering Building Unit 3A,8/14/2017,1708140010,8/14/2017,5:58 AM,,False Alarm
2703,Lost Property,IGPP Biological Grade,8/14/2017,1708140014,8/14/2017,8:05 AM,Found passport,Service Provided
2704,Bicyclist Stop,Lot 207,8/14/2017,1708140017,8/14/2017,8:56 AM,,Verbal Warning Issued
2705,Citizen Flagdown,Thornton Hospital,8/14/2017,1708140020,8/14/2017,9:15 AM,,Service Provided
2706,Lost Property,Police Department,8/14/2017,1708140025,8/14/2017,11:43 AM,Reporting party lost visa and needs incident number for replacement,Service Provided
2707,Security Alarm,UCTR 107,8/14/2017,1708140028,8/14/2017,2:30 PM,,False Alarm
2708,Water Leak,La Jolla Shores Drive,8/14/2017,1708140032,8/14/2017,4:59 PM,Water coming from unknown exact location,Referred to Other Department
2709,Security Alarm,Engineering Building Unit 1,8/14/2017,1708140033,8/14/2017,6:10 PM,,False Alarm
2710,Noise Disturbance,Rita Atkinson Residences,8/14/2017,1708140037,8/14/2017,9:58 PM,Male singing in bushes,Gone On Arrival
2711,Security Alarm,Leichtag Biomedical Building,8/14/2017,1708140039,8/14/2017,10:08 PM,,False Alarm
2712,Citizen Contact,Goody's,8/14/2017,1708140041,8/14/2017,10:53 PM,Subjects possibly drinking alcohol,Student Conduct Referral
2713,Attempt to Contact,Rita Atkinson Residences,8/14/2017,1708140043,8/14/2017,11:44 PM,"Reporting party hasn't heard from sister in a few hours, said she was going to meet with someone but is no longer answering phone",Checks OK
2714,Information,La Jolla Del Sol Apartments,8/19/2017,1708190002,8/19/2017,12:05 AM,Gate stuck open,Information Only
2715,Hazard Situation,Lot 201,8/19/2017,1708190005,8/19/2017,12:36 AM,Broken glass in parking lot,Referred to Other Department
2716,Vandalism,Galbraith Hall,8/19/2017,2017-1299,8/18/2017 - 8/19/2017,7:00 PM - 1:12 AM,"Bicycle lock jammed with piece of a drill, loss $50",Report Taken
2717,Welfare Check,Mesa Nueva Building A,8/19/2017,1708190008,8/19/2017,2:37 AM,Female outside building,Checks OK
2718,Vandalism,Urey Hall,8/19/2017,2017-1300,Unknown,Unknown,"Damage to lock in basement, loss $300",Report Taken
2719,Welfare Check,Gilman Drive/Myers Drive,8/19/2017,1708190015,8/19/2017,8:58 AM,Subject lost,Service Provided
2720,Attempt to Contact,Mission Center Road,8/19/2017,1708190017,8/19/2017,9:12 AM,Attempting to meet with subject with possible stolen property,Unable to Locate
2721,Information,Holly,8/19/2017,1708190019,8/19/2017,9:53 AM,Abandoned property left at location,Information Only
2722,Information,Internal Medicine Group Building 1,8/19/2017,1708190020,8/19/2017,9:55 AM,Found abandoned property at location,Information Only
2723,Information,Spanos Athletic Training Facility,8/19/2017,1708190023,8/19/2017,11:49 AM,UCSD golf cart stalled,Information Only
2724,Citizen Flagdown,Lot 357,8/19/2017,1708190024,8/19/2017,12:20 PM,Directions provided,Service Provided
2725,Bicyclist Stop,The Village West Building 1,8/19/2017,1708190035,8/19/2017,4:54 PM,Disobeying traffic signs,Verbal Warning Issued
2726,Citizen Flagdown,Lot 510,8/19/2017,1708190041,8/19/2017,8:25 PM,Providing directions,Service Provided
2727,Fire Alarm,Pacific Hall,8/19/2017,1708190042,8/19/2017,8:49 PM,,False Alarm
2728,Disturbance - Party,The Village West Building 1,8/19/2017,1708190043,8/19/2017,9:14 PM,Possible alcohol party,Referred to Other Department
2729,Alcohol Contact,Oceania Hall,8/19/2017,1708190053,8/19/2017,10:40 PM,,Student Conduct Referral
2730,Disturbance - Party,Middle East Hall,8/19/2017,1708190054,8/19/2017,10:50 PM,,Checks OK
2731,Traffic Control,Executive Drive/Regents Road,8/19/2017,1708190055,8/19/2017,10:51 PM,Disabled vehicle,Service Provided
2732,Lost Property,School of Medicine Quad,8/19/2017,2017-1301,8/18/2017,11:30 AM - 3:00 PM,Lost wallet,Online Report
2733,Medical Aid,Warren Lecture Hall,8/13/2017,1708130001,8/13/2017,12:06 AM,Female had been fainting,Transported to Hospital
2734,Information,Guava,8/13/2017,1708130003,8/13/2017,1:01 AM,Vehicle window left open,Information Only
2735,Burglary,Europe Hall,8/13/2017,1708130004,8/13/2017,1:32 AM,"Reporting party can hear footsteps, does not think anyone should be there",Checks OK
2736,Quiet Hours Contact,Revelle Apartments,8/13/2017,1708130005,8/13/2017,2:15 AM,,Referred to Student Conduct
2737,Person Down,Cafe Ventanas,8/13/2017,2017-1279,8/13/2017,2:26 AM,Male under influence of intoxicating liquor and unable to care for his own safety,Detention Only
2738,Quiet Hours Contact,Galbraith Hall,8/13/2017,1708130007,8/13/2017,2:35 AM,,Referred to Student Conduct
2739,Suicide Attempt,Gilman Drive,8/13/2017,1708130009,8/13/2017,4:38 AM,,Referred to Other Agency
2740,Welfare Check,Voigt Drive,8/13/2017,1708130014,8/13/2017,7:58 AM,,Checks OK
2741,Illegal Camping,Lot 201,8/13/2017,17081300023,8/13/2017,10:33 AM,Male sleeping on sidewalk,Transported to Hospital
2742,Suspicious Person,Lot 003,8/13/2017,1708130024,8/13/2017,12:42 PM,Male panhandling,Gone On Arrival
2743,Citizen Contact,1 Miramar Building 5,8/13/2017,1708130039,8/13/2017,6:26 PM,Reporting party was on a run and was followed by a male on a motorcycle,Information Only
