uuid,name,number
"3ebe298f-71dc-3c35-9df4-98485ee66258","Actuarial Mathematics I",650
"25ac8f5d-709d-30d4-add4-ef1869f66daf","Diagnostic Methods I",650
"1cfc6f85-091a-3413-b5bf-6026b6bf96ee","History of the German Language",650
"a1ae28a0-16b7-3f96-8f0f-8c9e985d0a7e","Special Topics",650
"2b151047-4f77-3298-9fdc-258756e8ec3a","Actuarial Mathematics II",651
"dfcf0369-b486-3bb1-9799-7e69c0749b59","Advanced Regression Methods for Population Health",651
"18f8a105-c650-368d-b2e5-a9a8adff617a","Biochemical Methods",651
"820af4fe-c39b-3a3b-b23f-31ef6d5532cf","Loss Models I",652
"939164ed-47e8-35d6-9be8-f7a2855cfe67","Advanced Nutrition Counseling and Education",652
"eafb292f-ff44-3259-a933-e9c9d84a1344","Advanced Painting: New Figuration III",652
"d30d3c6a-bb4b-32a6-a84f-f88651ccdbbb","Organization and Job Design",653
"68d76c71-da72-3aa8-a1d2-d5366d1cae8f","Integrated Pharmacotherapy Skills III",653
"09b2e759-804a-39e1-8068-97073774bd8b","Regression and Time Series for Actuaries",654
"9ceb544c-99a3-3513-8456-dae6c5a73a8a","Materials Chemistry of Polymers",654
"b68587e6-86e1-361b-9bd9-50e305b0e92c","Information Services Management",654
"57f200a9-ad1e-38a7-b43d-a7ab72ee1b74","Teaching in Science and Engineering",654
"c92e8c74-6716-3127-9912-d823a5836c31","Biology and Genetics of Filamentous Fungi",655
"314bf4c3-988e-3c5d-b732-9569c2980e6d","Collection Management",655
"8576e136-9581-3225-ab5e-992dfabb0442","Pharmacotherapy III",655
"91eeb11a-f31b-3b2f-a32f-23cb52767887","Electoral Systems and Representation",656
"891d732c-90dc-3086-a7ab-a9ba2a114a12","Consumer Behavior",657
"0228eacf-77aa-3800-9d21-6dc7895b2519","Comparative Political Culture",657
"9ae46a8e-13c9-3a71-a2c2-3703404d56a5","Managing Technological Change in Manufacturing Systems",658
"2ec6fbb6-4806-3349-9f19-c25be24830e7","Communication Research Methods",658
"9967fecc-d0ac-360c-9871-724daa97c360","Early Childhood Education",660
"40bd0e96-6c2c-3b9d-bbe9-cbb5e6a6ab30","Neuroscience & Public Policy Seminar",660
"341df1ce-cf82-353b-bf31-2e105939cd5f","Intermediate Problems in Chemical Engineering",660
"eeb1f677-8b82-392e-b3b8-b286eaf4a3d2","Introduction to Physical Oceanography",660
"c42939f6-9e5b-37de-a5c4-d3360b6c8f73","Methods in Biochemistry",660
"4441e014-b9a6-3308-be2a-da533b060d6f","Communicating Public Health Information Effectively",660
"87e50c28-2878-3f9a-b702-2e73b15ca185","Research Mentor Training Practicum",660
"c4610028-c076-3718-911d-659208bb339f","Core Competencies of Sustainability",660
"4139d626-a88d-3e48-8c62-af97a376fbb8","Veterinary Necropsy Rotation",660
"2dd7ac5b-c922-3b14-91db-06f94675ea6b","Chemical and Statistical Thermodynamics",661
"e9a3b7ea-1747-3211-8556-8cbeb69b5ed8","Level II Fieldwork A",662
"d0ec6357-9192-3887-813e-84bcf8fa8c24","Learning Environments for Initial Education Programs",663
"651e3e44-908d-35b3-98bd-55bf7e6a8e0d","Developmental and Family Assessment",663
"8d5b9650-c31c-3c6d-8ac5-bbc354c681d0","Level II Fieldwork B",664
"0f984ea0-ef07-3f57-b8a6-f39353721747","Rad Lab - Health Physics",664
"e9e07b0a-fca5-3142-8aba-a9ee593266b9","Prevention of Overweight and Obesity",664
"3b4ba1c1-028e-318c-85f5-5e80a6eacd07","Clinical Medicine I",664
"5a52b412-cdb0-3770-99a6-4728a6f14b90","Household Risk Management",665
"4ced510c-bd32-31ae-adf0-9857e417f078","Biophysical Chemistry",665
"0575e9aa-a99e-360a-a5d3-bae16b50cba3","Israeli Politics and Society",665
"ec96c847-8fcc-321d-b2ce-15306ed9d9cd","Rad Lab: CT, MRI, and DSA Physics",665
"f139bfe8-4250-39d4-965b-04db53ca793f","Restoration Ecology",666
"ec12531b-9452-33d6-b26b-91b8e570dbc7","Proseminar: Studies in Literatures of Asia",666
"0645b8e7-c43e-3e45-af53-7d25948d5377","Small Animal Neurology",667
"d4c3ff0e-f5ee-33b0-bd27-3304e165b8f7","Topics in History of Medicine",668
"a2779038-d481-3899-a942-d0f7d074862e","Primate Conservation",668
"ad160e0a-2c54-3f63-a3b8-bfd86daee9ee","Clinical Dermatology Rotation",668
"2504876e-400f-3c9d-92bf-d5af1848a6ce","Special Topics",669
"624be435-3fcc-31ae-9cc2-0bdbf43e864f","Literary Aspects of Journalism",669
"e782db2e-93be-3966-9775-e3141c128ea9","Sustainable Systems Engineering Capstone",669
"38f4fbc3-6db6-3f7f-b66c-b1bf8752145c","Small Animal Cardiology Rotation",669
"48e0ab53-a0c3-3483-940c-5089bf22553b","Theories and Methods of Learning a Less Commonly Taught Language",670
"e1f72462-7479-3f2e-ba9e-dcf894bab39e","Community Service Learning: Technology for Social Change",670
"ced33391-fe46-3e90-9ff4-4c3ad9cebb2d","Senior Rotation in Large Animal Medicine Service",670
"05b73c4e-ff50-37d8-89f1-832397f76fd9","Veterinary Therapeutics",670
"fe01712e-cc4a-3407-bf63-2b4361d12b70","E-Business: Technologies, Strategies and Applications",671
"8ce117d9-b060-3a80-973b-168299c72217","Energy Economics",671
"e93c6f34-da4e-3d1a-bf72-694bce6ecc5c","Communication and Social Conflict",671
"b5678c2f-81f4-31e3-b10c-bb1693d0c430","Literary Studies in Chinese Drama",671
"cdc06bd2-96cf-3403-9535-3f78ef211edf","Scientific Inquiry in OT I: Evidence-Based Practice.",671
"85244b3d-6d24-3de9-87d3-f3b1a4a7d7bc","Il Duecento",671
"d146890a-4901-398d-a2a4-02bbc366dea9","Selected Topics in Afro-American History",671
"90c95cfb-21ce-321d-b59c-9ed1e1d412c5","Introduction to Academic Pharmacy I",671
"38e4e5c0-8514-378c-b864-3a047b9ac71e","Literary Studies in Chinese Fiction",672
"8ed0a714-d1fe-35d4-918e-b51b58eb2b9e","Selected Topics in Afro-American Literature",672
"88be7ac9-e6fc-3f3b-bc5c-1a4a0c2ae399","Topics in Contemporary Social Welfare",672
"3aafb304-8790-35e8-8960-5066aaa3b5e5","Senior Rotation in Theriogenology Service",672
"2dc1801f-501e-3e04-8758-ac84249a2bc6","Learning Second Language and Literacies",673
"97ddcfaa-165b-3de2-a38a-6fe18b2ace62","Scientific Inquiry in OT III: Data Collection and Analysis.",673
"1660d386-45bb-30e2-9ee2-8e6526059e9b","Senior Rotation in Ambulatory Service",674
"67aa65b2-cd31-3d0e-a8da-f7648aaf7f4f","General Seminar",675
"66479171-ff14-321b-89e8-09d859c9806e","Special Topics",675
"200d4e7f-3d27-3ee9-a9d4-453e5660de7c","Topics in Anatomy",675
"7e660595-4428-3b15-9fe7-69d2ee54105d","Selected Topics in Physiology",675
"f2ece019-566a-37ff-8e9c-15076f4992cf","Introductory Quantum Chemistry",675
"978ad800-2257-380e-bd47-67face92adc0","Advanced or Special Topics in Cancer Research",675
"7afb60a2-13f6-36b1-b0f3-220508f139a6","Special Topics",675
"3e1acbfb-4822-3290-99cb-582ca67e798f","Selected Topics in Afro-American Culture",675
"cf9a9e44-e4b8-33a0-8ec8-de44964096d7","Special Topics",675
"036ba263-bb14-3eb7-b4a9-77edcdc05c0c","Special Topics",675
"7337cabe-a37d-317f-9e27-4563df9c98a1","Special Topics",675
"2a569bd2-adf0-3a4e-b3ae-b73c1b933555","Bilingualism and Biliteracy in Schools",676
"609a3b95-3f52-375d-8489-9a032c71b29d","Special Topics in Mass Communication",676
"1321431f-311d-35d0-bafb-626b76b080e2","Advanced Seminar in German Studies",676
"a5baffae-e8b2-341b-b570-83a7d501c5e6","Musculoskeletal Dysfunction : Examination, Diagnosis, & Management I",676
"59c84c07-5031-3dfc-9743-334037dfaeec","Seminar in Geriatrics",676
"4f65fbaa-68dd-3874-8e57-82c807681420","Advanced Topics in Medical Microbiology",677
"cee7be0c-42a3-330e-8790-36e52496792e","Advanced Readings in Tibetan",677
"6f6a1e5e-022d-350f-a0f8-3e9c9f26974f","Advanced Topics in Genetics",677
"5b98f3d4-35cd-3e37-a2b2-e980ecfd4817","Seminars in Cardiology",677
"4803783f-dd39-35b7-b20a-453ec17aa21d","Preservation and Conservation of Library and Archives Materials",678
"ffa613d0-5c8d-3c1a-86a5-6c462db6a3db","Small Animal Internal Medicine",678
"952deeae-316f-3cb6-834d-d2162895779a","Special Topics in Transportation and City Planning",679
"b5a883bc-a025-3225-8dde-179d1da85330","Radiation Physics Metrology",679
"a0af41ef-24c8-3eb3-a086-6ba23e76dc63","Small Animal Oncology",679
"7394bfcb-b20f-3f89-aa41-2e613eeab7d7","Honors Seminar",680
"1138ead6-bacb-302d-931a-bd2b4415c06c","Honors Thesis Colloquium",680
"491f14b0-5a81-32cc-9664-c8f3579f31da","Senior Honors Thesis",681
"bde4ccdc-4a2a-389a-8c7c-3b6b8d76a845","Senior Honors Thesis",681
"f7cc1cbd-c9a4-318a-9843-946b9ab212ba","Senior Honors Thesis",681
"60476efb-63ca-3f86-b521-83f497639ad2","Senior Honors Thesis in the Major",681
"53b79325-ae5e-3852-a89b-135a3c5e134e","Senior Honors Thesis",681
"cf8957e7-b540-30ba-85dc-ba0fe48c2c3f","Senior Honors Thesis",681
"25df9a89-2f00-360b-9bd9-fe0d392f15bc","Senior Honors Thesis",681
"f3252836-012e-30e3-af38-deea5b5fbfb5","Senior Honors Thesis",681
"cb38a124-dff4-3cfe-b9c5-ea7f6153df5e","Senior Honors Thesis",681
"ab6b4571-b766-3597-a468-8329a6039ff8","Senior Honors Thesis",681
"8eb252c1-3f69-3f08-9e1f-d22f821701f7","Senior Honors Thesis",681
"a2be87b0-a656-3eee-aa81-afd020204b0d","Senior Honors Thesis",681
"c11e5f2d-cbd2-3945-aabc-7138ce22d076","Senior Honors Thesis",681
"ae210310-8c74-3812-960b-fce34d582477","Senior Honors Thesis",681
"1a430e8d-382c-38b5-a190-334daf8b7d66","Senior Honors Thesis",681
"4b6f9b26-6b9a-3b58-bfaf-6e992b667b42","Senior Honors Thesis",681
"4b9dc7ed-add2-32f6-ba48-b283eb094049","Senior Honors Thesis",681
"98986079-2155-3df8-8cc9-041894174745","Senior Honors Thesis",681
"2e51c49d-8a0d-346f-a38e-29de71356352","Senior Honors Thesis",681
"22c25287-08d4-3834-b447-f2b7f026bf34","Senior Honors Thesis",681
"31566a22-59fb-3007-94a1-ff14c362361c","Senior Honors Thesis",681
"32fdc8e0-37fa-31a9-b6ec-635c36251dbc","Senior Honors Thesis",681
"9cc77baa-e77e-3165-84ab-ecff8e7cc07e","Senior Honors Thesis",681
"25c0d787-bf90-3d6e-8aaf-224ca0ee9fa9","Senior Honors Thesis",681
"5ac8d4b9-88b6-3146-bf76-6e8badcd5338","Senior Honors Thesis",681
"3d0fff0e-3ad6-3271-9e6d-76fcae9995d6","Senior Honors Thesis",681
"a9251f00-05ac-3ba4-9fbe-605fd84e0619","Senior Honors Thesis",681
"490506a6-35fa-3c6d-8822-c311b8ed8141","Senior Honors Thesis",681
"aeccd8bb-5a44-3b28-9658-d4ca0bf6cdaf","Senior Honors Thesis-First Semester",681
"d5a925d3-9210-3b0a-b1da-bbbe736a5532","Senior Honors Thesis",681
"57d191b3-d14e-3da1-8e34-8a9020bc930d","Senior Honors Thesis I",681
"96ffc923-7f06-34fe-8531-f2301496fe6a","Senior Honors Thesis",681
"1f3b5c74-eaea-3f5e-9c8f-0b9e9de29cb5","Senior Honors Thesis",681
"92f0853b-660e-39e9-89da-05c5ea55af50","Senior Honors Thesis",681
"03608179-4580-3960-a49c-87b51a477e77","Senior Honors Thesis",681
"bf53075c-afa1-36a1-87bd-94d52a084efd","Senior Honors Thesis",681
"1660ce27-da35-3eff-ab7a-e1fee08fb565","Senior Honors Thesis",682
"7a9ef0f7-9df1-357e-a563-29504c63a5ff","Senior Honors Thesis",682
"aecd5a88-7106-38b0-889c-44fff604aaaf","Senior Honors Thesis",682
"e882686d-5421-3d4b-96e3-3d6e08946341","Senior Honors Thesis",682
"064f9ee8-6172-3e11-8bb9-6f1378a495bc","Senior Honors Thesis",682
"f14db9e0-4d1c-34ea-8817-d3dd681d48de","Senior Honors Thesis",682
"2bf1821b-76d4-38f3-a166-be85e5fabc59","Senior Honors Thesis",682
"791f292f-bf4f-3ad3-a1b2-dc20abb8c79b","Senior Honors Thesis",682
"d73b6856-d1b1-39a6-b39a-3955f01b8a2f","Senior Honors Thesis",682
"9968bb95-ea32-3d49-a92e-5351b90fec45","Senior Honors Thesis",682
"516b10a6-176d-309f-9663-efbe21b125cb","Senior Honors Thesis",682
"1ff35b07-48e5-3e90-8b1a-1b18283c38f2","Senior Honors Thesis",682
"47295061-1477-36b8-8481-8f7a3b714c00","Honors Research Internship in Political Science",685
"ef1e29a2-124e-39c7-8945-f5dadf8bacf6","Honors Seminar in Psychology",686
"040fe8fc-9d8b-3159-b276-e04fe1f9f8ef","Proseminar",690
"8ff9eabe-5452-31d5-9f0d-7f243306b53d","Research or Thesis",690
"c446fec7-c580-3d40-81d3-deef3d05d226","Independent Field Work",690
"5670b308-028f-33cd-80c3-03c7c779ba6e","Problems in Anthropology",690
"5d74197d-3c8a-3147-a11c-a7551e8a108a","Master's Research",690
"a40683ba-e6b0-3f12-8f7a-57aff95c2ed9","Special Topics in Engineering Professional Development",690
"47bdae8e-4d62-3a1a-ac50-db42239de571","Thesis Colloquium",690
"cbc2a9af-8c43-385e-9ab0-b7cc128e06ab","Special Topics in Industrial Engineering",691
"8f7ed368-e88e-3168-a9cb-26cae4911cbe","Senior Thesis",691
"add7c80f-1abc-3368-bf92-b453902b00c4","Senior Thesis",691
"05db72e4-43b8-39f7-824a-192e41957969","Senior Thesis",691
"003147ac-d383-3579-9cc0-683d0a53bb0e","Senior Thesis",691
"feee604e-ed85-39b4-8907-864ce121e001","Senior Thesis",691
"969bcd50-2c98-33c6-9dda-ea3d937026c6","Senior Thesis",691
"aea10f10-d69c-32d7-aaa1-353faa8942ef","Senior Thesis",691
"1c984482-f883-3097-b6b4-2b34fecf5897","Senior Thesis",691
"5ac5b004-f55a-3028-a6e1-d8b64c162566","Senior Thesis",691
"e9d69503-3b81-302d-b8ac-ac716a947c19","Senior Thesis",691
"0d7b3fdd-2528-3ca5-a3d6-82ad419aa4cc","Senior Thesis",691
"d45940ab-2aca-3a88-bfeb-adecf78bd80b","Senior Thesis",691
"925741dc-f76e-339d-a155-4ca55202e426","Senior Thesis",691
"a4295dae-a921-36da-afab-0c78284b4e46","Undergraduate Thesis",691
"f596c043-bfb3-3997-b2f8-3748d92181ac","Senior Thesis",691
"6fddba25-0e42-3020-bfe3-d64886561ffb","Senior Thesis",691
"b8c9e018-0b22-3c25-8b63-4a8a44edb65e","Senior Thesis",691
"7996d931-cff8-3f95-98f4-cbf4769974d9","Senior Thesis",691
"724697cc-1694-3488-8321-2734e27c549f","Senior Thesis",691
"5188d346-073a-3718-9ed0-3f3779866c60","Senior Thesis",691
"e5f31dae-0b6b-3978-b791-b3533c2a1629","Senior Thesis",691
"b9842cd1-21bf-379b-9e2f-f748fc1b0286","Senior Thesis",691
"4de881d3-abf5-3fc8-98ff-b094f6f6f4af","Senior Thesis",691
"d84d36f0-f335-3fca-b505-a9867a4c7f5d","Senior Thesis",692
"ae9174ca-2093-3e84-9b00-fb3fde33f0f8","Senior Thesis",692
"bccfe20b-139d-3b65-a826-f8a872ca1be3","School Practicum in Communication Sciences & Disorders",692
"6b556639-3165-3f9a-82ff-f2d1c2580efd","Senior Thesis",692
"62a8540d-b322-371e-88fb-32792d9b655a","Senior Thesis",692
"8221bf92-a2f9-3522-8797-56723012a8cf","Senior Thesis",692
"02923c1a-735d-36b1-8208-d3f963262559","Special Topics in Statistics",692
"89c86257-55aa-394f-af6f-b6b3449f9e95","Senior Thesis",692
"0b785feb-9297-3ead-aa7d-46ac05baf20b","Animal Behavior Problems",693
"dbb38524-54df-3546-b152-0d3d189a0be2","Management of Civil Infrastructure Systems",694
"11b646e7-d05e-3706-b4ce-ccfeca010fa1","Criminal Justice Field Observation",694
"b045f010-dee1-31c3-af62-3d1a3449a778","Directed Creative Writing",695
"3706aaa5-73b5-34f2-b19d-a53944bacd47","Problems in Clinical Psychology",695
"1d892e7d-97c9-38f1-9e3f-608f57f6100a","Archaeological Methods of Curation",696
"6c600b38-ae71-3843-8e94-1ef0dfa50bbc","Critical Thinking in Medical Microbiology and Immuniology",696
"61bd3aa3-dd7d-3733-8b45-6692363ef372","Undergraduate Curatorial Studies Internship (Directed Study)",697
"d531d733-8a68-3135-a64e-19010ba63ffe","Directed Study of a Less Commonly Taught Language",697
"121d3b04-c50b-3b36-bfb0-69e11e07dc57","Internship",697
"34f9c3b5-74e3-36cd-b655-9dfc838351c4","Problems in Human Behavior",697
"805616e6-1b7a-3278-91bd-905a2716dbd2","Special Topics in Construction Engineering and Management",698
"a98fb11b-0d99-33ea-9db5-0b3af9347eeb","Directed Study",698
"f3bedb02-069f-3a14-8f84-30bcbc9e30d0","Directed Study",698
"2538681f-5f48-3f19-ac53-44efc099ec1f","Directed Study",698
"cb23a77c-335b-3907-8afe-8300381b9c1d","Directed Study",698
"a698aef6-a018-3d30-8275-366162e6afb4","Special Problems",699
"0df08761-f458-3bd7-82e4-5f918e7a3dbc","Special Problems",699
"05a3ab27-7955-3106-ac57-9f43b1ddc722","Independent Reading",699
"6f7c4d5f-34e6-3248-ab0b-c0185991080c","Directed Study",699
"696d0a80-ce66-32f8-be7b-612a185e392f","Special Problems",699
"0b3f5283-236e-39ab-b765-dc2680680e09","Special Problems",699
"9ca29dd8-cb02-3ac0-8b82-4ed6b5f5740b","Special Problems",699
"d58a4c00-635c-3910-a085-1fa85d125a94","Directed Study",699
"d3cdce36-bc80-3388-8b71-625e813ceb77","Directed Study",699
"e924da6e-0875-3cfd-a9f7-27faa081e8c7","Independent Study",699
"80b7ec25-5325-3062-9ba5-1ff8111ad337","Directed Study",699
"5c1e6bf4-11ef-3e79-b92a-f995d86bc730","Independent Study",699
"dd90cc3c-04cc-30c7-852d-2a92ef91862f","Independent Study",699
"b29055d0-98c1-379d-9b5f-bfa09a3a8a07","Directed Study",699
"ed31c538-a3b1-3c27-94d3-7493dfdf0be6","Special Research Problems",699
"77bde4db-32e3-32ea-8180-4bb12cb1ae67","Independent Study in Human Cancer Biology",699
"a8e68748-f7b5-3e73-b23c-ddbe2c33504f","Directed Study",699
"ba13637c-2403-386a-adfb-8dc35cf992a2","Independent Study",699
"b34c2304-e849-3537-a26b-d7591a6111f8","Special Problems",699
"1ebe103b-8cc9-38ed-a275-9dcc1dd7c1a6","Directed Study",699
"28e34e98-39e6-3948-8e87-42da5f54fa79","Special Problems-Landscape Architecture",699
"f254b785-0af4-312d-b6b9-c432dee7c5d2","Independent Work",699
"f1d004fb-7854-3292-90b0-eb77dc7a0738","Directed Study",699
"06261829-7c11-3adf-a8cd-3855cc779f13","Directed Study",699
"42462a3e-9f14-368c-8d17-c7f72124cf6e","Special Problems",699
"b16548c4-4649-34c7-902f-8f9874a537e4","Directed Study",699
"7ee6018c-ecae-3217-acac-ee4505ff34f2","Advanced Independent Study",699
"9f37fb93-5eed-391e-b571-268f2bf1e58c","Directed Study",699
"592be8ba-97cb-3bc9-a29b-9aa442a4c8a3","Directed Study",699
"79839030-8c6c-3284-b915-17fffc160f83","Directed Study",699
"e4c99ef5-efd9-3433-a35f-7fedc5f13323","Special Problems",699
"569b1d63-1d1c-3504-9888-cdc85c197d71","Directed Studies in Molecular Biology",699
"a62ea170-2685-303e-9ff8-8f91835cddcf","Independent Study",699
"90590401-87d5-3805-b61a-610903f52b79","Special Problems",699
"5cca7c00-f24c-3806-b3e7-48811073f944","Directed Study",699
"4cfd110c-e706-3436-a2b5-3a46aa49ac22","Directed Study",699
"965bde62-b682-34d8-b0a8-9a296c13c14e","Independent Reading",699
"7f20feff-b67e-3ac1-874a-531cedcfc6f7","Directed Study",699
"92b0d6dc-b700-395c-9fbc-57769ea336f5","Directed Study",699
"ad6b3f30-dff6-39f8-b248-505a418af18b","Directed Study",699
"9a371e28-c327-36ef-b74e-ecf1181c1d8d","Directed Study",699
"1d0f00c9-7f2f-33a5-8cac-0111f9813973","Independent Study",699
"35940fb5-92e7-3544-a69e-bfd0a94693a9","Independent Study",699
"8c544072-9b6e-384d-94d6-669964583205","Independent Study",699
"70ac1b4e-0228-342c-a161-0ec814006728","Directed Study",699
"0da4b7bc-d159-3b2e-b8e4-59897a983b5a","Independent Study in Folklore (Graduate)",699
"9676fcf6-d1e4-3b7f-8af6-d75df430f99f","Directed Study",699
"46c9a3c4-29c8-3cfe-a34a-d4c6b5a89125","Directed Study",699
"625e8927-9da0-3b11-839d-461ee5fedab9","Independent Study",699
"5e4b724b-1a49-3240-ba21-4e8b974a3ec1","Directed Study",699
"9c5c4701-0a29-31a5-a1ae-8104ef6446ac","Directed Study",699
"240a5299-f115-360c-b1a4-9933e89a4752","Independent Study",699
"a9afc16e-7e13-38e8-b784-c7b12666ef06","Directed Study",699
"9eb612d4-6e1e-35f1-a034-4a431aeddb61","Directed Study",699
"99278f30-bd38-388f-85cf-02019cbed918","Directed Study",699
"c12b0551-7ea1-3c25-b4cd-543538900539","Special Research Problems",699
"2648891b-a6e7-39bf-82d3-c650c3057e6a","Directed Study",699
"206f1651-534d-324a-801e-22d4417316d1","Directed Study",699
"0fcf8189-d8de-3673-b3d6-ba6f803c137d","Directed Study",699
"c51c7866-a553-3aca-8f93-2e6c7e21249a","Independent Study",699
"ed57ad63-a33a-3d18-aa60-94a39594822b","Independent Study",699
"78383fa4-1bf3-35a0-8262-b5954b128a5d","Special Problems",699
"9a249ff4-6b4c-3ac2-a138-bdc56fff92e0","Independent Reading",699
"50071c6f-d328-3599-9057-e5e119ec9ce5","Independent Study",699
"9cac83a9-0366-3300-b57a-2a7003325bb7","Independent Reading",699
"b9cfca01-b33f-313b-931a-b0d6a1906898","Special Problems",699
"c611b9d2-0ecc-34aa-869c-8792786f9107","Independent Reading",699
"237e2116-179c-3ab2-ade7-3f50da46c8f8","Directed Study",699
"07c5d906-049f-30c3-8133-c158d6086410","Neurology: Directed Study in Neuroscience Research",699
"de7380bb-de1d-354d-8e6f-5bd8e7317fdf","Independent Reading Undergrad",699
"b9372169-f76d-36a2-b641-a564591a02fc","Directed Study",699
"58a44166-0640-3d78-9d9e-261f3b9d5ffb","Neurosurgery: Directed in Study in Research",699
"7c38a7e5-b5fa-3909-bd7f-44bae9381139","Directed Study",699
"9edf5e1a-aa82-3239-a33f-4ada5af2e2e5","Advanced Independent Study",699
"15756d1e-6cfc-3b44-8320-e334e78455b3","Independent Work",699
"1f21f33e-b937-3f0e-919b-7b9e03bb5e58","Directed Study in Research",699
"289d8be1-c5f3-3191-beca-48fb3d3c80e3","Advanced Independent Study",699
"ffee6d0f-6a9d-3a4b-aea8-ac46c6804beb","Special Problems",699
"fe98ee98-f280-3466-aa50-b169da8a1c2a","Advanced Independent Study",699
"7c604c54-f614-38a1-8925-256db8d37d89","Independent Study",699
"b8f726a5-3316-3900-95cc-137b2e6b3b46","Independent Study",699
"f52c9863-4b1d-399a-9457-429fa158cb3b","Directed Study",699
"bab6d5b1-c191-3fed-bc51-289f704db5f7","Directed Study",699
"28662af9-999a-3ea8-a79f-e144dee3b7c5","Directed Studies",699
"810872b3-ea77-3dc0-8779-388f38123a42","Directed Study",699
"c092efb4-e600-386c-a1d1-0d9d0c6e9022","Directed Study",699
"06856cd5-636d-3aac-b42d-c56b6a5ffdd4","Advanced Independent Study",699
"be267c47-a038-398f-b709-ed69fc5089e8","Special Problems",699
"7f3c5897-ce30-35e5-ae6f-22c847e35139","Directed Study",699
"1dfde01c-2e50-31d7-bcc6-3e5c44756f8d","Advanced Independent Study",699
"c4cfc83b-7e67-3047-b306-a9738a08884a","Special Problems",699
"bffbcd70-d12d-31eb-b0d7-a3bda7f425f8","Directed Study",699
"67f056ef-393c-3997-80d7-8e1cfa408727","Directed Study",699
"5b361a11-a41d-3ab8-a9c4-fae80735b8a2","Directed Study in Nursing",699
"5d651d07-63de-3596-88b2-c7921d683b3f","Special Problems",699
"1d5fe601-6ba8-3935-b57b-a9ce0b28aa55","Independent Study",699
"6e8cfed1-467e-343a-8670-76212dd1cbbd","Directed Studies in Zoology",699
"154f85db-9b76-3dd6-9e38-5f3f2eee7cb2","Directed Study",699
"48f95b44-425e-3132-bb79-867214ef1ca1","Advanced Independent Study",699
"d03f58d1-1e87-3ce7-ae00-ed48b37bc63d","Advanced Independent Study",699
"d9b3cc2e-ff01-3789-ac83-462f24e2c91a","Independent Study",699
"fe4292a3-7ba8-3222-9249-0693d3372ba2","Directed Study",699
"6a3408bf-6910-3d0a-80f6-b219cfd9d25f","Independent Reading",699
"7f7ed55c-bd73-38d4-aaf6-74fba53fe165","Advanced Independent Studies",699
"d8476f41-448e-3343-8fd4-b25979d8701e","Directed Study",699
"984ec9a0-3cd4-3968-9e7e-1901c6a43e16","Independent Project",699
"d4128b3b-be8d-321d-b492-a776bf74695d","Directed Study",699
"095c5fb7-45d2-3a23-b972-a7816c4b4827","Directed Study",699
"6b6d0115-435b-30b5-8985-8ce2061bec7b","Independent Study",699
"c7efb81a-5e1e-377a-96c2-cfa889c03658","Directed Study",699
"4214fb34-de64-32ec-a3bf-0434eaac1b80","Independent Reading or Research",699
"67d654fc-0757-3e75-b81f-f8b2b9eec59c","Special Problems",699
"1ff8e121-d877-30c6-bbb7-08869f151a31","Directed Study",699
"6df5b8ad-74e0-3bff-8dbf-8c65ac1651b8","Independent Study",699
"9985eef8-cc23-3e98-bd62-6d96552d7287","Directed Study in Afro-American Studies",699
"2e7b0161-0162-3210-a95f-a913bdb4ece2","Directed Study",699
"039a34d7-9e2e-3fc3-81f5-1d2f27442701","Directed Study",699
"1023d663-49bf-3b2a-9158-277f2fbd4437","Special Problems",699
"80ac6b5b-8f73-3a57-89e0-f4a4770e3d28","Directed Study",699
"90a738c9-a795-3e4f-890b-09cf848575c2","Directed Study",699
"37d67f03-de5e-3e6f-83e6-6b55ee0884a0","The Art and Archaeology of Ancient Greece",700
"eeb83869-b55e-345d-8d72-6cdc7f3b5ee7","Seminar: Rehabilitation Psychology Research",700
"615f8e56-a896-3479-8525-84449a7e852f","Principles of Risk Management",700
"ab6f4db5-4750-38da-b9c1-2b93f69aec7a","Mathematics for Economists",700
"8b549529-84c6-3e33-ae4c-e1a78777ffc6","Introduction to Composition Studies",700
"7feaac2b-6b67-39b0-8290-97a68711db7f","Professional Development for Biomedical Graduate Students",700
"3a4f8b6c-ea55-3c68-ac18-9f7aa5599aa5","Financial Accounting",700
"694a8582-89c9-3bad-b6e6-f500cfcb133d","Basic Astrophysics I",700
"e8cfabc9-788a-366b-8372-40d75b473f22","Introduction to Financial Management",700
"b9016555-edba-3520-92fc-fb54978dfbc4","Introduction to Graduate Studies in Art",700
"424eae97-fa81-3b97-8e74-0a4a6fe9a8aa","Organizational Behavior",700
"fd66719d-0f6b-3ca0-b668-eb63bd3ff90d","Marketing Management",700
"375e0a24-cff8-3753-a5e7-1d91f789d088","Proseminar in Theatre Research",700
"3baa98dc-46ff-383a-954e-5e506acc2429","Field Experience in Educational Leadership",700
"c99a7de2-3675-3d1b-b3d1-19d6ab051f2e","Introductory Proseminar for Graduate Students",700
"0ca71010-330a-3296-8d26-b2cf35d020cf","Practicum in Art History: Bibliography, Historiography, Methods",701
"fd26a046-d1ca-3025-850b-43fe91c19bfc","Perspectives in Multidisciplinary Clinical & Translational Research",701
"184eb5ac-a20a-34f4-adb5-117a74866406","The Farm as Socio-Environmental Endeavor",701
"371525f0-413e-376e-9ec5-43b905793e13","Proseminar in Chinese Literature",701
