index,review/appearance,review/aroma,review/overall,review/palate,review/taste
38532,3.9,3.9,3.9,3.9,3.9
33078,3.9,3.9,3.9,3.9,3.9
9676,3.9,3.9,3.9,3.9,3.9
28278,3.9,3.9,3.9,3.9,3.9
2605,3.9,3.9,3.9,3.9,3.9
4785,3.9,3.9,3.9,3.9,3.9
4788,3.9,3.9,3.9,3.9,3.9
42326,3.9,3.9,3.9,3.9,3.9
17307,3.9,3.9,3.9,3.9,3.9
39556,3.9,3.9,3.9,3.9,3.9
48630,3.9,3.9,3.9,3.9,3.9
30380,3.9,3.9,3.9,3.9,3.9
49632,3.9,3.9,3.9,3.9,3.9
857,3.9,3.9,3.9,3.9,3.9
18673,3.9,3.9,3.9,3.9,3.9
48712,3.9,3.9,3.9,3.9,3.9
11630,3.9,3.9,3.9,3.9,3.9
20960,3.9,3.9,3.9,3.9,3.9
14340,3.9,3.9,3.9,3.9,3.9
40243,3.9,3.9,3.9,3.9,3.9
5103,3.9,3.9,3.9,3.9,3.9
38874,3.9,3.9,3.9,3.9,3.9
33703,3.9,3.9,3.9,3.9,3.9
25485,3.9,3.9,3.9,3.9,3.9
20567,3.9,3.9,3.9,3.9,3.9
40919,3.9,3.9,3.9,3.9,3.9
8371,3.9,3.9,3.9,3.9,3.9
39717,3.9,3.9,3.9,3.9,3.9
19011,3.9,3.9,3.9,3.9,3.9
44296,3.9,3.9,3.9,3.9,3.9
31757,3.9,3.9,3.9,3.9,3.9
30234,3.9,3.9,3.9,3.9,3.9
22740,3.9,3.9,3.9,3.9,3.9
15578,3.9,3.9,3.9,3.9,3.9
32769,3.9,3.9,3.9,3.9,3.9
40756,3.9,3.9,3.9,3.9,3.9
9795,3.9,3.9,3.9,3.9,3.9
12161,3.9,3.9,3.9,3.9,3.9
30106,3.9,3.9,3.9,3.9,3.9
33454,3.9,3.9,3.9,3.9,3.9
7114,3.9,3.9,3.9,3.9,3.9
5800,3.9,3.9,3.9,3.9,3.9
25232,3.9,3.9,3.9,3.9,3.9
36444,3.9,3.9,3.9,3.9,3.9
16766,3.9,3.9,3.9,3.9,3.9
47390,3.9,3.9,3.9,3.9,3.9
38330,3.9,3.9,3.9,3.9,3.9
38064,3.9,3.9,3.9,3.9,3.9
32079,3.9,3.9,3.9,3.9,3.9
49940,3.9,3.9,3.9,3.9,3.9
19516,3.9,3.9,3.9,3.9,3.9
30450,3.9,3.9,3.9,3.9,3.9
20969,3.9,3.9,3.9,3.9,3.9
9340,3.9,3.9,3.9,3.9,3.9
22849,3.9,3.9,3.9,3.9,3.9
10890,3.9,3.9,3.9,3.9,3.9
5290,3.9,3.9,3.9,3.9,3.9
33012,3.9,3.9,3.9,3.9,3.9
29532,3.9,3.9,3.9,3.9,3.9
26827,3.9,3.9,3.9,3.9,3.9
44132,3.9,3.9,3.9,3.9,3.9
22241,3.9,3.9,3.9,3.9,3.9
36814,3.9,3.9,3.9,3.9,3.9
13050,3.9,3.9,3.9,3.9,3.9
28446,3.9,3.9,3.9,3.9,3.9
27960,3.9,3.9,3.9,3.9,3.9
33556,3.9,3.9,3.9,3.9,3.9
23168,3.9,3.9,3.9,3.9,3.9
40215,3.9,3.9,3.9,3.9,3.9
12201,3.9,3.9,3.9,3.9,3.9
4864,3.9,3.9,3.9,3.9,3.9
20996,3.9,3.9,3.9,3.9,3.9
47322,3.9,3.9,3.9,3.9,3.9
38763,3.9,3.9,3.9,3.9,3.9
33443,3.9,3.9,3.9,3.9,3.9
3577,3.9,3.9,3.9,3.9,3.9
29961,3.9,3.9,3.9,3.9,3.9
17562,3.9,3.9,3.9,3.9,3.9
33258,3.9,3.9,3.9,3.9,3.9
29616,3.9,3.9,3.9,3.9,3.9
11068,3.9,3.9,3.9,3.9,3.9
8054,3.9,3.9,3.9,3.9,3.9
18544,3.9,3.9,3.9,3.9,3.9
85,3.9,3.9,3.9,3.9,3.9
12581,3.9,3.9,3.9,3.9,3.9
24925,3.9,3.9,3.9,3.9,3.9
49349,3.9,3.9,3.9,3.9,3.9
1827,3.9,3.9,3.9,3.9,3.9
45877,3.9,3.9,3.9,3.9,3.9
48234,3.9,3.9,3.9,3.9,3.9
25600,3.9,3.9,3.9,3.9,3.9
21077,3.9,3.9,3.9,3.9,3.9
27250,3.9,3.9,3.9,3.9,3.9
29950,3.9,3.9,3.9,3.9,3.9
46910,3.9,3.9,3.9,3.9,3.9
27367,3.9,3.9,3.9,3.9,3.9
27610,3.9,3.9,3.9,3.9,3.9
39979,3.9,3.9,3.9,3.9,3.9
15059,3.9,3.9,3.9,3.9,3.9
45152,3.9,3.9,3.9,3.9,3.9
19314,3.9,3.9,3.9,3.9,3.9
43963,3.9,3.9,3.9,3.9,3.9
14091,3.9,3.9,3.9,3.9,3.9
46692,3.9,3.9,3.9,3.9,3.9
10792,3.9,3.9,3.9,3.9,3.9
1034,3.9,3.9,3.9,3.9,3.9
7787,3.9,3.9,3.9,3.9,3.9
4942,3.9,3.9,3.9,3.9,3.9
29352,3.9,3.9,3.9,3.9,3.9
33875,3.9,3.9,3.9,3.9,3.9
41510,3.9,3.9,3.9,3.9,3.9
47975,3.9,3.9,3.9,3.9,3.9
37347,3.9,3.9,3.9,3.9,3.9
23955,3.9,3.9,3.9,3.9,3.9
22796,3.9,3.9,3.9,3.9,3.9
1498,3.9,3.9,3.9,3.9,3.9
23836,3.9,3.9,3.9,3.9,3.9
4019,3.9,3.9,3.9,3.9,3.9
44098,3.9,3.9,3.9,3.9,3.9
36842,3.9,3.9,3.9,3.9,3.9
29740,3.9,3.9,3.9,3.9,3.9
18296,3.9,3.9,3.9,3.9,3.9
20727,3.9,3.9,3.9,3.9,3.9
5138,3.9,3.9,3.9,3.9,3.9
24008,3.9,3.9,3.9,3.9,3.9
36246,3.9,3.9,3.9,3.9,3.9
5314,3.9,3.9,3.9,3.9,3.9
14049,3.9,3.9,3.9,3.9,3.9
42693,3.9,3.9,3.9,3.9,3.9
36619,3.9,3.9,3.9,3.9,3.9
26620,3.9,3.9,3.9,3.9,3.9
42705,3.9,3.9,3.9,3.9,3.9
13498,3.9,3.9,3.9,3.9,3.9
25898,3.9,3.9,3.9,3.9,3.9
15720,3.9,3.9,3.9,3.9,3.9
42686,3.9,3.9,3.9,3.9,3.9
2184,3.9,3.9,3.9,3.9,3.9
11156,3.9,3.9,3.9,3.9,3.9
30470,3.9,3.9,3.9,3.9,3.9
42222,3.9,3.9,3.9,3.9,3.9
27331,3.9,3.9,3.9,3.9,3.9
12110,3.9,3.9,3.9,3.9,3.9
7823,3.9,3.9,3.9,3.9,3.9
43394,3.9,3.9,3.9,3.9,3.9
43653,3.9,3.9,3.9,3.9,3.9
9599,3.9,3.9,3.9,3.9,3.9
1899,3.9,3.9,3.9,3.9,3.9
29205,3.9,3.9,3.9,3.9,3.9
32710,3.9,3.9,3.9,3.9,3.9
18225,3.9,3.9,3.9,3.9,3.9
10356,3.9,3.9,3.9,3.9,3.9
29054,3.9,3.9,3.9,3.9,3.9
23929,3.9,3.9,3.9,3.9,3.9
772,3.9,3.9,3.9,3.9,3.9
49212,3.9,3.9,3.9,3.9,3.9
448,3.9,3.9,3.9,3.9,3.9
34024,3.9,3.9,3.9,3.9,3.9
10909,3.9,3.9,3.9,3.9,3.9
24075,3.9,3.9,3.9,3.9,3.9
29228,3.9,3.9,3.9,3.9,3.9
11155,3.9,3.9,3.9,3.9,3.9
18765,3.9,3.9,3.9,3.9,3.9
44620,3.9,3.9,3.9,3.9,3.9
37856,3.9,3.9,3.9,3.9,3.9
19942,3.9,3.9,3.9,3.9,3.9
49270,3.9,3.9,3.9,3.9,3.9
26724,3.9,3.9,3.9,3.9,3.9
5977,3.9,3.9,3.9,3.9,3.9
11964,3.9,3.9,3.9,3.9,3.9
24679,3.9,3.9,3.9,3.9,3.9
39088,3.9,3.9,3.9,3.9,3.9
26796,3.9,3.9,3.9,3.9,3.9
43966,3.9,3.9,3.9,3.9,3.9
45148,3.9,3.9,3.9,3.9,3.9
34386,3.9,3.9,3.9,3.9,3.9
27422,3.9,3.9,3.9,3.9,3.9
3214,3.9,3.9,3.9,3.9,3.9
35627,3.9,3.9,3.9,3.9,3.9
10457,3.9,3.9,3.9,3.9,3.9
41948,3.9,3.9,3.9,3.9,3.9
24626,3.9,3.9,3.9,3.9,3.9
47810,3.9,3.9,3.9,3.9,3.9
41504,3.9,3.9,3.9,3.9,3.9
21983,3.9,3.9,3.9,3.9,3.9
40417,3.9,3.9,3.9,3.9,3.9
22811,3.9,3.9,3.9,3.9,3.9
37893,3.9,3.9,3.9,3.9,3.9
32735,3.9,3.9,3.9,3.9,3.9
42360,3.9,3.9,3.9,3.9,3.9
40028,3.9,3.9,3.9,3.9,3.9
7943,3.9,3.9,3.9,3.9,3.9
11853,3.9,3.9,3.9,3.9,3.9
12898,3.9,3.9,3.9,3.9,3.9
7471,3.9,3.9,3.9,3.9,3.9
4428,3.9,3.9,3.9,3.9,3.9
48281,3.9,3.9,3.9,3.9,3.9
41619,3.9,3.9,3.9,3.9,3.9
8851,3.9,3.9,3.9,3.9,3.9
12931,3.9,3.9,3.9,3.9,3.9
32597,3.9,3.9,3.9,3.9,3.9
35193,3.9,3.9,3.9,3.9,3.9
1243,3.9,3.9,3.9,3.9,3.9
16618,3.9,3.9,3.9,3.9,3.9
3128,3.9,3.9,3.9,3.9,3.9
42558,3.9,3.9,3.9,3.9,3.9
30137,3.9,3.9,3.9,3.9,3.9
42620,3.9,3.9,3.9,3.9,3.9
34535,3.9,3.9,3.9,3.9,3.9
3319,3.9,3.9,3.9,3.9,3.9
38306,3.9,3.9,3.9,3.9,3.9
43210,3.9,3.9,3.9,3.9,3.9
6526,3.9,3.9,3.9,3.9,3.9
27191,3.9,3.9,3.9,3.9,3.9
39074,3.9,3.9,3.9,3.9,3.9
43190,3.9,3.9,3.9,3.9,3.9
42345,3.9,3.9,3.9,3.9,3.9
20743,3.9,3.9,3.9,3.9,3.9
26699,3.9,3.9,3.9,3.9,3.9
22071,3.9,3.9,3.9,3.9,3.9
21377,3.9,3.9,3.9,3.9,3.9
3284,3.9,3.9,3.9,3.9,3.9
35970,3.9,3.9,3.9,3.9,3.9
10967,3.9,3.9,3.9,3.9,3.9
43620,3.9,3.9,3.9,3.9,3.9
16408,3.9,3.9,3.9,3.9,3.9
4895,3.9,3.9,3.9,3.9,3.9
12736,3.9,3.9,3.9,3.9,3.9
46028,3.9,3.9,3.9,3.9,3.9
12797,3.9,3.9,3.9,3.9,3.9
41902,3.9,3.9,3.9,3.9,3.9
37733,3.9,3.9,3.9,3.9,3.9
31321,3.9,3.9,3.9,3.9,3.9
34842,3.9,3.9,3.9,3.9,3.9
1701,3.9,3.9,3.9,3.9,3.9
15399,3.9,3.9,3.9,3.9,3.9
5733,3.9,3.9,3.9,3.9,3.9
8600,3.9,3.9,3.9,3.9,3.9
12145,3.9,3.9,3.9,3.9,3.9
15291,3.9,3.9,3.9,3.9,3.9
27884,3.9,3.9,3.9,3.9,3.9
13156,3.9,3.9,3.9,3.9,3.9
34362,3.9,3.9,3.9,3.9,3.9
12653,3.9,3.9,3.9,3.9,3.9
39302,3.9,3.9,3.9,3.9,3.9
30307,3.9,3.9,3.9,3.9,3.9
33210,3.9,3.9,3.9,3.9,3.9
3509,3.9,3.9,3.9,3.9,3.9
20048,3.9,3.9,3.9,3.9,3.9
32636,3.9,3.9,3.9,3.9,3.9
14717,3.9,3.9,3.9,3.9,3.9
11374,3.9,3.9,3.9,3.9,3.9
27626,3.9,3.9,3.9,3.9,3.9
19311,3.9,3.9,3.9,3.9,3.9
5737,3.9,3.9,3.9,3.9,3.9
5262,3.9,3.9,3.9,3.9,3.9
41223,3.9,3.9,3.9,3.9,3.9
35153,3.9,3.9,3.9,3.9,3.9
5847,3.9,3.9,3.9,3.9,3.9
6486,3.9,3.9,3.9,3.9,3.9
31501,3.9,3.9,3.9,3.9,3.9
20717,3.9,3.9,3.9,3.9,3.9
25563,3.9,3.9,3.9,3.9,3.9
31436,3.9,3.9,3.9,3.9,3.9
30248,3.9,3.9,3.9,3.9,3.9
33632,3.9,3.9,3.9,3.9,3.9
24179,3.9,3.9,3.9,3.9,3.9
21919,3.9,3.9,3.9,3.9,3.9
27783,3.9,3.9,3.9,3.9,3.9
44692,3.9,3.9,3.9,3.9,3.9
15318,3.9,3.9,3.9,3.9,3.9
11100,3.9,3.9,3.9,3.9,3.9
33215,3.9,3.9,3.9,3.9,3.9
49038,3.9,3.9,3.9,3.9,3.9
21924,3.9,3.9,3.9,3.9,3.9
11634,3.9,3.9,3.9,3.9,3.9
4843,3.9,3.9,3.9,3.9,3.9
6686,3.9,3.9,3.9,3.9,3.9
15111,3.9,3.9,3.9,3.9,3.9
46339,3.9,3.9,3.9,3.9,3.9
7012,3.9,3.9,3.9,3.9,3.9
26574,3.9,3.9,3.9,3.9,3.9
37032,3.9,3.9,3.9,3.9,3.9
27985,3.9,3.9,3.9,3.9,3.9
12049,3.9,3.9,3.9,3.9,3.9
38508,3.9,3.9,3.9,3.9,3.9
29679,3.9,3.9,3.9,3.9,3.9
32798,3.9,3.9,3.9,3.9,3.9
48825,3.9,3.9,3.9,3.9,3.9
32687,3.9,3.9,3.9,3.9,3.9
22423,3.9,3.9,3.9,3.9,3.9
44723,3.9,3.9,3.9,3.9,3.9
3086,3.9,3.9,3.9,3.9,3.9
7263,3.9,3.9,3.9,3.9,3.9
31453,3.9,3.9,3.9,3.9,3.9
5405,3.9,3.9,3.9,3.9,3.9
33546,3.9,3.9,3.9,3.9,3.9
30798,3.9,3.9,3.9,3.9,3.9
31546,3.9,3.9,3.9,3.9,3.9
7149,3.9,3.9,3.9,3.9,3.9
1293,3.9,3.9,3.9,3.9,3.9
21218,3.9,3.9,3.9,3.9,3.9
22937,3.9,3.9,3.9,3.9,3.9
37220,3.9,3.9,3.9,3.9,3.9
10099,3.9,3.9,3.9,3.9,3.9
36656,3.9,3.9,3.9,3.9,3.9
31451,3.9,3.9,3.9,3.9,3.9
30346,3.9,3.9,3.9,3.9,3.9
22451,3.9,3.9,3.9,3.9,3.9
23512,3.9,3.9,3.9,3.9,3.9
17741,3.9,3.9,3.9,3.9,3.9
30101,3.9,3.9,3.9,3.9,3.9
40836,3.9,3.9,3.9,3.9,3.9
43870,3.9,3.9,3.9,3.9,3.9
11452,3.9,3.9,3.9,3.9,3.9
4101,3.9,3.9,3.9,3.9,3.9
19410,3.9,3.9,3.9,3.9,3.9
15841,3.9,3.9,3.9,3.9,3.9
1726,3.9,3.9,3.9,3.9,3.9
29078,3.9,3.9,3.9,3.9,3.9
36886,3.9,3.9,3.9,3.9,3.9
22114,3.9,3.9,3.9,3.9,3.9
20896,3.9,3.9,3.9,3.9,3.9
24147,3.9,3.9,3.9,3.9,3.9
44322,3.9,3.9,3.9,3.9,3.9
3598,3.9,3.9,3.9,3.9,3.9
47521,3.9,3.9,3.9,3.9,3.9
17103,3.9,3.9,3.9,3.9,3.9
23152,3.9,3.9,3.9,3.9,3.9
18312,3.9,3.9,3.9,3.9,3.9
3516,3.9,3.9,3.9,3.9,3.9
27028,3.9,3.9,3.9,3.9,3.9
6115,3.9,3.9,3.9,3.9,3.9
16377,3.9,3.9,3.9,3.9,3.9
26444,3.9,3.9,3.9,3.9,3.9
24451,3.9,3.9,3.9,3.9,3.9
47893,3.9,3.9,3.9,3.9,3.9
38869,3.9,3.9,3.9,3.9,3.9
26536,3.9,3.9,3.9,3.9,3.9
2136,3.9,3.9,3.9,3.9,3.9
38434,3.9,3.9,3.9,3.9,3.9
9209,3.9,3.9,3.9,3.9,3.9
9453,3.9,3.9,3.9,3.9,3.9
25071,3.9,3.9,3.9,3.9,3.9
10339,3.9,3.9,3.9,3.9,3.9
7560,3.9,3.9,3.9,3.9,3.9
20074,3.9,3.9,3.9,3.9,3.9
34449,3.9,3.9,3.9,3.9,3.9
14458,3.9,3.9,3.9,3.9,3.9
24896,3.9,3.9,3.9,3.9,3.9
43672,3.9,3.9,3.9,3.9,3.9
19867,3.9,3.9,3.9,3.9,3.9
12945,3.9,3.9,3.9,3.9,3.9
27009,3.9,3.9,3.9,3.9,3.9
47047,3.9,3.9,3.9,3.9,3.9
32640,3.9,3.9,3.9,3.9,3.9
4298,3.9,3.9,3.9,3.9,3.9
22838,3.9,3.9,3.9,3.9,3.9
608,3.9,3.9,3.9,3.9,3.9
34445,3.9,3.9,3.9,3.9,3.9
49922,3.9,3.9,3.9,3.9,3.9
37006,3.9,3.9,3.9,3.9,3.9
29195,3.9,3.9,3.9,3.9,3.9
11628,3.9,3.9,3.9,3.9,3.9
26818,3.9,3.9,3.9,3.9,3.9
6956,3.9,3.9,3.9,3.9,3.9
28068,3.9,3.9,3.9,3.9,3.9
17279,3.9,3.9,3.9,3.9,3.9
35684,3.9,3.9,3.9,3.9,3.9
16175,3.9,3.9,3.9,3.9,3.9
34576,3.9,3.9,3.9,3.9,3.9
43234,3.9,3.9,3.9,3.9,3.9
36785,3.9,3.9,3.9,3.9,3.9
45100,3.9,3.9,3.9,3.9,3.9
897,3.9,3.9,3.9,3.9,3.9
21216,3.9,3.9,3.9,3.9,3.9
48285,3.9,3.9,3.9,3.9,3.9
24633,3.9,3.9,3.9,3.9,3.9
47251,3.9,3.9,3.9,3.9,3.9
40538,3.9,3.9,3.9,3.9,3.9
20496,3.9,3.9,3.9,3.9,3.9
30491,3.9,3.9,3.9,3.9,3.9
36944,3.9,3.9,3.9,3.9,3.9
23318,3.9,3.9,3.9,3.9,3.9
25643,3.9,3.9,3.9,3.9,3.9
40169,3.9,3.9,3.9,3.9,3.9
45235,3.9,3.9,3.9,3.9,3.9
4369,3.9,3.9,3.9,3.9,3.9
43989,3.9,3.9,3.9,3.9,3.9
5020,3.9,3.9,3.9,3.9,3.9
44735,3.9,3.9,3.9,3.9,3.9
13839,3.9,3.9,3.9,3.9,3.9
13363,3.9,3.9,3.9,3.9,3.9
27725,3.9,3.9,3.9,3.9,3.9
45856,3.9,3.9,3.9,3.9,3.9
30843,3.9,3.9,3.9,3.9,3.9
23206,3.9,3.9,3.9,3.9,3.9
9062,3.9,3.9,3.9,3.9,3.9
2526,3.9,3.9,3.9,3.9,3.9
21092,3.9,3.9,3.9,3.9,3.9
18933,3.9,3.9,3.9,3.9,3.9
29455,3.9,3.9,3.9,3.9,3.9
37663,3.9,3.9,3.9,3.9,3.9
38241,3.9,3.9,3.9,3.9,3.9
20514,3.9,3.9,3.9,3.9,3.9
26099,3.9,3.9,3.9,3.9,3.9
12781,3.9,3.9,3.9,3.9,3.9
41215,3.9,3.9,3.9,3.9,3.9
24484,3.9,3.9,3.9,3.9,3.9
5055,3.9,3.9,3.9,3.9,3.9
41239,3.9,3.9,3.9,3.9,3.9
33424,3.9,3.9,3.9,3.9,3.9
36533,3.9,3.9,3.9,3.9,3.9
4715,3.9,3.9,3.9,3.9,3.9
34453,3.9,3.9,3.9,3.9,3.9
33645,3.9,3.9,3.9,3.9,3.9
6156,3.9,3.9,3.9,3.9,3.9
20810,3.9,3.9,3.9,3.9,3.9
19890,3.9,3.9,3.9,3.9,3.9
14124,3.9,3.9,3.9,3.9,3.9
27796,3.9,3.9,3.9,3.9,3.9
24255,3.9,3.9,3.9,3.9,3.9
15461,3.9,3.9,3.9,3.9,3.9
32159,3.9,3.9,3.9,3.9,3.9
30375,3.9,3.9,3.9,3.9,3.9
33532,3.9,3.9,3.9,3.9,3.9
7426,3.9,3.9,3.9,3.9,3.9
901,3.9,3.9,3.9,3.9,3.9
25507,3.9,3.9,3.9,3.9,3.9
41984,3.9,3.9,3.9,3.9,3.9
22019,3.9,3.9,3.9,3.9,3.9
30863,3.9,3.9,3.9,3.9,3.9
2356,3.9,3.9,3.9,3.9,3.9
37533,3.9,3.9,3.9,3.9,3.9
29513,3.9,3.9,3.9,3.9,3.9
41965,3.9,3.9,3.9,3.9,3.9
47872,3.9,3.9,3.9,3.9,3.9
1868,3.9,3.9,3.9,3.9,3.9
5065,3.9,3.9,3.9,3.9,3.9
49077,3.9,3.9,3.9,3.9,3.9
29915,3.9,3.9,3.9,3.9,3.9
21179,3.9,3.9,3.9,3.9,3.9
15847,3.9,3.9,3.9,3.9,3.9
34731,3.9,3.9,3.9,3.9,3.9
27362,3.9,3.9,3.9,3.9,3.9
21151,3.9,3.9,3.9,3.9,3.9
2056,3.9,3.9,3.9,3.9,3.9
6356,3.9,3.9,3.9,3.9,3.9
17706,3.9,3.9,3.9,3.9,3.9
33106,3.9,3.9,3.9,3.9,3.9
47631,3.9,3.9,3.9,3.9,3.9
2564,3.9,3.9,3.9,3.9,3.9
30383,3.9,3.9,3.9,3.9,3.9
7275,3.9,3.9,3.9,3.9,3.9
15437,3.9,3.9,3.9,3.9,3.9
13215,3.9,3.9,3.9,3.9,3.9
3204,3.9,3.9,3.9,3.9,3.9
10934,3.9,3.9,3.9,3.9,3.9
43857,3.9,3.9,3.9,3.9,3.9
29196,3.9,3.9,3.9,3.9,3.9
37344,3.9,3.9,3.9,3.9,3.9
9139,3.9,3.9,3.9,3.9,3.9
18969,3.9,3.9,3.9,3.9,3.9
48632,3.9,3.9,3.9,3.9,3.9
37030,3.9,3.9,3.9,3.9,3.9
35081,3.9,3.9,3.9,3.9,3.9
21570,3.9,3.9,3.9,3.9,3.9
4305,3.9,3.9,3.9,3.9,3.9
31992,3.9,3.9,3.9,3.9,3.9
18134,3.9,3.9,3.9,3.9,3.9
41726,3.9,3.9,3.9,3.9,3.9
3429,3.9,3.9,3.9,3.9,3.9
16028,3.9,3.9,3.9,3.9,3.9
11966,3.9,3.9,3.9,3.9,3.9
22646,3.9,3.9,3.9,3.9,3.9
22843,3.9,3.9,3.9,3.9,3.9
31994,3.9,3.9,3.9,3.9,3.9
48438,3.9,3.9,3.9,3.9,3.9
28945,3.9,3.9,3.9,3.9,3.9
18624,3.9,3.9,3.9,3.9,3.9
36520,3.9,3.9,3.9,3.9,3.9
43217,3.9,3.9,3.9,3.9,3.9
17928,3.9,3.9,3.9,3.9,3.9
16720,3.9,3.9,3.9,3.9,3.9
26010,3.9,3.9,3.9,3.9,3.9
30633,3.9,3.9,3.9,3.9,3.9
48372,3.9,3.9,3.9,3.9,3.9
33700,3.9,3.9,3.9,3.9,3.9
26913,3.9,3.9,3.9,3.9,3.9
7523,3.9,3.9,3.9,3.9,3.9
2119,3.9,3.9,3.9,3.9,3.9
42903,3.9,3.9,3.9,3.9,3.9
37432,3.9,3.9,3.9,3.9,3.9
31259,3.9,3.9,3.9,3.9,3.9
37208,3.9,3.9,3.9,3.9,3.9
26600,3.9,3.9,3.9,3.9,3.9
19848,3.9,3.9,3.9,3.9,3.9
17321,3.9,3.9,3.9,3.9,3.9
24481,3.9,3.9,3.9,3.9,3.9
36783,3.9,3.9,3.9,3.9,3.9
16251,3.9,3.9,3.9,3.9,3.9
35680,3.9,3.9,3.9,3.9,3.9
517,3.9,3.9,3.9,3.9,3.9
46052,3.9,3.9,3.9,3.9,3.9
815,3.9,3.9,3.9,3.9,3.9
2667,3.9,3.9,3.9,3.9,3.9
14266,3.9,3.9,3.9,3.9,3.9
5134,3.9,3.9,3.9,3.9,3.9
31532,3.9,3.9,3.9,3.9,3.9
18664,3.9,3.9,3.9,3.9,3.9
25150,3.9,3.9,3.9,3.9,3.9
37200,3.9,3.9,3.9,3.9,3.9
27263,3.9,3.9,3.9,3.9,3.9
8219,3.9,3.9,3.9,3.9,3.9
12007,3.9,3.9,3.9,3.9,3.9
21891,3.9,3.9,3.9,3.9,3.9
45543,3.9,3.9,3.9,3.9,3.9
17079,3.9,3.9,3.9,3.9,3.9
15801,3.9,3.9,3.9,3.9,3.9
26646,3.9,3.9,3.9,3.9,3.9
20090,3.9,3.9,3.9,3.9,3.9
19150,3.9,3.9,3.9,3.9,3.9
21588,3.9,3.9,3.9,3.9,3.9
33617,3.9,3.9,3.9,3.9,3.9
6884,3.9,3.9,3.9,3.9,3.9
42190,3.9,3.9,3.9,3.9,3.9
13395,3.9,3.9,3.9,3.9,3.9
2895,3.9,3.9,3.9,3.9,3.9
4125,3.9,3.9,3.9,3.9,3.9
5306,3.9,3.9,3.9,3.9,3.9
33799,3.9,3.9,3.9,3.9,3.9
35482,3.9,3.9,3.9,3.9,3.9
12285,3.9,3.9,3.9,3.9,3.9
10640,3.9,3.9,3.9,3.9,3.9
11034,3.9,3.9,3.9,3.9,3.9
39952,3.9,3.9,3.9,3.9,3.9
22897,3.9,3.9,3.9,3.9,3.9
36971,3.9,3.9,3.9,3.9,3.9
8800,3.9,3.9,3.9,3.9,3.9
34326,3.9,3.9,3.9,3.9,3.9
17145,3.9,3.9,3.9,3.9,3.9
22185,3.9,3.9,3.9,3.9,3.9
25058,3.9,3.9,3.9,3.9,3.9
8278,3.9,3.9,3.9,3.9,3.9
46565,3.9,3.9,3.9,3.9,3.9
20462,3.9,3.9,3.9,3.9,3.9
8846,3.9,3.9,3.9,3.9,3.9
1573,3.9,3.9,3.9,3.9,3.9
18551,3.9,3.9,3.9,3.9,3.9
8575,3.9,3.9,3.9,3.9,3.9
42160,3.9,3.9,3.9,3.9,3.9
21645,3.9,3.9,3.9,3.9,3.9
21656,3.9,3.9,3.9,3.9,3.9
37738,3.9,3.9,3.9,3.9,3.9
44229,3.9,3.9,3.9,3.9,3.9
44672,3.9,3.9,3.9,3.9,3.9
49090,3.9,3.9,3.9,3.9,3.9
28854,3.9,3.9,3.9,3.9,3.9
41360,3.9,3.9,3.9,3.9,3.9
22718,3.9,3.9,3.9,3.9,3.9
42714,3.9,3.9,3.9,3.9,3.9
1901,3.9,3.9,3.9,3.9,3.9
39021,3.9,3.9,3.9,3.9,3.9
4111,3.9,3.9,3.9,3.9,3.9
10417,3.9,3.9,3.9,3.9,3.9
42721,3.9,3.9,3.9,3.9,3.9
27765,3.9,3.9,3.9,3.9,3.9
10001,3.9,3.9,3.9,3.9,3.9
37174,3.9,3.9,3.9,3.9,3.9
31422,3.9,3.9,3.9,3.9,3.9
17598,3.9,3.9,3.9,3.9,3.9
6876,3.9,3.9,3.9,3.9,3.9
5083,3.9,3.9,3.9,3.9,3.9
47144,3.9,3.9,3.9,3.9,3.9
19985,3.9,3.9,3.9,3.9,3.9
14986,3.9,3.9,3.9,3.9,3.9
14664,3.9,3.9,3.9,3.9,3.9
29883,3.9,3.9,3.9,3.9,3.9
32407,3.9,3.9,3.9,3.9,3.9
27431,3.9,3.9,3.9,3.9,3.9
45275,3.9,3.9,3.9,3.9,3.9
25874,3.9,3.9,3.9,3.9,3.9
1787,3.9,3.9,3.9,3.9,3.9
34599,3.9,3.9,3.9,3.9,3.9
16033,3.9,3.9,3.9,3.9,3.9
4581,3.9,3.9,3.9,3.9,3.9
40917,3.9,3.9,3.9,3.9,3.9
28239,3.9,3.9,3.9,3.9,3.9
17258,3.9,3.9,3.9,3.9,3.9
44341,3.9,3.9,3.9,3.9,3.9
46833,3.9,3.9,3.9,3.9,3.9
32136,3.9,3.9,3.9,3.9,3.9
29216,3.9,3.9,3.9,3.9,3.9
37231,3.9,3.9,3.9,3.9,3.9
33167,3.9,3.9,3.9,3.9,3.9
6505,3.9,3.9,3.9,3.9,3.9
42850,3.9,3.9,3.9,3.9,3.9
46706,3.9,3.9,3.9,3.9,3.9
40218,3.9,3.9,3.9,3.9,3.9
16862,3.9,3.9,3.9,3.9,3.9
32231,3.9,3.9,3.9,3.9,3.9
1405,3.9,3.9,3.9,3.9,3.9
2046,3.9,3.9,3.9,3.9,3.9
27756,3.9,3.9,3.9,3.9,3.9
24344,3.9,3.9,3.9,3.9,3.9
8699,3.9,3.9,3.9,3.9,3.9
31070,3.9,3.9,3.9,3.9,3.9
32365,3.9,3.9,3.9,3.9,3.9
